GameN,Date,Year,Round,Region,Favored,Seed,Team,Conf,Score,AdjEM,Overtime,Winner,Result,Score.D,,
39,23-Mar-14,2014,2,WS,U,6,North Carolina,ACC,83,18.44,,Iowa St.,F,2,,
40,22-Mar-14,2014,2,WS,F,2,Villanova,BE,65,23.68,,Connecticut,U,-12,,
40,22-Mar-14,2014,2,WS,U,7,Connecticut,BE,77,22.13,,Connecticut,U,-12,,
41,23-Mar-14,2014,2,EN,F,1,Arizona,P10,84,30.11,,Arizona,F,23,,
41,23-Mar-14,2014,2,EN,U,8,Gonzaga,WCC,61,20.14,,Arizona,F,23,,
42,22-Mar-14,2014,2,EN,F,4,San Diego St.,MWC,63,20.38,,San Diego St.,F,19,,
42,22-Mar-14,2014,2,EN,U,12,North Dakota St.,ind,44,11.76,,San Diego St.,F,19,,
43,23-Mar-14,2014,2,EN,F,3,Creighton,MVC,55,21.72,,Baylor,U,-30,,
43,23-Mar-14,2014,2,EN,U,6,Baylor,B12,85,19.39,,Baylor,U,-30,,
44,22-Mar-14,2014,2,EN,F,2,Wisconsin,B10,85,25.89,,Wisconsin,F,8,,
44,22-Mar-14,2014,2,EN,U,7,Oregon,P10,77,19.02,,Wisconsin,F,8,,
45,23-Mar-14,2014,2,ES,F,1,Wichita St.,MVC,76,25.36,,Kentucky,U,-2,,
45,23-Mar-14,2014,2,ES,U,8,Kentucky,SEC,78,22.55,,Kentucky,U,-2,,
46,23-Mar-14,2014,2,ES,F,11,Tennessee,SEC,83,23.69,,Tennessee,F,20,,
46,23-Mar-14,2014,2,ES,U,14,Mercer,ASun,63,8.34,,Tennessee,F,20,,
47,22-Mar-14,2014,2,ES,F,4,Louisville,CUSA,66,30.41,,Louisville,F,15,,
47,22-Mar-14,2014,2,ES,U,5,Saint Louis,CUSA,51,15.72,,Louisville,F,15,,
48,22-Mar-14,2014,2,ES,F,2,Michigan,B10,79,23.44,,Michigan,F,14,,
48,22-Mar-14,2014,2,ES,U,7,Texas,B12,65,14.52,,Michigan,F,14,,
49,27-Mar-14,2014,3,WN,F,1,Florida,SEC,79,28.57,,Florida,F,11,,
49,27-Mar-14,2014,3,WN,U,4,UCLA,P10,68,22.53,,Florida,F,11,,
50,27-Mar-14,2014,3,WN,F,10,Stanford,P10,72,16.06,,Dayton,U,-10,,
50,27-Mar-14,2014,3,WN,U,11,Dayton,A10,82,14.25,,Dayton,U,-10,,
51,28-Mar-14,2014,3,WS,F,1,Virginia,ACC,59,26.46,,Michigan St.,U,-2,,
51,28-Mar-14,2014,3,WS,U,4,Michigan St.,B10,61,23.92,,Michigan St.,U,-2,,
52,28-Mar-14,2014,3,WS,F,7,Connecticut,BE,81,22.13,,Connecticut,F,5,,
52,28-Mar-14,2014,3,WS,U,3,Iowa St.,B12,76,21.07,,Connecticut,F,5,,
53,27-Mar-14,2014,3,EN,F,1,Arizona,P10,70,30.11,,Arizona,F,6,,
53,27-Mar-14,2014,3,EN,U,4,San Diego St.,MWC,64,20.38,,Arizona,F,6,,
54,27-Mar-14,2014,3,EN,F,2,Wisconsin,B10,69,25.89,,Wisconsin,F,17,,
54,27-Mar-14,2014,3,EN,U,6,Baylor,B12,52,19.39,,Wisconsin,F,17,,
55,28-Mar-14,2014,3,ES,F,11,Tennessee,SEC,71,23.69,,Michigan,U,-2,,
55,28-Mar-14,2014,3,ES,U,2,Michigan,B10,73,23.44,,Michigan,U,-2,,
56,28-Mar-14,2014,3,ES,F,4,Louisville,CUSA,69,30.41,,Kentucky,U,-5,,
56,28-Mar-14,2014,3,ES,U,8,Kentucky,SEC,74,22.55,,Kentucky,U,-5,,
57,29-Mar-14,2014,4,WN,F,1,Florida,SEC,62,28.57,,Florida,F,10,,
57,29-Mar-14,2014,4,WN,U,11,Dayton,A10,52,14.25,,Florida,F,10,,
58,30-Mar-14,2014,4,WS,F,4,Michigan St.,B10,54,23.92,,Connecticut,U,-6,,
58,30-Mar-14,2014,4,WS,U,7,Connecticut,BE,60,22.13,,Connecticut,U,-6,,
59,29-Mar-14,2014,4,EN,F,1,Arizona,P10,63,30.11,1 OT,Wisconsin,U,-1,,
59,29-Mar-14,2014,4,EN,U,2,Wisconsin,B10,64,25.89,1 OT,Wisconsin,U,-1,,
60,30-Mar-14,2014,4,ES,F,2,Michigan,B10,72,23.44,,Kentucky,U,-3,,
60,30-Mar-14,2014,4,ES,U,8,Kentucky,SEC,75,22.55,,Kentucky,U,-3,,
61,5-Apr-14,2014,5,W4,F,1,Florida,SEC,53,28.57,,Connecticut,U,-10,,
61,5-Apr-14,2014,5,W4,U,7,Connecticut,BE,63,22.13,,Connecticut,U,-10,,
62,5-Apr-14,2014,5,E4,F,2,Wisconsin,B10,73,25.89,,Kentucky,U,-1,,
62,5-Apr-14,2014,5,E4,U,8,Kentucky,SEC,74,22.55,,Kentucky,U,-1,,
63,7-Apr-14,2014,6,Championship,F,8,Kentucky,SEC,54,22.55,,Connecticut,U,-6,,
63,7-Apr-14,2014,6,Championship,U,7,Connecticut,BE,60,22.13,,Connecticut,U,-6,,
-4,18-Mar-15,2015,PI,EN,F,11,Dayton,A10,56,14.24,,Dayton,F,1,,
-4,18-Mar-15,2015,PI,EN,U,11,Boise St.,WAC,55,13.85,,Dayton,F,1,,
-3,17-Mar-15,2015,PI,WS,F,16,Manhattan,MAAC,64,0.31,,Hampton,U,-10,,
-3,17-Mar-15,2015,PI,WS,U,16,Hampton,MEAC,74,-7.4,,Hampton,U,-10,,
-2,18-Mar-15,2015,PI,ES,F,16,North Florida,ASun,77,2.26,,Robert Morris,U,-4,,
-2,18-Mar-15,2015,PI,ES,U,16,Robert Morris,NEC,81,-1.39,,Robert Morris,U,-4,,
-1,17-Mar-15,2015,PI,WN,F,11,BYU,MWC,90,16.69,,Mississippi,U,-4,,
-1,17-Mar-15,2015,PI,WN,U,11,Mississippi,SEC,94,13.88,,Mississippi,U,-4,,
1,19-Mar-15,2015,1,WN,F,1,Kentucky,SEC,79,36.91,,Kentucky,F,23,,
1,19-Mar-15,2015,1,WN,U,16,Hampton,MEAC,56,-7.4,,Kentucky,F,23,,
2,19-Mar-15,2015,1,WN,F,8,Cincinnati,CUSA,66,14.15,1 OT,Cincinnati,F,1,,
2,19-Mar-15,2015,1,WN,U,9,Purdue,B10,65,13.96,1 OT,Cincinnati,F,1,,
3,20-Mar-15,2015,1,WN,F,5,West Virginia,BE,68,17.64,,West Virginia,F,6,,
3,20-Mar-15,2015,1,WN,U,12,Buffalo,MAC,62,11.87,,West Virginia,F,6,,
4,20-Mar-15,2015,1,WN,F,4,Maryland,ACC,65,15.68,,Maryland,F,3,,
4,20-Mar-15,2015,1,WN,U,13,Valparaiso,MCon,62,11.13,,Maryland,F,3,,
5,19-Mar-15,2015,1,WN,F,6,Butler,Horz,56,20.09,,Butler,F,8,,
5,19-Mar-15,2015,1,WN,U,11,Texas,B12,48,18.94,,Butler,F,8,,
6,19-Mar-15,2015,1,WN,F,3,Notre Dame,BE,69,24.96,,Notre Dame,F,4,,
6,19-Mar-15,2015,1,WN,U,14,Northeastern,AE,65,5.12,,Notre Dame,F,4,,
7,20-Mar-15,2015,1,WN,F,7,Wichita St.,MVC,81,22.21,,Wichita St.,F,5,,
7,20-Mar-15,2015,1,WN,U,10,Indiana,B10,76,13.83,,Wichita St.,F,5,,
8,20-Mar-15,2015,1,WN,F,2,Kansas,B12,75,22.72,,Kansas,F,19,,
8,20-Mar-15,2015,1,WN,U,15,New Mexico St.,SB,56,6.63,,Kansas,F,19,,
9,20-Mar-15,2015,1,WS,F,1,Wisconsin,B10,86,33.72,,Wisconsin,F,14,,
9,20-Mar-15,2015,1,WS,U,16,Coastal Carolina,BSth,72,2.38,,Wisconsin,F,14,,
10,20-Mar-15,2015,1,WS,F,9,Oklahoma St.,B12,73,14.92,,Oregon,U,-6,,
10,20-Mar-15,2015,1,WS,U,8,Oregon,P10,79,13.88,,Oregon,U,-6,,
11,19-Mar-15,2015,1,WS,F,5,Arkansas,SEC,56,16.44,,Arkansas,F,3,,
11,19-Mar-15,2015,1,WS,U,12,Wofford,SC,53,6.72,,Arkansas,F,3,,
12,19-Mar-15,2015,1,WS,F,4,North Carolina,ACC,67,23.85,,North Carolina,F,2,,
12,19-Mar-15,2015,1,WS,U,13,Harvard,Ivy,65,9.23,,North Carolina,F,2,,
13,19-Mar-15,2015,1,WS,F,6,Xavier,A10,76,19.49,,Xavier,F,19,,
13,19-Mar-15,2015,1,WS,U,11,Mississippi,SEC,57,13.88,,Xavier,F,19,,
14,19-Mar-15,2015,1,WS,F,3,Baylor,B12,56,22.14,,Georgia St.,U,-1,,
14,19-Mar-15,2015,1,WS,U,14,Georgia St.,ASun,57,10.32,,Georgia St.,U,-1,,
15,19-Mar-15,2015,1,WS,F,10,Ohio St.,B10,75,20.75,1 OT,Ohio St.,F,3,,
15,19-Mar-15,2015,1,WS,U,7,VCU,CAA,72,16.27,1 OT,Ohio St.,F,3,,
16,19-Mar-15,2015,1,WS,F,2,Arizona,P10,93,32.36,,Arizona,F,21,,
16,19-Mar-15,2015,1,WS,U,15,Texas Southern,SWAC,72,-3.84,,Arizona,F,21,,
17,19-Mar-15,2015,1,EN,F,1,Villanova,BE,93,30.65,,Villanova,F,41,,
17,19-Mar-15,2015,1,EN,U,16,Lafayette,Pat,52,-2.14,,Villanova,F,41,,
18,19-Mar-15,2015,1,EN,F,8,North Carolina St.,ACC,66,15.93,,North Carolina St.,F,1,,
18,19-Mar-15,2015,1,EN,U,9,LSU,SEC,65,13.76,,North Carolina St.,F,1,,
19,20-Mar-15,2015,1,EN,F,5,Northern Iowa,MVC,71,20.98,,Northern Iowa,F,17,,
19,20-Mar-15,2015,1,EN,U,12,Wyoming,MWC,54,5.67,,Northern Iowa,F,17,,
20,20-Mar-15,2015,1,EN,F,4,Louisville,CUSA,57,21.21,,Louisville,F,2,,
20,20-Mar-15,2015,1,EN,U,13,UC Irvine,BW,55,7.09,,Louisville,F,2,,
21,20-Mar-15,2015,1,EN,F,6,Providence,BE,53,16.72,,Dayton,U,-13,,
21,20-Mar-15,2015,1,EN,U,11,Dayton,A10,66,14.24,,Dayton,U,-13,,
22,20-Mar-15,2015,1,EN,F,3,Oklahoma,B12,69,22.8,,Oklahoma,F,9,,
22,20-Mar-15,2015,1,EN,U,14,Albany,AE,60,3.29,,Oklahoma,F,9,,
23,20-Mar-15,2015,1,EN,F,7,Michigan St.,B10,70,21.72,,Michigan St.,F,7,,
23,20-Mar-15,2015,1,EN,U,10,Georgia,SEC,63,15.09,,Michigan St.,F,7,,
24,20-Mar-15,2015,1,EN,F,2,Virginia,ACC,79,30.06,,Virginia,F,12,,
24,20-Mar-15,2015,1,EN,U,15,Belmont,ASun,67,2.27,,Virginia,F,12,,
25,20-Mar-15,2015,1,ES,F,1,Duke,ACC,85,32.48,,Duke,F,29,,
25,20-Mar-15,2015,1,ES,U,16,Robert Morris,NEC,56,-1.39,,Duke,F,29,,
26,20-Mar-15,2015,1,ES,F,8,San Diego St.,MWC,76,15.95,,San Diego St.,F,12,,
26,20-Mar-15,2015,1,ES,U,9,St. John's,BE,64,13.7,,San Diego St.,F,12,,
27,19-Mar-15,2015,1,ES,F,5,Utah,MWC,57,27.24,,Utah,F,7,,
27,19-Mar-15,2015,1,ES,U,12,Stephen F. Austin,Slnd,50,13.64,,Utah,F,7,,
28,19-Mar-15,2015,1,ES,F,4,Georgetown,BE,84,19.13,,Georgetown,F,10,,
28,19-Mar-15,2015,1,ES,U,13,Eastern Washington,BSky,74,3.25,,Georgetown,F,10,,
29,19-Mar-15,2015,1,ES,F,6,SMU,WAC,59,17.51,,UCLA,U,-1,,
29,19-Mar-15,2015,1,ES,U,11,UCLA,P10,60,14.65,,UCLA,U,-1,,
30,19-Mar-15,2015,1,ES,F,3,Iowa St.,B12,59,21.49,,UAB,U,-1,,
30,19-Mar-15,2015,1,ES,U,14,UAB,CUSA,60,3.06,,UAB,U,-1,,
31,20-Mar-15,2015,1,ES,F,7,Iowa,B10,83,19.02,,Iowa,F,31,,
31,20-Mar-15,2015,1,ES,U,10,Davidson,SC,52,15,,Iowa,F,31,,
32,20-Mar-15,2015,1,ES,F,2,Gonzaga,WCC,86,27.78,,Gonzaga,F,10,,
32,20-Mar-15,2015,1,ES,U,15,North Dakota St.,ind,76,1.41,,Gonzaga,F,10,,
33,21-Mar-15,2015,2,WN,F,1,Kentucky,SEC,64,36.91,,Kentucky,F,13,,
33,21-Mar-15,2015,2,WN,U,8,Cincinnati,CUSA,51,14.15,,Kentucky,F,13,,
34,22-Mar-15,2015,2,WN,F,5,West Virginia,BE,69,17.64,,West Virginia,F,10,,
34,22-Mar-15,2015,2,WN,U,4,Maryland,ACC,59,15.68,,West Virginia,F,10,,
35,21-Mar-15,2015,2,WN,F,3,Notre Dame,BE,67,24.96,1 OT,Notre Dame,F,3,,
35,21-Mar-15,2015,2,WN,U,6,Butler,Horz,64,20.09,1 OT,Notre Dame,F,3,,
36,22-Mar-15,2015,2,WN,F,2,Kansas,B12,65,22.72,,Wichita St.,U,-13,,
36,22-Mar-15,2015,2,WN,U,7,Wichita St.,MVC,78,22.21,,Wichita St.,U,-13,,
37,22-Mar-15,2015,2,WS,F,1,Wisconsin,B10,72,33.72,,Wisconsin,F,7,,
37,22-Mar-15,2015,2,WS,U,8,Oregon,P10,65,13.88,,Wisconsin,F,7,,
38,21-Mar-15,2015,2,WS,F,6,Xavier,A10,75,19.49,,Xavier,F,8,,
38,21-Mar-15,2015,2,WS,U,14,Georgia St.,ASun,67,10.32,,Xavier,F,8,,
39,21-Mar-15,2015,2,WS,F,4,North Carolina,ACC,87,23.85,,North Carolina,F,9,,
39,21-Mar-15,2015,2,WS,U,5,Arkansas,SEC,78,16.44,,North Carolina,F,9,,
40,21-Mar-15,2015,2,WS,F,2,Arizona,P10,73,32.36,,Arizona,F,15,,
40,21-Mar-15,2015,2,WS,U,10,Ohio St.,B10,58,20.75,,Arizona,F,15,,
41,21-Mar-15,2015,2,EN,F,1,Villanova,BE,68,30.65,,North Carolina St.,U,-3,,
41,21-Mar-15,2015,2,EN,U,8,North Carolina St.,ACC,71,15.93,,North Carolina St.,U,-3,,
42,22-Mar-15,2015,2,EN,F,4,Louisville,CUSA,66,21.21,,Louisville,F,13,,
42,22-Mar-15,2015,2,EN,U,5,Northern Iowa,MVC,53,20.98,,Louisville,F,13,,
43,22-Mar-15,2015,2,EN,F,3,Oklahoma,B12,72,22.8,,Oklahoma,F,6,,
43,22-Mar-15,2015,2,EN,U,11,Dayton,A10,66,14.24,,Oklahoma,F,6,,
44,22-Mar-15,2015,2,EN,F,2,Virginia,ACC,54,30.06,,Michigan St.,U,-6,,
44,22-Mar-15,2015,2,EN,U,7,Michigan St.,B10,60,21.72,,Michigan St.,U,-6,,
45,22-Mar-15,2015,2,ES,F,1,Duke,ACC,68,32.48,,Duke,F,19,,
45,22-Mar-15,2015,2,ES,U,8,San Diego St.,MWC,49,15.95,,Duke,F,19,,
46,21-Mar-15,2015,2,ES,F,11,UCLA,P10,92,14.65,,UCLA,F,17,,
46,21-Mar-15,2015,2,ES,U,14,UAB,CUSA,75,3.06,,UCLA,F,17,,
47,21-Mar-15,2015,2,ES,F,5,Utah,MWC,75,27.24,,Utah,F,11,,
47,21-Mar-15,2015,2,ES,U,4,Georgetown,BE,64,19.13,,Utah,F,11,,
48,22-Mar-15,2015,2,ES,F,2,Gonzaga,WCC,87,27.78,,Gonzaga,F,18,,
48,22-Mar-15,2015,2,ES,U,7,Iowa,B10,69,19.02,,Gonzaga,F,18,,
49,26-Mar-15,2015,3,WN,F,1,Kentucky,SEC,78,36.91,,Kentucky,F,39,,
49,26-Mar-15,2015,3,WN,U,5,West Virginia,BE,39,17.64,,Kentucky,F,39,,
50,26-Mar-15,2015,3,WN,F,3,Notre Dame,BE,81,24.96,,Notre Dame,F,11,,
50,26-Mar-15,2015,3,WN,U,7,Wichita St.,MVC,70,22.21,,Notre Dame,F,11,,
51,26-Mar-15,2015,3,WS,F,1,Wisconsin,B10,79,33.72,,Wisconsin,F,7,,
51,26-Mar-15,2015,3,WS,U,4,North Carolina,ACC,72,23.85,,Wisconsin,F,7,,
52,26-Mar-15,2015,3,WS,F,2,Arizona,P10,68,32.36,,Arizona,F,8,,
52,26-Mar-15,2015,3,WS,U,6,Xavier,A10,60,19.49,,Arizona,F,8,,
53,27-Mar-15,2015,3,EN,F,3,Oklahoma,B12,58,22.8,,Michigan St.,U,-4,,
53,27-Mar-15,2015,3,EN,U,7,Michigan St.,B10,62,21.72,,Michigan St.,U,-4,,
54,27-Mar-15,2015,3,EN,F,4,Louisville,CUSA,75,21.21,,Louisville,F,10,,
54,27-Mar-15,2015,3,EN,U,8,North Carolina St.,ACC,65,15.93,,Louisville,F,10,,
55,27-Mar-15,2015,3,ES,F,1,Duke,ACC,63,32.48,,Duke,F,6,,
55,27-Mar-15,2015,3,ES,U,5,Utah,MWC,57,27.24,,Duke,F,6,,
56,27-Mar-15,2015,3,ES,F,2,Gonzaga,WCC,74,27.78,,Gonzaga,F,12,,
56,27-Mar-15,2015,3,ES,U,11,UCLA,P10,62,14.65,,Gonzaga,F,12,,
57,28-Mar-15,2015,4,WN,F,1,Kentucky,SEC,68,36.91,,Kentucky,F,2,,
57,28-Mar-15,2015,4,WN,U,3,Notre Dame,BE,66,24.96,,Kentucky,F,2,,
58,28-Mar-15,2015,4,WS,F,1,Wisconsin,B10,85,33.72,,Wisconsin,F,7,,
58,28-Mar-15,2015,4,WS,U,2,Arizona,P10,78,32.36,,Wisconsin,F,7,,
59,29-Mar-15,2015,4,EN,F,7,Michigan St.,B10,76,21.72,1 OT,Michigan St.,F,6,,
59,29-Mar-15,2015,4,EN,U,4,Louisville,CUSA,70,21.21,1 OT,Michigan St.,F,6,,
60,29-Mar-15,2015,4,ES,F,1,Duke,ACC,66,32.48,,Duke,F,14,,
60,29-Mar-15,2015,4,ES,U,2,Gonzaga,WCC,52,27.78,,Duke,F,14,,
61,4-Apr-15,2015,5,W4,F,1,Kentucky,SEC,64,36.91,,Wisconsin,U,-7,,
61,4-Apr-15,2015,5,W4,U,1,Wisconsin,B10,71,33.72,,Wisconsin,U,-7,,
62,4-Apr-15,2015,5,E4,F,1,Duke,ACC,81,32.48,,Duke,F,20,,
62,4-Apr-15,2015,5,E4,U,7,Michigan St.,B10,61,21.72,,Duke,F,20,,
63,6-Apr-15,2015,6,Championship,F,1,Wisconsin,B10,63,33.72,,Duke,U,-5,,
63,6-Apr-15,2015,6,Championship,U,1,Duke,ACC,68,32.48,,Duke,U,-5,,
-4,16-Mar-16,2016,PI,EN,F,11,Michigan,B10,67,14.15,,Michigan,F,5,,
-4,16-Mar-16,2016,PI,EN,U,11,Tulsa,WAC,62,11.5,,Michigan,F,5,,
-3,15-Mar-16,2016,PI,EN,F,16,Florida Gulf Coast,ASun,96,-0.08,,Florida Gulf Coast,F,31,,
-3,15-Mar-16,2016,PI,EN,U,16,Fairleigh Dickinson,NEC,65,-10.63,,Florida Gulf Coast,F,31,,
-2,15-Mar-16,2016,PI,WN,F,11,Wichita St.,MVC,70,22.53,,Wichita St.,F,20,,
-2,15-Mar-16,2016,PI,WN,U,11,Vanderbilt,SEC,50,18.76,,Wichita St.,F,20,,
-1,16-Mar-16,2016,PI,WS,F,16,Southern,SWAC,55,-5.75,,Holy Cross,U,-4,,
-1,16-Mar-16,2016,PI,WS,U,16,Holy Cross,Pat,59,-11.39,,Holy Cross,U,-4,,
1,17-Mar-16,2016,1,WN,F,1,Kansas,B12,105,29.67,,Kansas,F,26,,
1,17-Mar-16,2016,1,WN,U,16,Austin Peay,OVC,79,-5.1,,Kansas,F,26,,
2,17-Mar-16,2016,1,WN,F,9,Connecticut,BE,74,18.71,,Connecticut,F,7,,
2,17-Mar-16,2016,1,WN,U,8,Colorado,B12,67,12.91,,Connecticut,F,7,,
3,18-Mar-16,2016,1,WN,F,5,Maryland,ACC,79,20.25,,Maryland,F,5,,
3,18-Mar-16,2016,1,WN,U,12,South Dakota St.,ind,74,9.57,,Maryland,F,5,,
4,18-Mar-16,2016,1,WN,F,4,California,P10,66,18.32,,Hawaii,U,-11,,
4,18-Mar-16,2016,1,WN,U,13,Hawaii,WAC,77,12.16,,Hawaii,U,-11,,
5,17-Mar-16,2016,1,WN,F,11,Wichita St.,MVC,65,22.53,,Wichita St.,F,10,,
5,17-Mar-16,2016,1,WN,U,6,Arizona,P10,55,20.97,,Wichita St.,F,10,,
6,17-Mar-16,2016,1,WN,F,3,Miami FL,BE,79,22.44,,Miami FL,F,7,,
6,17-Mar-16,2016,1,WN,U,14,Buffalo,MAC,72,2.95,,Miami FL,F,7,,
7,18-Mar-16,2016,1,WN,F,7,Iowa,B10,72,20.24,1 OT,Iowa,F,2,,
7,18-Mar-16,2016,1,WN,U,10,Temple,A10,70,8.82,1 OT,Iowa,F,2,,
8,18-Mar-16,2016,1,WN,F,2,Villanova,BE,86,32.01,,Villanova,F,30,,
8,18-Mar-16,2016,1,WN,U,15,UNC Asheville,BSth,56,3.44,,Villanova,F,30,,
9,18-Mar-16,2016,1,WS,F,1,Oregon,P10,91,22.68,,Oregon,F,39,,
9,18-Mar-16,2016,1,WS,U,16,Holy Cross,Pat,52,-11.39,,Oregon,F,39,,
10,18-Mar-16,2016,1,WS,F,9,Cincinnati,CUSA,76,17.06,,Saint Joseph's,U,-2,,
10,18-Mar-16,2016,1,WS,U,8,Saint Joseph's,A10,78,15.37,,Saint Joseph's,U,-2,,
11,17-Mar-16,2016,1,WS,F,5,Baylor,B12,75,19.06,,Yale,U,-4,,
11,17-Mar-16,2016,1,WS,U,12,Yale,Ivy,79,14.33,,Yale,U,-4,,
12,17-Mar-16,2016,1,WS,F,4,Duke,ACC,93,21.87,,Duke,F,8,,
12,17-Mar-16,2016,1,WS,U,13,UNC Wilmington,CAA,85,9.21,,Duke,F,8,,
13,18-Mar-16,2016,1,WS,F,6,Texas,B12,72,16.19,,Northern Iowa,U,-3,,
13,18-Mar-16,2016,1,WS,U,11,Northern Iowa,MVC,75,11.13,,Northern Iowa,U,-3,,
14,18-Mar-16,2016,1,WS,F,3,Texas A&M,B12,92,21.26,,Texas A&M,F,27,,
14,18-Mar-16,2016,1,WS,U,14,Green Bay,Horz,65,3.74,,Texas A&M,F,27,,
15,18-Mar-16,2016,1,WS,F,10,VCU,CAA,75,17.07,,VCU,F,8,,
15,18-Mar-16,2016,1,WS,U,7,Oregon St.,P10,67,11.65,,VCU,F,8,,
16,18-Mar-16,2016,1,WS,F,2,Oklahoma,B12,82,23.78,,Oklahoma,F,14,,
16,18-Mar-16,2016,1,WS,U,15,Cal St. Bakersfield,ind,68,6.26,,Oklahoma,F,14,,
17,17-Mar-16,2016,1,EN,F,1,North Carolina,ACC,83,29.82,,North Carolina,F,16,,
17,17-Mar-16,2016,1,EN,U,16,Florida Gulf Coast,ASun,67,-0.08,,North Carolina,F,16,,
18,17-Mar-16,2016,1,EN,F,9,Providence,BE,70,14.49,,Providence,F,1,,
18,17-Mar-16,2016,1,EN,U,8,USC,P10,69,14.25,,Providence,F,1,,
19,17-Mar-16,2016,1,EN,F,5,Indiana,B10,99,23.05,,Indiana,F,25,,
19,17-Mar-16,2016,1,EN,U,12,Chattanooga,SC,74,6.5,,Indiana,F,25,,
20,17-Mar-16,2016,1,EN,F,4,Kentucky,SEC,85,25.14,,Kentucky,F,28,,
20,17-Mar-16,2016,1,EN,U,13,Stony Brook,AE,57,8.13,,Kentucky,F,28,,
21,18-Mar-16,2016,1,EN,F,6,Notre Dame,BE,70,16.6,,Notre Dame,F,7,,
21,18-Mar-16,2016,1,EN,U,11,Michigan,B10,63,14.15,,Notre Dame,F,7,,
22,18-Mar-16,2016,1,EN,F,3,West Virginia,BE,56,24.45,,Stephen F. Austin,U,-14,,
22,18-Mar-16,2016,1,EN,U,14,Stephen F. Austin,Slnd,70,15.62,,Stephen F. Austin,U,-14,,
23,18-Mar-16,2016,1,EN,F,10,Pittsburgh,BE,43,16.6,,Wisconsin,U,-4,,
23,18-Mar-16,2016,1,EN,U,7,Wisconsin,B10,47,16.55,,Wisconsin,U,-4,,
24,18-Mar-16,2016,1,EN,F,2,Xavier,A10,71,22.52,,Xavier,F,18,,
24,18-Mar-16,2016,1,EN,U,15,Weber St.,BSky,53,2.45,,Xavier,F,18,,
25,17-Mar-16,2016,1,ES,F,1,Virginia,ACC,81,29.64,,Virginia,F,36,,
25,17-Mar-16,2016,1,ES,U,16,Hampton,MEAC,45,-7.4,,Virginia,F,36,,
26,17-Mar-16,2016,1,ES,F,9,Butler,Horz,71,17.27,,Butler,F,10,,
26,17-Mar-16,2016,1,ES,U,8,Texas Tech,B12,61,13.78,,Butler,F,10,,
27,17-Mar-16,2016,1,ES,F,5,Purdue,B10,83,23.85,2 OT,Arkansas Little Rock,U,-2,,
27,17-Mar-16,2016,1,ES,U,12,Arkansas Little Rock,SB,85,13.24,2 OT,Arkansas Little Rock,U,-2,,
28,17-Mar-16,2016,1,ES,F,4,Iowa St.,B12,94,20.95,,Iowa St.,F,13,,
28,17-Mar-16,2016,1,ES,U,13,Iona,MAAC,81,7.13,,Iowa St.,F,13,,
29,17-Mar-16,2016,1,ES,F,11,Gonzaga,WCC,68,20.82,,Gonzaga,F,16,,
29,17-Mar-16,2016,1,ES,U,6,Seton Hall,BE,52,18.27,,Gonzaga,F,16,,
30,17-Mar-16,2016,1,ES,F,3,Utah,MWC,80,16.79,,Utah,F,11,,
30,17-Mar-16,2016,1,ES,U,14,Fresno St.,WAC,69,6.63,,Utah,F,11,,
31,18-Mar-16,2016,1,ES,F,10,Syracuse,BE,70,18.57,,Syracuse,F,19,,
31,18-Mar-16,2016,1,ES,U,7,Dayton,A10,51,12.63,,Syracuse,F,19,,
32,18-Mar-16,2016,1,ES,F,2,Michigan St.,B10,81,27.97,,Middle Tennessee,U,-9,,
32,18-Mar-16,2016,1,ES,U,15,Middle Tennessee,SB,90,4.76,,Middle Tennessee,U,-9,,
33,19-Mar-16,2016,2,WN,F,1,Kansas,B12,73,29.67,,Kansas,F,12,,
33,19-Mar-16,2016,2,WN,U,9,Connecticut,BE,61,18.71,,Kansas,F,12,,
34,20-Mar-16,2016,2,WN,F,5,Maryland,ACC,73,20.25,,Maryland,F,13,,
34,20-Mar-16,2016,2,WN,U,13,Hawaii,WAC,60,12.16,,Maryland,F,13,,
35,19-Mar-16,2016,2,WN,F,11,Wichita St.,MVC,57,22.53,,Miami FL,U,-8,,
35,19-Mar-16,2016,2,WN,U,3,Miami FL,BE,65,22.44,,Miami FL,U,-8,,
36,20-Mar-16,2016,2,WN,F,2,Villanova,BE,87,32.01,,Villanova,F,19,,
36,20-Mar-16,2016,2,WN,U,7,Iowa,B10,68,20.24,,Villanova,F,19,,
37,20-Mar-16,2016,2,WS,F,1,Oregon,P10,69,22.68,,Oregon,F,5,,
37,20-Mar-16,2016,2,WS,U,8,Saint Joseph's,A10,64,15.37,,Oregon,F,5,,
38,19-Mar-16,2016,2,WS,F,4,Duke,ACC,71,21.87,,Duke,F,7,,
38,19-Mar-16,2016,2,WS,U,12,Yale,Ivy,64,14.33,,Duke,F,7,,
39,20-Mar-16,2016,2,WS,F,3,Texas A&M,B12,92,21.26,2 OT,Texas A&M,F,4,,
39,20-Mar-16,2016,2,WS,U,11,Northern Iowa,MVC,88,11.13,2 OT,Texas A&M,F,4,,
40,20-Mar-16,2016,2,WS,F,2,Oklahoma,B12,85,23.78,,Oklahoma,F,4,,
40,20-Mar-16,2016,2,WS,U,10,VCU,CAA,81,17.07,,Oklahoma,F,4,,
41,19-Mar-16,2016,2,EN,F,1,North Carolina,ACC,85,29.82,,North Carolina,F,19,,
