GameN,Date,Year,Round,Region,Favored,Seed,Team,Conf,Score,AdjEM,Overtime,Winner,Result,Score.D,,
14,16-Mar-06,2006,1,WS,U,14,Xavier,A10,75,12.73,,Gonzaga,F,4,,
15,16-Mar-06,2006,1,WS,F,7,Marquette,CUSA,85,15.36,,Alabama,U,-5,,
15,16-Mar-06,2006,1,WS,U,10,Alabama,SEC,90,12.48,,Alabama,U,-5,,
16,16-Mar-06,2006,1,WS,F,2,UCLA,P10,78,23.4,,UCLA,F,34,,
16,16-Mar-06,2006,1,WS,U,15,Belmont,ASun,44,-0.73,,UCLA,F,34,,
17,17-Mar-06,2006,1,EN,F,1,Connecticut,BE,72,25.44,,Connecticut,F,13,,
17,17-Mar-06,2006,1,EN,U,16,Albany,AE,59,2.63,,Connecticut,F,13,,
18,17-Mar-06,2006,1,EN,F,8,Kentucky,SEC,69,17.13,,Kentucky,F,5,,
18,17-Mar-06,2006,1,EN,U,9,UAB,CUSA,64,12.65,,Kentucky,F,5,,
19,16-Mar-06,2006,1,EN,F,5,Washington,P10,75,20.09,,Washington,F,14,,
19,16-Mar-06,2006,1,EN,U,12,Utah St.,BW,61,10.86,,Washington,F,14,,
20,16-Mar-06,2006,1,EN,F,4,Illinois,B10,78,23.2,,Illinois,F,9,,
20,16-Mar-06,2006,1,EN,U,13,Air Force,MWC,69,14.87,,Illinois,F,9,,
21,17-Mar-06,2006,1,EN,F,11,George Mason,CAA,75,18.16,,George Mason,F,10,,
21,17-Mar-06,2006,1,EN,U,6,Michigan St.,B10,65,16.02,,George Mason,F,10,,
22,17-Mar-06,2006,1,EN,F,3,North Carolina,ACC,69,22.16,,North Carolina,F,4,,
22,17-Mar-06,2006,1,EN,U,14,Murray St.,OVC,65,8.56,,North Carolina,F,4,,
23,16-Mar-06,2006,1,EN,F,7,Wichita St.,MVC,86,16.06,,Wichita St.,F,20,,
23,16-Mar-06,2006,1,EN,U,10,Seton Hall,BE,66,9.06,,Wichita St.,F,20,,
24,16-Mar-06,2006,1,EN,F,2,Tennessee,SEC,63,19.44,,Tennessee,F,2,,
24,16-Mar-06,2006,1,EN,U,15,Winthrop,BSth,61,10.27,,Tennessee,F,2,,
25,17-Mar-06,2006,1,ES,F,1,Villanova,BE,58,24.59,,Villanova,F,13,,
25,17-Mar-06,2006,1,ES,U,16,Monmouth,NEC,45,-0.68,,Villanova,F,13,,
26,17-Mar-06,2006,1,ES,F,8,Arizona,P10,94,17.23,,Arizona,F,19,,
26,17-Mar-06,2006,1,ES,U,9,Wisconsin,B10,75,14.94,,Arizona,F,19,,
27,16-Mar-06,2006,1,ES,F,5,Nevada,WAC,79,15.22,,Montana,U,-8,,
27,16-Mar-06,2006,1,ES,U,12,Montana,BSky,87,8.95,,Montana,U,-8,,
28,16-Mar-06,2006,1,ES,F,4,Boston College,BE,88,18.65,2 OT,Boston College,F,12,,
28,16-Mar-06,2006,1,ES,U,13,Pacific,BW,76,10.87,2 OT,Boston College,F,12,,
29,16-Mar-06,2006,1,ES,F,6,Oklahoma,B12,74,13.99,,Milwaukee,U,-8,,
29,16-Mar-06,2006,1,ES,U,11,Milwaukee,Horz,82,11.86,,Milwaukee,U,-8,,
30,16-Mar-06,2006,1,ES,F,3,Florida,SEC,76,28.28,,Florida,F,26,,
30,16-Mar-06,2006,1,ES,U,14,South Alabama,SB,50,9.28,,Florida,F,26,,
31,17-Mar-06,2006,1,ES,F,7,Georgetown,BE,54,21.29,,Georgetown,F,5,,
31,17-Mar-06,2006,1,ES,U,10,Northern Iowa,MVC,49,15.84,,Georgetown,F,5,,
32,17-Mar-06,2006,1,ES,F,2,Ohio St.,B10,70,20.68,,Ohio St.,F,8,,
32,17-Mar-06,2006,1,ES,U,15,Davidson,SC,62,4.86,,Ohio St.,F,8,,
33,18-Mar-06,2006,2,WN,F,1,Duke,ACC,74,27.54,,Duke,F,13,,
33,18-Mar-06,2006,2,WN,U,8,George Washington,A10,61,14.67,,Duke,F,13,,
34,19-Mar-06,2006,2,WN,F,6,West Virginia,BE,67,19.49,,West Virginia,F,13,,
34,19-Mar-06,2006,2,WN,U,14,Northwestern St.,Slnd,54,7.51,,West Virginia,F,13,,
35,18-Mar-06,2006,2,WN,F,4,LSU,SEC,58,22,,LSU,F,1,,
35,18-Mar-06,2006,2,WN,U,12,Texas A&M,B12,57,15.9,,LSU,F,1,,
36,19-Mar-06,2006,2,WN,F,2,Texas,B12,75,25.79,,Texas,F,21,,
36,19-Mar-06,2006,2,WN,U,10,North Carolina St.,ACC,54,15.92,,Texas,F,21,,
37,19-Mar-06,2006,2,WS,F,1,Memphis,CUSA,72,23.54,,Memphis,F,16,,
37,19-Mar-06,2006,2,WS,U,9,Bucknell,Pat,56,12.56,,Memphis,F,16,,
38,19-Mar-06,2006,2,WS,F,5,Pittsburgh,BE,66,21.72,,Bradley,U,-6,,
38,19-Mar-06,2006,2,WS,U,13,Bradley,MVC,72,16.5,,Bradley,U,-6,,
39,18-Mar-06,2006,2,WS,F,3,Gonzaga,WCC,90,15.64,,Gonzaga,F,10,,
39,18-Mar-06,2006,2,WS,U,6,Indiana,B10,80,15.53,,Gonzaga,F,10,,
40,18-Mar-06,2006,2,WS,F,2,UCLA,P10,62,23.4,,UCLA,F,3,,
40,18-Mar-06,2006,2,WS,U,10,Alabama,SEC,59,12.48,,UCLA,F,3,,
41,19-Mar-06,2006,2,EN,F,1,Connecticut,BE,87,25.44,,Connecticut,F,4,,
41,19-Mar-06,2006,2,EN,U,8,Kentucky,SEC,83,17.13,,Connecticut,F,4,,
42,18-Mar-06,2006,2,EN,F,4,Illinois,B10,64,23.2,,Washington,U,-3,,
42,18-Mar-06,2006,2,EN,U,5,Washington,P10,67,20.09,,Washington,U,-3,,
43,19-Mar-06,2006,2,EN,F,3,North Carolina,ACC,60,22.16,,George Mason,U,-5,,
43,19-Mar-06,2006,2,EN,U,11,George Mason,CAA,65,18.16,,George Mason,U,-5,,
44,18-Mar-06,2006,2,EN,F,2,Tennessee,SEC,73,19.44,,Wichita St.,U,-7,,
44,18-Mar-06,2006,2,EN,U,7,Wichita St.,MVC,80,16.06,,Wichita St.,U,-7,,
45,19-Mar-06,2006,2,ES,F,1,Villanova,BE,82,24.59,,Villanova,F,4,,
45,19-Mar-06,2006,2,ES,U,8,Arizona,P10,78,17.23,,Villanova,F,4,,
46,18-Mar-06,2006,2,ES,F,4,Boston College,BE,69,18.65,,Boston College,F,13,,
46,18-Mar-06,2006,2,ES,U,12,Montana,BSky,56,8.95,,Boston College,F,13,,
47,18-Mar-06,2006,2,ES,F,3,Florida,SEC,82,28.28,,Florida,F,22,,
47,18-Mar-06,2006,2,ES,U,11,Milwaukee,Horz,60,11.86,,Florida,F,22,,
48,19-Mar-06,2006,2,ES,F,7,Georgetown,BE,70,21.29,,Georgetown,F,18,,
48,19-Mar-06,2006,2,ES,U,2,Ohio St.,B10,52,20.68,,Georgetown,F,18,,
49,23-Mar-06,2006,3,WN,F,1,Duke,ACC,54,27.54,,LSU,U,-8,,
49,23-Mar-06,2006,3,WN,U,4,LSU,SEC,62,22,,LSU,U,-8,,
50,23-Mar-06,2006,3,WN,F,2,Texas,B12,74,25.79,,Texas,F,3,,
50,23-Mar-06,2006,3,WN,U,6,West Virginia,BE,71,19.49,,Texas,F,3,,
51,23-Mar-06,2006,3,WS,F,1,Memphis,CUSA,80,23.54,,Memphis,F,16,,
51,23-Mar-06,2006,3,WS,U,13,Bradley,MVC,64,16.5,,Memphis,F,16,,
52,23-Mar-06,2006,3,WS,F,2,UCLA,P10,73,23.4,,UCLA,F,2,,
52,23-Mar-06,2006,3,WS,U,3,Gonzaga,WCC,71,15.64,,UCLA,F,2,,
53,24-Mar-06,2006,3,EN,F,1,Connecticut,BE,98,25.44,1 OT,Connecticut,F,6,,
53,24-Mar-06,2006,3,EN,U,5,Washington,P10,92,20.09,1 OT,Connecticut,F,6,,
54,24-Mar-06,2006,3,EN,F,11,George Mason,CAA,63,18.16,,George Mason,F,8,,
54,24-Mar-06,2006,3,EN,U,7,Wichita St.,MVC,55,16.06,,George Mason,F,8,,
55,24-Mar-06,2006,3,ES,F,1,Villanova,BE,60,24.59,1 OT,Villanova,F,1,,
55,24-Mar-06,2006,3,ES,U,4,Boston College,BE,59,18.65,1 OT,Villanova,F,1,,
56,24-Mar-06,2006,3,ES,F,3,Florida,SEC,57,28.28,,Florida,F,4,,
56,24-Mar-06,2006,3,ES,U,7,Georgetown,BE,53,21.29,,Florida,F,4,,
57,25-Mar-06,2006,4,WN,F,2,Texas,B12,60,25.79,1 OT,LSU,U,-10,,
57,25-Mar-06,2006,4,WN,U,4,LSU,SEC,70,22,1 OT,LSU,U,-10,,
58,25-Mar-06,2006,4,WS,F,1,Memphis,CUSA,45,23.54,,UCLA,U,-5,,
58,25-Mar-06,2006,4,WS,U,2,UCLA,P10,50,23.4,,UCLA,U,-5,,
59,26-Mar-06,2006,4,EN,F,1,Connecticut,BE,84,25.44,1 OT,George Mason,U,-2,,
59,26-Mar-06,2006,4,EN,U,11,George Mason,CAA,86,18.16,1 OT,George Mason,U,-2,,
60,26-Mar-06,2006,4,ES,F,3,Florida,SEC,75,28.28,,Florida,F,13,,
60,26-Mar-06,2006,4,ES,U,1,Villanova,BE,62,24.59,,Florida,F,13,,
61,1-Apr-06,2006,5,W4,F,2,UCLA,P10,59,23.4,,UCLA,F,14,,
61,1-Apr-06,2006,5,W4,U,4,LSU,SEC,45,22,,UCLA,F,14,,
62,1-Apr-06,2006,5,E4,F,3,Florida,SEC,73,28.28,,Florida,F,15,,
62,1-Apr-06,2006,5,E4,U,11,George Mason,CAA,58,18.16,,Florida,F,15,,
63,3-Apr-06,2006,6,Championship,F,3,Florida,SEC,73,28.28,,Florida,F,16,,
63,3-Apr-06,2006,6,Championship,U,2,UCLA,P10,57,23.4,,Florida,F,16,,
-1,13-Mar-07,2007,PI,WN,F,16,Niagara,MAAC,77,-2.76,,Niagara,F,8,,
-1,13-Mar-07,2007,PI,WN,U,16,Florida A&M,MEAC,69,-9.57,,Niagara,F,8,,
1,16-Mar-07,2007,1,WN,F,1,Florida,SEC,112,30.81,,Florida,F,43,,
1,16-Mar-07,2007,1,WN,U,16,Jackson St.,SWAC,69,-9.48,,Florida,F,43,,
2,16-Mar-07,2007,1,WN,F,8,Arizona,P10,63,19.43,,Purdue,U,-9,,
2,16-Mar-07,2007,1,WN,U,9,Purdue,B10,72,18.31,,Purdue,U,-9,,
3,15-Mar-07,2007,1,WN,F,5,Butler,Horz,57,21.45,,Butler,F,11,,
3,15-Mar-07,2007,1,WN,U,12,Old Dominion,CAA,46,12.7,,Butler,F,11,,
4,15-Mar-07,2007,1,WN,F,4,Maryland,ACC,82,22.42,,Maryland,F,12,,
4,15-Mar-07,2007,1,WN,U,13,Davidson,SC,70,13.32,,Maryland,F,12,,
5,16-Mar-07,2007,1,WN,F,6,Notre Dame,BE,64,20.02,,Winthrop,U,-10,,
5,16-Mar-07,2007,1,WN,U,11,Winthrop,BSth,74,14.81,,Winthrop,U,-10,,
6,16-Mar-07,2007,1,WN,F,3,Oregon,P10,58,20.76,,Oregon,F,2,,
6,16-Mar-07,2007,1,WN,U,14,Miami OH,MAC,56,8.38,,Oregon,F,2,,
7,16-Mar-07,2007,1,WN,F,10,Georgia Tech,ACC,63,19.61,,UNLV,U,-4,,
7,16-Mar-07,2007,1,WN,U,7,UNLV,MWC,67,16.83,,UNLV,U,-4,,
8,16-Mar-07,2007,1,WN,F,2,Wisconsin,B10,76,25.45,,Wisconsin,F,13,,
8,16-Mar-07,2007,1,WN,U,15,Texas A&M Corpus Chris,ind,63,7.76,,Wisconsin,F,13,,
9,16-Mar-07,2007,1,WS,F,1,Kansas,B12,107,27.81,,Kansas,F,40,,
9,16-Mar-07,2007,1,WS,U,16,Niagara,MAAC,67,-2.76,,Kansas,F,40,,
10,16-Mar-07,2007,1,WS,F,8,Kentucky,SEC,67,21.73,,Kentucky,F,9,,
10,16-Mar-07,2007,1,WS,U,9,Villanova,BE,58,20.11,,Kentucky,F,9,,
11,16-Mar-07,2007,1,WS,F,12,Illinois,B10,52,17.5,,Virginia Tech,U,-2,,
11,16-Mar-07,2007,1,WS,U,5,Virginia Tech,BE,54,17.38,,Virginia Tech,U,-2,,
12,16-Mar-07,2007,1,WS,F,4,Southern Illinois,MVC,61,21.03,,Southern Illinois,F,10,,
12,16-Mar-07,2007,1,WS,U,13,Holy Cross,Pat,51,7.4,,Southern Illinois,F,10,,
13,15-Mar-07,2007,1,WS,F,6,Duke,ACC,77,23.3,,VCU,U,-2,,
13,15-Mar-07,2007,1,WS,U,11,VCU,CAA,79,14.55,,VCU,U,-2,,
14,15-Mar-07,2007,1,WS,F,3,Pittsburgh,BE,79,22.9,,Pittsburgh,F,21,,
14,15-Mar-07,2007,1,WS,U,14,Wright St.,Horz,58,6.66,,Pittsburgh,F,21,,
15,15-Mar-07,2007,1,WS,F,7,Indiana,B10,70,21.58,,Indiana,F,13,,
15,15-Mar-07,2007,1,WS,U,10,Gonzaga,WCC,57,15.31,,Indiana,F,13,,
16,15-Mar-07,2007,1,WS,F,2,UCLA,P10,70,27.15,,UCLA,F,28,,
16,15-Mar-07,2007,1,WS,U,15,Weber St.,BSky,42,-2.71,,UCLA,F,28,,
17,15-Mar-07,2007,1,EN,F,1,North Carolina,ACC,86,31.37,,North Carolina,F,21,,
17,15-Mar-07,2007,1,EN,U,16,Eastern Kentucky,OVC,65,-2.58,,North Carolina,F,21,,
18,15-Mar-07,2007,1,EN,F,9,Michigan St.,B10,61,20.97,,Michigan St.,F,12,,
18,15-Mar-07,2007,1,EN,U,8,Marquette,CUSA,49,17.18,,Michigan St.,F,12,,
19,16-Mar-07,2007,1,EN,F,5,USC,P10,77,16.86,,USC,F,17,,
19,16-Mar-07,2007,1,EN,U,12,Arkansas,SEC,60,16.62,,USC,F,17,,
20,16-Mar-07,2007,1,EN,F,4,Texas,B12,79,19.24,,Texas,F,12,,
20,16-Mar-07,2007,1,EN,U,13,New Mexico St.,SB,67,7.27,,Texas,F,12,,
21,15-Mar-07,2007,1,EN,F,6,Vanderbilt,SEC,77,16.23,,Vanderbilt,F,33,,
21,15-Mar-07,2007,1,EN,U,11,George Washington,A10,44,7.28,,Vanderbilt,F,33,,
22,15-Mar-07,2007,1,EN,F,3,Washington St.,P10,70,18.87,,Washington St.,F,16,,
22,15-Mar-07,2007,1,EN,U,14,Oral Roberts,MCon,54,8.36,,Washington St.,F,16,,
23,15-Mar-07,2007,1,EN,F,7,Boston College,BE,84,16.18,,Boston College,F,9,,
23,15-Mar-07,2007,1,EN,U,10,Texas Tech,B12,75,10.98,,Boston College,F,9,,
24,15-Mar-07,2007,1,EN,F,2,Georgetown,BE,80,28.48,,Georgetown,F,25,,
24,15-Mar-07,2007,1,EN,U,15,Belmont,ASun,55,4.38,,Georgetown,F,25,,
25,15-Mar-07,2007,1,ES,F,1,Ohio St.,B10,78,29.33,,Ohio St.,F,21,,
25,15-Mar-07,2007,1,ES,U,16,Central Connecticut,NEC,57,-2.24,,Ohio St.,F,21,,
26,15-Mar-07,2007,1,ES,F,9,Xavier,A10,79,18.13,,Xavier,F,2,,
26,15-Mar-07,2007,1,ES,U,8,BYU,MWC,77,16.11,,Xavier,F,2,,
27,16-Mar-07,2007,1,ES,F,5,Tennessee,SEC,121,18.29,,Tennessee,F,35,,
27,16-Mar-07,2007,1,ES,U,12,Long Beach St.,BW,86,5.44,,Tennessee,F,35,,
28,16-Mar-07,2007,1,ES,F,4,Virginia,ACC,84,15.43,,Virginia,F,27,,
28,16-Mar-07,2007,1,ES,U,13,Albany,AE,57,2.25,,Virginia,F,27,,
29,15-Mar-07,2007,1,ES,F,6,Louisville,CUSA,78,20.35,,Louisville,F,20,,
29,15-Mar-07,2007,1,ES,U,11,Stanford,P10,58,12.37,,Louisville,F,20,,
30,15-Mar-07,2007,1,ES,F,3,Texas A&M,B12,68,26.97,,Texas A&M,F,16,,
30,15-Mar-07,2007,1,ES,U,14,Penn,Ivy,52,7.69,,Texas A&M,F,16,,
31,16-Mar-07,2007,1,ES,F,10,Creighton,MVC,71,18.53,1 OT,Nevada,U,-6,,
31,16-Mar-07,2007,1,ES,U,7,Nevada,WAC,77,16.09,1 OT,Nevada,U,-6,,
32,16-Mar-07,2007,1,ES,F,2,Memphis,CUSA,73,24.81,,Memphis,F,15,,
32,16-Mar-07,2007,1,ES,U,15,North Texas,SB,58,-0.98,,Memphis,F,15,,
33,18-Mar-07,2007,2,WN,F,1,Florida,SEC,74,30.81,,Florida,F,7,,
33,18-Mar-07,2007,2,WN,U,9,Purdue,B10,67,18.31,,Florida,F,7,,
34,17-Mar-07,2007,2,WN,F,4,Maryland,ACC,59,22.42,,Butler,U,-3,,
34,17-Mar-07,2007,2,WN,U,5,Butler,Horz,62,21.45,,Butler,U,-3,,
35,18-Mar-07,2007,2,WN,F,3,Oregon,P10,75,20.76,,Oregon,F,14,,
35,18-Mar-07,2007,2,WN,U,11,Winthrop,BSth,61,14.81,,Oregon,F,14,,
36,18-Mar-07,2007,2,WN,F,2,Wisconsin,B10,68,25.45,,UNLV,U,-6,,
36,18-Mar-07,2007,2,WN,U,7,UNLV,MWC,74,16.83,,UNLV,U,-6,,
37,18-Mar-07,2007,2,WS,F,1,Kansas,B12,88,27.81,,Kansas,F,12,,
37,18-Mar-07,2007,2,WS,U,8,Kentucky,SEC,76,21.73,,Kansas,F,12,,
38,18-Mar-07,2007,2,WS,F,4,Southern Illinois,MVC,63,21.03,,Southern Illinois,F,15,,
38,18-Mar-07,2007,2,WS,U,5,Virginia Tech,BE,48,17.38,,Southern Illinois,F,15,,
39,17-Mar-07,2007,2,WS,F,3,Pittsburgh,BE,84,22.9,1 OT,Pittsburgh,F,5,,
39,17-Mar-07,2007,2,WS,U,11,VCU,CAA,79,14.55,1 OT,Pittsburgh,F,5,,
40,17-Mar-07,2007,2,WS,F,2,UCLA,P10,54,27.15,,UCLA,F,5,,
40,17-Mar-07,2007,2,WS,U,7,Indiana,B10,49,21.58,,UCLA,F,5,,
41,17-Mar-07,2007,2,EN,F,1,North Carolina,ACC,81,31.37,,North Carolina,F,14,,
41,17-Mar-07,2007,2,EN,U,9,Michigan St.,B10,67,20.97,,North Carolina,F,14,,
42,18-Mar-07,2007,2,EN,F,4,Texas,B12,68,19.24,,USC,U,-19,,
42,18-Mar-07,2007,2,EN,U,5,USC,P10,87,16.86,,USC,U,-19,,
43,17-Mar-07,2007,2,EN,F,3,Washington St.,P10,74,18.87,2 OT,Vanderbilt,U,-4,,
43,17-Mar-07,2007,2,EN,U,6,Vanderbilt,SEC,78,16.23,2 OT,Vanderbilt,U,-4,,
44,17-Mar-07,2007,2,EN,F,2,Georgetown,BE,62,28.48,,Georgetown,F,7,,
44,17-Mar-07,2007,2,EN,U,7,Boston College,BE,55,16.18,,Georgetown,F,7,,
45,17-Mar-07,2007,2,ES,F,1,Ohio St.,B10,78,29.33,1 OT,Ohio St.,F,7,,
45,17-Mar-07,2007,2,ES,U,9,Xavier,A10,71,18.13,1 OT,Ohio St.,F,7,,
46,18-Mar-07,2007,2,ES,F,5,Tennessee,SEC,77,18.29,,Tennessee,F,3,,
46,18-Mar-07,2007,2,ES,U,4,Virginia,ACC,74,15.43,,Tennessee,F,3,,
47,17-Mar-07,2007,2,ES,F,3,Texas A&M,B12,72,26.97,,Texas A&M,F,3,,
47,17-Mar-07,2007,2,ES,U,6,Louisville,CUSA,69,20.35,,Texas A&M,F,3,,
48,18-Mar-07,2007,2,ES,F,2,Memphis,CUSA,78,24.81,,Memphis,F,16,,
48,18-Mar-07,2007,2,ES,U,7,Nevada,WAC,62,16.09,,Memphis,F,16,,
49,23-Mar-07,2007,3,WN,F,1,Florida,SEC,65,30.81,,Florida,F,8,,
49,23-Mar-07,2007,3,WN,U,5,Butler,Horz,57,21.45,,Florida,F,8,,
50,23-Mar-07,2007,3,WN,F,3,Oregon,P10,76,20.76,,Oregon,F,4,,
50,23-Mar-07,2007,3,WN,U,7,UNLV,MWC,72,16.83,,Oregon,F,4,,
51,22-Mar-07,2007,3,WS,F,1,Kansas,B12,61,27.81,,Kansas,F,3,,
51,22-Mar-07,2007,3,WS,U,4,Southern Illinois,MVC,58,21.03,,Kansas,F,3,,
52,22-Mar-07,2007,3,WS,F,2,UCLA,P10,64,27.15,,UCLA,F,9,,
52,22-Mar-07,2007,3,WS,U,3,Pittsburgh,BE,55,22.9,,UCLA,F,9,,
53,23-Mar-07,2007,3,EN,F,1,North Carolina,ACC,74,31.37,,North Carolina,F,10,,
53,23-Mar-07,2007,3,EN,U,5,USC,P10,64,16.86,,North Carolina,F,10,,
54,23-Mar-07,2007,3,EN,F,2,Georgetown,BE,66,28.48,,Georgetown,F,1,,
54,23-Mar-07,2007,3,EN,U,6,Vanderbilt,SEC,65,16.23,,Georgetown,F,1,,
55,22-Mar-07,2007,3,ES,F,1,Ohio St.,B10,85,29.33,,Ohio St.,F,1,,
55,22-Mar-07,2007,3,ES,U,5,Tennessee,SEC,84,18.29,,Ohio St.,F,1,,
56,22-Mar-07,2007,3,ES,F,3,Texas A&M,B12,64,26.97,,Memphis,U,-1,,
56,22-Mar-07,2007,3,ES,U,2,Memphis,CUSA,65,24.81,,Memphis,U,-1,,
57,25-Mar-07,2007,4,WN,F,1,Florida,SEC,85,30.81,,Florida,F,8,,
57,25-Mar-07,2007,4,WN,U,3,Oregon,P10,77,20.76,,Florida,F,8,,
58,24-Mar-07,2007,4,WS,F,1,Kansas,B12,55,27.81,,UCLA,U,-13,,
58,24-Mar-07,2007,4,WS,U,2,UCLA,P10,68,27.15,,UCLA,U,-13,,
59,25-Mar-07,2007,4,EN,F,1,North Carolina,ACC,84,31.37,1 OT,Georgetown,U,-12,,
59,25-Mar-07,2007,4,EN,U,2,Georgetown,BE,96,28.48,1 OT,Georgetown,U,-12,,
60,24-Mar-07,2007,4,ES,F,1,Ohio St.,B10,92,29.33,,Ohio St.,F,16,,
60,24-Mar-07,2007,4,ES,U,2,Memphis,CUSA,76,24.81,,Ohio St.,F,16,,
61,31-Mar-07,2007,5,W4,F,1,Florida,SEC,76,30.81,,Florida,F,10,,
61,31-Mar-07,2007,5,W4,U,2,UCLA,P10,66,27.15,,Florida,F,10,,
62,31-Mar-07,2007,5,E4,F,1,Ohio St.,B10,67,29.33,,Ohio St.,F,7,,
62,31-Mar-07,2007,5,E4,U,2,Georgetown,BE,60,28.48,,Ohio St.,F,7,,
63,2-Apr-07,2007,6,Championship,F,1,Florida,SEC,84,30.81,,Florida,F,9,,
63,2-Apr-07,2007,6,Championship,U,1,Ohio St.,B10,75,29.33,,Florida,F,9,,
-1,18-Mar-08,2008,PI,EN,F,16,Mount St. Mary's,NEC,69,-1.32,,Mount St. Mary's,F,9,,
-1,18-Mar-08,2008,PI,EN,U,16,Coppin St.,MEAC,60,-14.41,,Mount St. Mary's,F,9,,
1,21-Mar-08,2008,1,WN,F,1,North Carolina,ACC,113,30.22,,North Carolina,F,39,,
1,21-Mar-08,2008,1,WN,U,16,Mount St. Mary's,NEC,74,-1.32,,North Carolina,F,39,,
2,21-Mar-08,2008,1,WN,F,8,Indiana,B10,72,18.43,,Arkansas,U,-14,,
2,21-Mar-08,2008,1,WN,U,9,Arkansas,SEC,86,15.19,,Arkansas,U,-14,,
3,20-Mar-08,2008,1,WN,F,5,Notre Dame,BE,68,19.07,,Notre Dame,F,18,,
3,20-Mar-08,2008,1,WN,U,12,George Mason,CAA,50,9.68,,Notre Dame,F,18,,
4,20-Mar-08,2008,1,WN,F,4,Washington St.,P10,71,24.32,,Washington St.,F,31,,
4,20-Mar-08,2008,1,WN,U,13,Winthrop,BSth,40,6.38,,Washington St.,F,31,,
5,21-Mar-08,2008,1,WN,F,6,Oklahoma,B12,72,14.47,,Oklahoma,F,8,,
5,21-Mar-08,2008,1,WN,U,11,Saint Joseph's,A10,64,14.32,,Oklahoma,F,8,,
6,21-Mar-08,2008,1,WN,F,3,Louisville,CUSA,79,25.41,,Louisville,F,18,,
6,21-Mar-08,2008,1,WN,U,14,Boise St.,WAC,61,3.89,,Louisville,F,18,,
7,21-Mar-08,2008,1,WN,F,7,Butler,Horz,81,19.97,,Butler,F,20,,
7,21-Mar-08,2008,1,WN,U,10,South Alabama,SB,61,11.8,,Butler,F,20,,
8,21-Mar-08,2008,1,WN,F,2,Tennessee,SEC,72,22.17,,Tennessee,F,15,,
8,21-Mar-08,2008,1,WN,U,15,American,Pat,57,1.67,,Tennessee,F,15,,
9,20-Mar-08,2008,1,WS,F,1,Kansas,B12,85,35.21,,Kansas,F,24,,
9,20-Mar-08,2008,1,WS,U,16,Portland St.,BSky,61,5.4,,Kansas,F,24,,
10,20-Mar-08,2008,1,WS,F,8,UNLV,MWC,71,13.71,,UNLV,F,13,,
10,20-Mar-08,2008,1,WS,U,9,Kent St.,MAC,58,13.04,,UNLV,F,13,,
11,21-Mar-08,2008,1,WS,F,5,Clemson,ACC,69,22.03,,Villanova,U,-6,,
11,21-Mar-08,2008,1,WS,U,12,Villanova,BE,75,14.21,,Villanova,U,-6,,
12,21-Mar-08,2008,1,WS,F,4,Vanderbilt,SEC,62,12.65,,Siena,U,-21,,
12,21-Mar-08,2008,1,WS,U,13,Siena,MAAC,83,7.99,,Siena,U,-21,,
13,20-Mar-08,2008,1,WS,F,11,Kansas St.,B12,80,18.9,,Kansas St.,F,13,,
13,20-Mar-08,2008,1,WS,U,6,USC,P10,67,18.67,,Kansas St.,F,13,,
14,20-Mar-08,2008,1,WS,F,3,Wisconsin,B10,71,26.68,,Wisconsin,F,15,,
14,20-Mar-08,2008,1,WS,U,14,Cal St. Fullerton,BW,56,8.47,,Wisconsin,F,15,,
15,21-Mar-08,2008,1,WS,F,10,Davidson,SC,82,23.61,,Davidson,F,6,,
15,21-Mar-08,2008,1,WS,U,7,Gonzaga,WCC,76,19.05,,Davidson,F,6,,
16,21-Mar-08,2008,1,WS,F,2,Georgetown,BE,66,25.56,,Georgetown,F,19,,
16,21-Mar-08,2008,1,WS,U,15,UMBC,NEC,47,3.86,,Georgetown,F,19,,
17,21-Mar-08,2008,1,EN,F,1,Memphis,CUSA,87,31.51,,Memphis,F,24,,
17,21-Mar-08,2008,1,EN,U,16,UT Arlington,Slnd,63,-2.31,,Memphis,F,24,,
18,21-Mar-08,2008,1,EN,F,8,Mississippi St.,SEC,76,16.77,,Mississippi St.,F,7,,
18,21-Mar-08,2008,1,EN,U,9,Oregon,P10,69,15.66,,Mississippi St.,F,7,,
19,20-Mar-08,2008,1,EN,F,5,Michigan St.,B10,72,21.15,,Michigan St.,F,11,,
19,20-Mar-08,2008,1,EN,U,12,Temple,A10,61,12.37,,Michigan St.,F,11,,
20,20-Mar-08,2008,1,EN,F,4,Pittsburgh,BE,82,19.91,,Pittsburgh,F,19,,
20,20-Mar-08,2008,1,EN,U,13,Oral Roberts,MCon,63,10.27,,Pittsburgh,F,19,,
21,20-Mar-08,2008,1,EN,F,6,Marquette,CUSA,74,22.16,,Marquette,F,8,,
21,20-Mar-08,2008,1,EN,U,11,Kentucky,SEC,66,10.01,,Marquette,F,8,,
22,20-Mar-08,2008,1,EN,F,3,Stanford,P10,77,22.75,,Stanford,F,24,,
22,20-Mar-08,2008,1,EN,U,14,Cornell,Ivy,53,4.41,,Stanford,F,24,,
23,21-Mar-08,2008,1,EN,F,7,Miami FL,BE,78,15.38,,Miami FL,F,14,,
23,21-Mar-08,2008,1,EN,U,10,Saint Mary's,WCC,64,14.66,,Miami FL,F,14,,
24,21-Mar-08,2008,1,EN,F,2,Texas,B12,74,25.09,,Texas,F,20,,
