ID,Date,Year,season,Round,Region,F.Rate,F.Rank,F.Seed,F.Team,F.Score,U.Rate,U.Rank,U.Seed,U.Team,U.Score,Overtime,MV,SeD,Upset
1107,24-Mar-18,2018,2017-18,4,West,24.2,7,3,Michigan,58,17.77,27,9,Florida St.,54,,4,6,
1108,25-Mar-18,2018,2017-18,4,East,33.76,1,1,Villanova,71,22.59,11,3,Texas Tech,59,,12,2,
1109,25-Mar-18,2018,2017-18,4,Midwest,28.86,3,2,Duke,81,23.49,9,1,Kansas,85,1 OT,4,1,
1110,31-Mar-18,2018,2017-18,5,Final Four,24.2,7,3,Michigan,69,16.39,31,11,Loyola Chicago,57,,12,8,
1111,31-Mar-18,2018,2017-18,5,Final Four,33.76,1,1,Villanova,95,23.49,9,1,Kansas,79,,16,0,
1112,2-Apr-18,2018,2017-18,6,Championship,33.76,1,1,Villanova,79,24.2,7,3,Michigan,62,,17,2,
1113,19-Mar-19,2019,2018-19,PI,West,-4.25,208,16,Fairleigh Dickinson,82,-4.3,209,16,Prairie View A&M,76,,6,0,
1114,19-Mar-19,2019,2018-19,PI,East,13.07,54,11,Belmont,81,9.43,76,11,Temple,70,,11,0,
1115,20-Mar-19,2019,2018-19,PI,West,11.2,61,11,Arizona St.,74,8.74,79,11,St. John's,65,,9,0,
1116,20-Mar-19,2019,2018-19,PI,West,-4.25,208,16,Fairleigh Dickinson,82,-4.3,209,16,Prairie View A&M,76,,6,0,
1117,21-Mar-19,2019,2018-19,1,East,21.01,17,7,Louisville,76,14.47,47,10,Minnesota,86,,10,-3,10 over 7
1118,21-Mar-19,2019,2018-19,1,East,21,18,3,LSU,79,8.59,82,14,Yale,74,,5,11,
1119,21-Mar-19,2019,2018-19,1,Midwest,22.11,15,6,Auburn,78,13.6,49,12,New Mexico St.,77,,1,6,
1120,21-Mar-19,2019,2018-19,1,West,22.56,14,4,Florida St.,76,8.72,80,13,Vermont,69,,7,9,
1121,21-Mar-19,2019,2018-19,1,East,31.11,4,2,Michigan St.,76,-0.36,166,15,Bradley,65,,11,13,
1122,21-Mar-19,2019,2018-19,1,East,19.98,24,6,Maryland,79,13.07,54,11,Belmont,77,,2,5,
1123,21-Mar-19,2019,2018-19,1,Midwest,20.75,19,4,Kansas,87,8.74,78,13,Northeastern,53,,34,9,
1124,21-Mar-19,2019,2018-19,1,West,18.41,27,5,Marquette,64,13.29,52,12,Murray St.,83,,19,-7,12 over 5
1125,21-Mar-19,2019,2018-19,1,South,18.77,26,6,Villanova,61,17.73,31,11,Saint Mary's,57,,4,5,
1126,21-Mar-19,2019,2018-19,1,West,18.93,25,7,Nevada,61,18.32,28,10,Florida,70,,9,-3,10 over 7
1127,21-Mar-19,2019,2018-19,1,Midwest,27.48,8,2,Kentucky,79,2.1,145,15,Abilene Christian,44,,35,13,
1128,21-Mar-19,2019,2018-19,1,West,32.86,2,1,Gonzaga,87,-4.25,208,16,Fairleigh Dickinson,49,,38,15,
1129,21-Mar-19,2019,2018-19,1,Midwest,20.72,20,1,Wofford,84,12.9,55,10,Seton Hall,68,,16,9,
1130,21-Mar-19,2019,2018-19,1,South,26.04,10,3,Purdue,61,5.57,111,14,Old Dominion,48,,13,11,
1131,21-Mar-19,2019,2018-19,1,West,29.67,5,2,Michigan,74,3.54,137,15,Montana,55,,19,13,
1132,21-Mar-19,2019,2018-19,1,West,16.3,34,8,Syracuse,69,15.3,41,9,Baylor,78,,9,-1,
1133,22-Mar-19,2019,2018-19,1,South,16.16,35,7,Cincinnati,72,15.95,36,10,Iowa,79,,7,-3,10 over 7
1134,22-Mar-19,2019,2018-19,1,South,15.55,38,9,Oklahoma,95,15.02,45,8,Mississippi,72,,23,-1,
1135,22-Mar-19,2019,2018-19,1,South,20.23,23,4,Kansas St.,64,9.47,75,13,UC Irvine,70,,6,-9,13 over 4
1136,22-Mar-19,2019,2018-19,1,West,26.77,9,3,Texas Tech,72,6.52,100,14,Northern Kentucky,57,,15,11,
1137,22-Mar-19,2019,2018-19,1,South,28.33,7,2,Tennessee,77,4.29,129,15,Colgate,70,,7,13,
1138,22-Mar-19,2019,2018-19,1,South,35.65,1,1,Virginia,71,-0.75,167,16,Gardner Webb,56,,15,15,
1139,22-Mar-19,2019,2018-19,1,West,20.33,22,6,Buffalo,91,11.2,61,11,Arizona St.,74,,17,5,
1140,22-Mar-19,2019,2018-19,1,South,23.67,12,5,Wisconsin,54,15.17,43,12,Oregon,72,,18,-7,12 over 5
1141,22-Mar-19,2019,2018-19,1,East,15.68,37,8,VCU,58,14.59,46,9,UCF,73,,15,-1,
1142,22-Mar-19,2019,2018-19,1,East,20.66,21,5,Mississippi St.,76,10.8,63,12,Liberty,80,,4,-7,12 over 5
1143,22-Mar-19,2019,2018-19,1,Midwest,16.66,33,8,Utah St.,61,13.33,51,9,Washington,78,,17,-1,
1144,22-Mar-19,2019,2018-19,1,Midwest,21.86,16,6,Iowa St.,59,15.03,44,11,Ohio St.,62,,3,-5,11 over 6
1145,22-Mar-19,2019,2018-19,1,Midwest,23.42,13,3,Houston,84,5.3,115,14,Georgia St.,55,,29,11,
1146,22-Mar-19,2019,2018-19,1,Midwest,29.18,6,1,North Carolina,88,-3.08,197,16,Iona,73,,15,15,
1147,22-Mar-19,2019,2018-19,1,East,31.97,3,1,Duke,85,-3.2,199,16,North Dakota St.,62,,23,15,
1148,22-Mar-19,2019,2018-19,1,East,24.47,11,4,Virginia Tech,66,6.21,105,13,Saint Louis,52,,14,9,
1149,23-Mar-19,2019,2018-19,2,East,21,18,3,LSU,69,19.98,24,6,Maryland,67, ,2,3,
1150,23-Mar-19,2019,2018-19,2,Midwest,27.48,8,2,Kentucky,62,20.72,20,7,Wofford,56,,6,5,
1151,23-Mar-19,2019,2018-19,2,West,29.67,5,2,Michigan,64,18.32,28,10,Florida,49,,15,8,
1152,23-Mar-19,2019,2018-19,2,West,22.56,14,4,Florida St.,90,13.29,52,12,Murray St.,62,,28,8,
1153,23-Mar-19,2019,2018-19,2,West,32.86,2,1,Gonzaga,83,15.3,41,9,Baylor,71,,12,8,
1154,23-Mar-19,2019,2018-19,2,East,31.11,4,2,Michigan St.,70,14.47,47,10,Minnesota,50,,20,8,
1155,23-Mar-19,2019,2018-19,2,South,26.04,10,3,Purdue,87,18.77,26,6,Villanova,61,,26,3,
1156,23-Mar-19,2019,2018-19,2,Midwest,22.11,15,5,Auburn,89,20.75,19,4,Kansas,75,,14,-1,
1157,24-Mar-19,2019,2018-19,2,South,28.33,7,2,Tennessee,83,15.95,36,10,Iowa,77,1 OT,6,8,
1158,24-Mar-19,2019,2018-19,2,Midwest,29.18,6,1,North Carolina,81,13.33,51,9,Washington,59,,22,8,
1159,24-Mar-19,2019,2018-19,2,East,31.97,3,1,Duke,77,14.59,46,9,UCF,76,,1,8,
1160,24-Mar-19,2019,2018-19,2,East,24.47,11,4,Virginia Tech,67,10.8,63,12,Liberty,58,,9,8,
1161,24-Mar-19,2019,2018-19,2,West,26.77,9,3,Texas Tech,78,20.33,22,6,Buffalo,58,,20,3,
1162,24-Mar-19,2019,2018-19,2,South,35.65,1,1,Virginia,63,15.55,38,9,Oklahoma,51,,12,8,
1163,24-Mar-19,2019,2018-19,2,Midwest,23.42,13,3,Houston,74,15.03,44,11,Ohio St.,59,,15,8,
1164,24-Mar-19,2019,2018-19,2,South,15.17,43,12,Oregon,73,9.47,75,13,UC Irvine,54,,19,1,
1165,28-Mar-19,2019,2018-19,3,South,28.33,7,2,Tennessee,94,26.04,10,3,Purdue,99,1 OT,5,-1,
1166,28-Mar-19,2019,2018-19,3,West,32.86,2,1,Gonzaga,72,22.56,14,4,Florida St.,58,,14,3,
1167,28-Mar-19,2019,2018-19,3,South,35.65,1,1,Virginia,53,15.17,43,12,Oregon,49,,4,11,
1168,28-Mar-19,2019,2018-19,3,West,29.67,5,2,Michigan,44,26.77,9,3,Texas Tech,63,,19,-1,
1169,29-Mar-19,2019,2018-19,3,East,31.97,3,1,Duke,75,24.47,11,4,Virginia Tech,73,,2,3,
1170,29-Mar-19,2019,2018-19,3,Midwest,29.18,6,1,North Carolina,80,22.11,15,5,Auburn,97,,17,-4,5 over 1
1171,29-Mar-19,2019,2018-19,3,East,31.11,4,2,Michigan St.,80,21,18,3,LSU,63,,17,1,
1172,29-Mar-19,2019,2018-19,3,Midwest,27.48,8,2,Kentucky,62,23.42,13,3,Houston,58,,4,1,
1173,30-Mar-19,2019,2018-19,4,West,32.86,2,1,Gonzaga,69,26.77,9,3,Texas Tech,75,,6,-2,
1174,30-Mar-19,2019,2018-19,4,South,35.65,1,1,Virginia,80,26.04,10,3,Purdue,75,1 OT,5,2,
1175,31-Mar-19,2019,2018-19,4,Midwest,27.48,8,2,Kentucky,71,22.11,15,5,Auburn,77,1 OT,6,-3,5 over 2
1176,31-Mar-19,2019,2018-19,4,East,31.97,3,1,Duke,67,31.11,4,2,Michigan St.,68,,1,-1,
1177,6-Apr-19,2019,2018-19,5,Final Four,35.65,1,1,Virginia,63,22.11,15,5,Auburn,62,,1,4,
1178,6-Apr-19,2019,2018-19,5,Final Four,29.67,5,2,Michigan,51,26.77,9,3,Texas Tech,61,,10,-1,
1179,8-Apr-19,2019,2018-19,6,Championship,35.65,1,1,Virginia,85,26.77,9,3,Texas Tech,77,1 OT,8,2,
