ID,Date,Year,season,Round,Region,F.Rate,F.Rank,F.Seed,F.Team,F.Score,U.Rate,U.Rank,U.Seed,U.Team,U.Score,Overtime,MV,SeD,Upset
440,28-Mar-08,2008,2007-08,3,South,31.51,2,1,Memphis,92,21.15,19,5,Michigan St.,74,,18,4,
441,28-Mar-08,2008,2007-08,3,South,25.09,9,2,Texas,82,22.75,12,3,Stanford,62,,20,1,
442,29-Mar-08,2008,2007-08,4,East,30.22,3,1,North Carolina,83,25.41,8,3,Louisville,73,,10,2,
443,29-Mar-08,2008,2007-08,4,West,29.94,4,1,UCLA,76,22.05,15,3,Xavier,57,,19,2,
444,30-Mar-08,2008,2007-08,4,Midwest,35.21,1,1,Kansas,59,23.61,11,10,Davidson,57,,2,9,
445,30-Mar-08,2008,2007-08,4,South,31.51,2,1,Memphis,85,25.09,9,2,Texas,67,,18,1,
446,5-Apr-08,2008,2007-08,5,Final Four,35.21,1,1,Kansas,84,30.22,3,1,North Carolina,66,,18,0,
447,5-Apr-08,2008,2007-08,5,Final Four,31.51,2,1,Memphis,78,29.94,4,1,UCLA,63,,15,0,
448,7-Apr-08,2008,2007-08,6,Championship,35.21,1,1,Kansas,75,31.51,2,1,Memphis,68,1 OT,7,0,
449,17-Mar-09,2009,2008-09,PI,Midwest,0.76,157,16,Morehead St.,58,-2.97,200,16,Alabama St.,43,,15,0,
450,19-Mar-09,2009,2008-09,1,South,18.72,25,5,Illinois,72,8.1,88,12,Western Kentucky,76,,4,-7,12 over 5
451,19-Mar-09,2009,2008-09,1,South,19.62,23,7,Clemson,59,14.75,47,10,Michigan,62,,3,-3,10 over 7
452,19-Mar-09,2009,2008-09,1,West,17.37,30,7,California,71,13.55,55,10,Maryland,84,,13,-3,10 over 7
453,19-Mar-09,2009,2008-09,1,East,24.31,10,2,Duke,86,-0.98,177,15,Binghamton,62,,24,13,
454,19-Mar-09,2009,2008-09,1,East,23.89,13,3,Villanova,80,4.7,112,14,American,67,,13,11,
455,19-Mar-09,2009,2008-09,1,East,23.93,12,6,UCLA,65,13.62,54,11,VCU,64,,1,5,
456,19-Mar-09,2009,2008-09,1,East,19.65,22,7,Texas,76,15.43,40,10,Minnesota,62,,14,3,
457,19-Mar-09,2009,2008-09,1,South,31.14,1,1,North Carolina,101,-0.86,176,16,Radford,58,,43,15,
458,19-Mar-09,2009,2008-09,1,South,24.59,7,2,Oklahoma,82,0.99,150,15,Morgan St.,54,,28,13,
459,19-Mar-09,2009,2008-09,1,South,24.51,8,4,Gonzaga,77,6.9,95,13,Akron,64,,13,9,
460,19-Mar-09,2009,2008-09,1,South,15.78,38,9,Butler,71,14.86,46,8,LSU,75,,4,1,
461,19-Mar-09,2009,2008-09,1,West,29.25,2,1,Connecticut,103,-4.04,213,16,Chattanooga,47,,56,15,
462,19-Mar-09,2009,2008-09,1,West,28.67,4,2,Memphis,81,5.18,108,15,Cal St. Northridge,70,,11,13,
463,19-Mar-09,2009,2008-09,1,West,22.09,17,4,Washington,71,11.55,69,13,Mississippi St.,58,,13,9,
464,19-Mar-09,2009,2008-09,1,West,21.84,18,5,Purdue,61,9.7,83,12,Northern Iowa,56,,5,7,
465,19-Mar-09,2009,2008-09,1,West,20.1,21,8,BYU,66,15.01,45,9,Texas A&M,79,,13,-1,
466,20-Mar-09,2009,2008-09,1,Midwest,18.88,24,4,Wake Forest,69,11.96,66,13,Cleveland St.,84,,15,-9,13 over 4
467,20-Mar-09,2009,2008-09,1,East,17.62,29,12,Wisconsin,61,15.76,39,5,Florida St.,59,1 OT,2,-7,12 over 5
468,20-Mar-09,2009,2008-09,1,Midwest,17.8,28,5,Utah,71,15.96,37,12,Arizona,84,,13,-7,12 over 5
469,20-Mar-09,2009,2008-09,1,Midwest,24.21,11,6,West Virginia,60,10.23,78,11,Dayton,68,,8,-5,11 over 6
470,20-Mar-09,2009,2008-09,1,Midwest,18.26,27,10,USC,72,11.2,74,7,Boston College,55,,17,-3,10 over 7
471,20-Mar-09,2009,2008-09,1,East,28.96,3,1,Pittsburgh,72,5.67,105,16,East Tennessee St.,62,,10,15,
472,20-Mar-09,2009,2008-09,1,East,20.24,20,4,Xavier,77,4.04,118,13,Portland St.,59,,18,9,
473,20-Mar-09,2009,2008-09,1,East,18.33,26,8,Oklahoma St.,77,16.48,32,9,Tennessee,75,,2,1,
474,20-Mar-09,2009,2008-09,1,Midwest,26.06,5,1,Louisville,74,0.76,157,16,Morehead St.,54,,20,15,
475,20-Mar-09,2009,2008-09,1,Midwest,24.37,9,2,Michigan St.,77,1.49,146,15,Robert Morris,62,,15,13,
476,20-Mar-09,2009,2008-09,1,Midwest,23.83,14,3,Kansas,84,12.29,61,14,North Dakota St.,74,,10,11,
477,20-Mar-09,2009,2008-09,1,South,22.21,16,3,Syracuse,59,6.52,101,14,Stephen F. Austin,44,,15,11,
478,20-Mar-09,2009,2008-09,1,South,23.03,15,6,Arizona St.,66,14.38,50,11,Temple,57,,9,5,
479,20-Mar-09,2009,2008-09,1,West,24.81,6,3,Missouri,78,5.23,107,14,Cornell,59,,19,11,
480,20-Mar-09,2009,2008-09,1,West,21.02,19,6,Marquette,58,15.12,44,11,Utah St.,57,,1,5,
481,20-Mar-09,2009,2008-09,1,Midwest,16.34,34,8,Ohio St.,72,11.93,67,9,Siena,74,2 OT,2,-1,
482,21-Mar-09,2009,2008-09,2,East,24.31,10,2,Duke,74,19.65,22,7,Texas,69,,5,5,
483,21-Mar-09,2009,2008-09,2,East,23.93,12,6,UCLA,69,23.89,13,3,Villanova,89,,20,3,
484,21-Mar-09,2009,2008-09,2,South,31.14,1,1,North Carolina,84,14.86,46,8,LSU,70,,14,7,
485,21-Mar-09,2009,2008-09,2,South,24.59,7,2,Oklahoma,73,14.75,47,10,Michigan,63,,10,8,
486,21-Mar-09,2009,2008-09,2,South,24.51,8,4,Gonzaga,83,8.1,88,12,Western Kentucky,81,,2,8,
487,21-Mar-09,2009,2008-09,2,West,29.25,2,1,Connecticut,92,15.01,45,9,Texas A&M,66,,26,8,
488,21-Mar-09,2009,2008-09,2,West,28.67,4,2,Memphis,89,13.55,55,10,Maryland,70,,19,8,
489,21-Mar-09,2009,2008-09,2,West,22.09,17,4,Washington,74,21.84,18,5,Purdue,76,,2,-1,
490,22-Mar-09,2009,2008-09,2,East,28.96,3,1,Pittsburgh,84,18.33,26,8,Oklahoma St.,76,,8,7,
491,22-Mar-09,2009,2008-09,2,East,20.24,20,4,Xavier,60,17.62,29,12,Wisconsin,49,,11,8,
492,22-Mar-09,2009,2008-09,2,Midwest,26.06,5,1,Louisville,79,11.93,67,9,Siena,72,,7,8,
493,22-Mar-09,2009,2008-09,2,Midwest,24.37,9,2,Michigan St.,74,18.26,27,10,USC,69,,5,8,
494,22-Mar-09,2009,2008-09,2,Midwest,23.83,14,3,Kansas,60,10.23,78,11,Dayton,43,,17,8,
495,22-Mar-09,2009,2008-09,2,Midwest,15.96,37,12,Arizona,71,11.96,66,13,Cleveland St.,57,,14,1,
496,22-Mar-09,2009,2008-09,2,South,23.03,15,6,Arizona St.,67,22.21,16,3,Syracuse,78,,11,3,
497,22-Mar-09,2009,2008-09,2,West,24.81,6,3,Missouri,83,21.02,19,6,Marquette,79,,4,3,
498,26-Mar-09,2009,2008-09,3,East,28.96,3,1,Pittsburgh,60,20.24,20,4,Xavier,55,,5,3,
499,26-Mar-09,2009,2008-09,3,West,29.25,2,1,Connecticut,72,21.84,18,5,Purdue,60,,12,4,
500,26-Mar-09,2009,2008-09,3,East,24.31,10,2,Duke,54,23.89,13,3,Villanova,77,,23,-1,
501,26-Mar-09,2009,2008-09,3,West,28.67,4,2,Memphis,91,24.81,6,3,Missouri,102,,11,-1,
502,27-Mar-09,2009,2008-09,3,Midwest,26.06,5,1,Louisville,103,15.96,37,12,Arizona,64,,39,11,
503,27-Mar-09,2009,2008-09,3,Midwest,24.37,9,2,Michigan St.,67,23.83,14,3,Kansas,62,,5,1,
504,27-Mar-09,2009,2008-09,3,South,31.14,1,1,North Carolina,98,24.51,8,4,Gonzaga,77,,21,3,
505,27-Mar-09,2009,2008-09,3,South,24.59,7,2,Oklahoma,84,22.21,16,3,Syracuse,71,,13,1,
506,28-Mar-09,2009,2008-09,4,East,28.96,3,1,Pittsburgh,76,23.89,13,3,Villanova,78,,2,-2,
507,28-Mar-09,2009,2008-09,4,West,29.25,2,1,Connecticut,82,24.81,6,3,Missouri,75,,7,2,
508,29-Mar-09,2009,2008-09,4,South,31.14,1,1,North Carolina,72,24.59,7,2,Oklahoma,60,,12,1,
509,29-Mar-09,2009,2008-09,4,Midwest,26.06,5,1,Louisville,52,24.37,9,2,Michigan St.,64,,12,-1,
510,4-Apr-09,2009,2008-09,5,Final Four,31.14,1,1,North Carolina,83,23.89,13,3,Villanova,69,,14,2,
511,4-Apr-09,2009,2008-09,5,Final Four,29.25,2,1,Connecticut,73,24.37,9,2,Michigan St.,82,,9,-1,
512,6-Apr-09,2009,2008-09,6,Championship,31.14,1,1,North Carolina,89,24.37,9,2,Michigan St.,72,,17,1,
513,16-Mar-10,2010,2009-10,PI,South,-5.63,225,16,Winthrop,44,-6.44,231,16,Arkansas Pine Bluff,61,,17,0,
514,18-Mar-10,2010,2009-10,1,Midwest,22.64,11,3,Georgetown,83,8.25,94,14,Ohio,97,,14,-11,14 over 3
515,18-Mar-10,2010,2009-10,1,West,17.54,36,4,Vanderbilt,65,15.06,53,13,Murray St.,66,,1,-9,13 over 4
516,18-Mar-10,2010,2009-10,1,East,19.65,24,6,Marquette,78,18.19,32,11,Washington,80,,2,-5,11 over 6
517,18-Mar-10,2010,2009-10,1,South,17.71,35,6,Notre Dame,50,17.51,37,11,Old Dominion,51,,1,-5,11 over 6
518,18-Mar-10,2010,2009-10,1,South,18.59,29,10,Saint Mary's,80,15.01,54,7,Richmond,71,,9,-3,10 over 7
519,18-Mar-10,2010,2009-10,1,East,26.54,4,1,Kentucky,100,2.47,150,16,East Tennessee St.,71,,29,15,
520,18-Mar-10,2010,2009-10,1,East,16.18,43,3,New Mexico,62,8.08,95,14,Montana,57,,5,11,
521,18-Mar-10,2010,2009-10,1,Midwest,31.85,2,1,Kansas,90,-0.97,186,16,Lehigh,74,,16,15,
522,18-Mar-10,2010,2009-10,1,Midwest,18.5,30,6,Tennessee,62,16.58,40,11,San Diego St.,59,,3,5,
523,18-Mar-10,2010,2009-10,1,South,21.24,17,2,Villanova,73,-0.97,185,15,Robert Morris,70,1 OT,3,13,
524,18-Mar-10,2010,2009-10,1,South,24.95,8,3,Baylor,68,7.42,100,14,Sam Houston St.,59,,9,11,
525,18-Mar-10,2010,2009-10,1,West,25.52,6,2,Kansas St.,82,-0.47,175,15,North Texas,62,,20,13,
526,18-Mar-10,2010,2009-10,1,West,22.45,12,5,Butler,77,16.53,42,12,UTEP,59,,18,7,
527,18-Mar-10,2010,2009-10,1,West,23.27,10,7,BYU,99,15.23,50,10,Florida,92,2 OT,7,3,
528,18-Mar-10,2010,2009-10,1,East,20.75,19,8,Texas,80,14.12,58,9,Wake Forest,81,1 OT,1,-1,
529,18-Mar-10,2010,2009-10,1,Midwest,18.87,27,9,Northern Iowa,69,16.56,41,8,UNLV,66,,3,-1,
530,19-Mar-10,2010,2009-10,1,East,20.12,21,5,Temple,65,15.92,46,12,Cornell,78,,13,-7,12 over 5
531,19-Mar-10,2010,2009-10,1,East,19.99,22,10,Missouri,86,19.28,25,7,Clemson,78,,8,-3,10 over 7
532,19-Mar-10,2010,2009-10,1,Midwest,18.22,31,10,Georgia Tech,64,16.72,39,7,Oklahoma St.,59,,5,-3,10 over 7
533,19-Mar-10,2010,2009-10,1,East,25.54,5,2,West Virginia,77,1.58,156,15,Morgan St.,50,,27,13,
534,19-Mar-10,2010,2009-10,1,East,23.56,9,4,Wisconsin,53,10.12,82,13,Wofford,49,,4,9,
535,19-Mar-10,2010,2009-10,1,Midwest,24.99,7,2,Ohio St.,68,2.11,153,15,UC Santa Barbara,51,,17,13,
536,19-Mar-10,2010,2009-10,1,Midwest,22.37,13,4,Maryland,89,8.79,88,13,Houston,77,,12,9,
537,19-Mar-10,2010,2009-10,1,Midwest,20.13,20,5,Michigan St.,70,6.03,112,12,New Mexico St.,67,,3,7,
538,19-Mar-10,2010,2009-10,1,South,33.29,1,1,Duke,73,-6.44,231,16,Arkansas Pine Bluff,44,,29,15,
539,19-Mar-10,2010,2009-10,1,South,22.05,15,4,Purdue,72,13.86,59,13,Siena,64,,8,9,
540,19-Mar-10,2010,2009-10,1,South,21.33,16,5,Texas A&M,69,19.9,23,12,Utah St.,53,,16,7,
541,19-Mar-10,2010,2009-10,1,South,22.15,14,8,California,77,16.91,38,9,Louisville,62,,15,1,
542,19-Mar-10,2010,2009-10,1,West,27.62,3,1,Syracuse,79,3.08,136,16,Vermont,56,,23,15,
543,19-Mar-10,2010,2009-10,1,West,18.66,28,3,Pittsburgh,89,3.19,135,14,Oakland,66,,23,11,
544,19-Mar-10,2010,2009-10,1,West,20.87,18,6,Xavier,65,17.97,34,11,Minnesota,54,,11,5,
545,19-Mar-10,2010,2009-10,1,West,18.02,33,9,Florida St.,60,16.14,44,8,Gonzaga,67,,7,1,
546,20-Mar-10,2010,2009-10,2,East,18.19,32,11,Washington,82,16.18,43,3,New Mexico,64,,18,-8,11 over 3
547,20-Mar-10,2010,2009-10,2,Midwest,31.85,2,1,Kansas,67,18.87,27,9,Northern Iowa,69,,2,-8,9 over 1
548,20-Mar-10,2010,2009-10,2,South,21.24,17,2,Villanova,68,18.59,29,10,Saint Mary's,75,,7,-8,10 over 2
549,20-Mar-10,2010,2009-10,2,East,26.54,4,1,Kentucky,90,14.12,58,9,Wake Forest,60,,30,8,
550,20-Mar-10,2010,2009-10,2,Midwest,18.5,30,6,Tennessee,83,8.25,94,14,Ohio,68,,15,8,
551,20-Mar-10,2010,2009-10,2,South,24.95,8,3,Baylor,76,17.51,37,11,Old Dominion,68,,8,8,
552,20-Mar-10,2010,2009-10,2,West,25.52,6,2,Kansas St.,84,23.27,10,7,BYU,72,,12,5,
553,20-Mar-10,2010,2009-10,2,West,22.45,12,5,Butler,54,15.06,53,13,Murray St.,52,,2,8,
554,21-Mar-10,2010,2009-10,2,East,23.56,9,4,Wisconsin,69,15.92,46,12,Cornell,87,,18,-8,12 over 4
555,21-Mar-10,2010,2009-10,2,West,20.87,18,6,Xavier,71,18.66,28,3,Pittsburgh,68,,3,-3,6 over 3
556,21-Mar-10,2010,2009-10,2,East,25.54,5,2,West Virginia,68,19.99,22,10,Missouri,59,,9,8,
557,21-Mar-10,2010,2009-10,2,Midwest,24.99,7,2,Ohio St.,75,18.22,31,10,Georgia Tech,66,,9,8,
558,21-Mar-10,2010,2009-10,2,South,33.29,1,1,Duke,68,22.15,14,8,California,53,,15,7,
559,21-Mar-10,2010,2009-10,2,South,22.05,15,4,Purdue,63,21.33,16,5,Texas A&M,61,1 OT,2,1,
560,21-Mar-10,2010,2009-10,2,West,27.62,3,1,Syracuse,87,16.14,44,8,Gonzaga,65,,22,7,
561,21-Mar-10,2010,2009-10,2,Midwest,22.37,13,4,Maryland,83,20.13,20,5,Michigan St.,85,,2,-1,
562,25-Mar-10,2010,2009-10,3,West,27.62,3,1,Syracuse,59,22.45,12,5,Butler,63,,4,-4,5 over 1
563,25-Mar-10,2010,2009-10,3,East,26.54,4,1,Kentucky,62,15.92,46,12,Cornell,45,,17,11,
564,25-Mar-10,2010,2009-10,3,East,25.54,5,2,West Virginia,69,18.19,32,11,Washington,56,,13,9,
565,25-Mar-10,2010,2009-10,3,West,25.52,6,2,Kansas St.,101,20.87,18,6,Xavier,96,2 OT,5,4,
566,26-Mar-10,2010,2009-10,3,Midwest,24.99,7,2,Ohio St.,73,18.5,30,6,Tennessee,76,,3,-4,6 over 2
567,26-Mar-10,2010,2009-10,3,Midwest,20.13,20,5,Michigan St.,59,18.87,27,9,Northern Iowa,52,,7,4,
568,26-Mar-10,2010,2009-10,3,South,33.29,1,1,Duke,70,22.05,15,4,Purdue,57,,13,3,
569,26-Mar-10,2010,2009-10,3,South,24.95,8,3,Baylor,72,18.59,29,10,Saint Mary's,49,,23,7,
570,27-Mar-10,2010,2009-10,4,West,25.52,6,2,Kansas St.,56,22.45,12,5,Butler,63,,7,-3,5 over 2
571,27-Mar-10,2010,2009-10,4,East,26.54,4,1,Kentucky,66,25.54,5,2,West Virginia,73,,7,-1,
572,28-Mar-10,2010,2009-10,4,Midwest,20.13,20,5,Michigan St.,70,18.5,30,6,Tennessee,69,,1,1,
573,28-Mar-10,2010,2009-10,4,South,33.29,1,1,Duke,78,24.95,8,3,Baylor,71,,7,2,
574,3-Apr-10,2010,2009-10,5,Final Four,33.29,1,1,Duke,78,25.54,5,2,West Virginia,57,,21,1,
575,3-Apr-10,2010,2009-10,5,Final Four,22.45,12,5,Butler,52,20.13,20,5,Michigan St.,50,,2,0,
576,5-Apr-10,2010,2009-10,6,Championship,33.29,1,1,Duke,61,22.45,12,5,Butler,59,,2,4,
577,15-Mar-11,2011,2010-11,PI,East,19.28,25,12,Clemson,70,12.73,62,12,UAB,52,,18,0,
578,15-Mar-11,2011,2010-11,PI,Southeast,-11.43,276,16,UNC Asheville,81,-11.43,276,16,UNC Asheville,81,1 OT,4,0,
579,16-Mar-11,2011,2010-11,PI,East,-2.1,198,16,UTSA,70,-12.63,289,16,Alabama St.,61,,9,0,
580,16-Mar-11,2011,2010-11,PI,Southwest,14.39,56,11,VCU,59,10.63,77,11,USC,46,,13,0,
581,17-Mar-11,2011,2010-11,1,Southwest,16.91,38,4,Louisville,61,7,102,13,Morehead St.,62,,1,-9,13 over 4
582,17-Mar-11,2011,2010-11,1,Southwest,17.54,36,5,Vanderbilt,66,15.01,54,12,Richmond,69,,3,-7,12 over 5
583,17-Mar-11,2011,2010-11,1,Southeast,16.14,44,11,Gonzaga,86,11.97,67,6,St. John's,71,,15,-5,11 over 6
584,17-Mar-11,2011,2010-11,1,East,26.54,4,4,Kentucky,59,5.29,120,13,Princeton,57,,2,9,
585,17-Mar-11,2011,2010-11,1,East,25.54,5,5,West Virginia,84,19.28,25,12,Clemson,76,,8,7,
586,17-Mar-11,2011,2010-11,1,Southeast,18.66,28,1,Pittsburgh,74,-11.43,276,16,UNC Asheville,51,,23,15,
587,17-Mar-11,2011,2010-11,1,Southeast,15.23,50,2,Florida,79,2.11,153,15,UC Santa Barbara,51,,28,13,
588,17-Mar-11,2011,2010-11,1,Southeast,23.27,10,3,BYU,74,10.12,82,14,Wofford,66,,8,11,
589,17-Mar-11,2011,2010-11,1,Southeast,23.56,9,4,Wisconsin,72,3.67,132,13,Belmont,58,,14,9,
590,17-Mar-11,2011,2010-11,1,Southeast,25.52,6,5,Kansas St.,73,19.9,23,12,Utah St.,68,,5,7,
591,17-Mar-11,2011,2010-11,1,Southeast,20.13,20,10,Michigan St.,76,5.48,117,7,UCLA,78,,2,3,
592,17-Mar-11,2011,2010-11,1,Southeast,22.45,12,8,Butler,60,17.51,37,9,Old Dominion,58,,2,1,
593,17-Mar-11,2011,2010-11,1,West,16.58,40,2,San Diego St.,68,4.82,125,15,Northern Colorado,50,,18,13,
594,17-Mar-11,2011,2010-11,1,West,15.19,51,3,Connecticut,81,-7.96,246,14,Bucknell,52,,29,11,
595,17-Mar-11,2011,2010-11,1,West,19.99,22,11,Missouri,63,11.92,68,6,Cincinnati,78,,15,5,
596,17-Mar-11,2011,2010-11,1,West,20.12,21,7,Temple,66,7.04,101,10,Penn St.,64,,2,3,
597,18-Mar-11,2011,2010-11,1,East,20.87,18,6,Xavier,55,19.65,24,11,Marquette,66,,11,-5,11 over 6
598,18-Mar-11,2011,2010-11,1,Southwest,22.64,11,6,Georgetown,56,14.39,56,11,VCU,74,,18,-5,11 over 6
599,18-Mar-11,2011,2010-11,1,West,15.24,49,12,Memphis,75,8.83,87,5,Arizona,77,,2,7,
600,18-Mar-11,2011,2010-11,1,Southwest,21.33,16,7,Texas A&M,50,18.02,33,10,Florida St.,57,,7,-3,10 over 7
601,18-Mar-11,2011,2010-11,1,East,24.99,7,1,Ohio St.,75,-2.1,198,16,UTSA,46,,29,15,
602,18-Mar-11,2011,2010-11,1,East,13.39,61,2,North Carolina,102,-10.97,270,15,LIU Brooklyn,87,,15,13,
603,18-Mar-11,2011,2010-11,1,East,27.62,3,3,Syracuse,77,3.02,138,14,Indiana St.,60,,17,11,
604,18-Mar-11,2011,2010-11,1,East,18.19,32,7,Washington,68,8.68,91,10,Georgia,65,,3,3,
605,18-Mar-11,2011,2010-11,1,East,21.24,17,9,Villanova,57,0.91,162,8,George Mason,61,,4,1,
606,18-Mar-11,2011,2010-11,1,Southwest,31.85,2,1,Kansas,72,3.51,133,16,Boston University,53,,19,15,
607,18-Mar-11,2011,2010-11,1,Southwest,17.71,35,2,Notre Dame,69,5.2,121,15,Akron,56,,13,13,
608,18-Mar-11,2011,2010-11,1,Southwest,22.05,15,3,Purdue,65,-0.49,176,14,Saint Peter's,43,,22,11,
609,18-Mar-11,2011,2010-11,1,West,33.29,1,1,Duke,87,-6.21,228,16,Hampton,45,,42,15,
610,18-Mar-11,2011,2010-11,1,West,20.75,19,4,Texas,85,3.19,135,13,Oakland,81,,4,9,
611,18-Mar-11,2011,2010-11,1,West,18.5,30,9,Tennessee,45,11.48,70,8,Michigan,75,,30,1,
612,18-Mar-11,2011,2010-11,1,Southwest,16.56,41,8,UNLV,62,14.38,57,9,Illinois,73,,11,-1,
613,19-Mar-11,2011,2010-11,2,Southeast,22.45,12,8,Butler,71,18.66,28,1,Pittsburgh,70,,1,-7,8 over 1
614,19-Mar-11,2011,2010-11,2,East,26.54,4,4,Kentucky,71,25.54,5,5,West Virginia,63,,8,1,
615,19-Mar-11,2011,2010-11,2,Southeast,15.23,50,2,Florida,73,5.48,117,7,UCLA,65,,8,5,
616,19-Mar-11,2011,2010-11,2,Southeast,23.27,10,3,BYU,89,16.14,44,11,Gonzaga,67,,22,8,
617,19-Mar-11,2011,2010-11,2,Southeast,25.52,6,5,Kansas St.,65,23.56,9,4,Wisconsin,70,,5,1,
618,19-Mar-11,2011,2010-11,2,Southwest,15.01,54,12,Richmond,65,7,102,13,Morehead St.,48,,17,1,
619,19-Mar-11,2011,2010-11,2,West,20.12,21,7,Temple,64,16.58,40,2,San Diego St.,71,2 OT,7,5,
620,19-Mar-11,2011,2010-11,2,West,15.19,51,3,Connecticut,69,11.92,68,6,Cincinnati,58,,11,3,
621,20-Mar-11,2011,2010-11,2,East,27.62,3,3,Syracuse,62,19.65,24,11,Marquette,66,,4,-8,11 over 3
622,20-Mar-11,2011,2010-11,2,Southwest,18.02,33,10,Florida St.,71,17.71,35,2,Notre Dame,57,,14,-8,10 over 2
623,20-Mar-11,2011,2010-11,2,Southwest,22.05,15,3,Purdue,76,14.39,56,11,VCU,94,,18,-8,11 over 3
624,20-Mar-11,2011,2010-11,2,West,20.75,19,4,Texas,69,8.83,87,5,Arizona,70,,1,-1,
625,20-Mar-11,2011,2010-11,2,East,24.99,7,1,Ohio St.,98,0.91,162,8,George Mason,66,,32,7,
626,20-Mar-11,2011,2010-11,2,East,18.19,32,7,Washington,83,13.39,61,2,North Carolina,86,,3,5,
627,20-Mar-11,2011,2010-11,2,Southwest,31.85,2,1,Kansas,73,14.38,57,9,Illinois,59,,14,8,
628,20-Mar-11,2011,2010-11,2,West,33.29,1,1,Duke,73,11.48,70,8,Michigan,71,,2,7,
629,24-Mar-11,2011,2010-11,3,Southeast,23.56,9,4,Wisconsin,54,22.45,12,8,Butler,61,,7,-4,8 over 4
630,24-Mar-11,2011,2010-11,3,Southeast,23.27,10,3,BYU,74,15.23,50,2,Florida,83,1 OT,9,1,
631,24-Mar-11,2011,2010-11,3,West,33.29,1,1,Duke,77,8.83,87,5,Arizona,93,,16,-4,5 over 1
632,24-Mar-11,2011,2010-11,3,West,16.58,40,2,San Diego St.,67,15.19,51,3,Connecticut,74,,7,-1,
633,25-Mar-11,2011,2010-11,3,East,26.54,4,4,Kentucky,62,24.99,7,1,Ohio St.,60,,2,-3,4 over 1
634,25-Mar-11,2011,2010-11,3,East,19.65,24,11,Marquette,63,13.39,61,2,North Carolina,81,,18,9,
635,25-Mar-11,2011,2010-11,3,Southwest,31.85,2,1,Kansas,77,15.01,54,12,Richmond,57,,20,11,
636,25-Mar-11,2011,2010-11,3,Southwest,18.02,33,10,Florida St.,71,14.39,56,11,VCU,72,1 OT,1,-1,
637,26-Mar-11,2011,2010-11,4,Southeast,22.45,12,8,Butler,74,15.23,50,2,Florida,71,1 OT,3,-6,8 over 2
638,26-Mar-11,2011,2010-11,4,West,15.19,51,3,Connecticut,65,8.83,87,5,Arizona,63,,2,2,
639,27-Mar-11,2011,2010-11,4,Southwest,31.85,2,1,Kansas,61,14.39,56,11,VCU,71,,10,-10,11 over 1
640,27-Mar-11,2011,2010-11,4,East,26.54,4,4,Kentucky,76,13.39,61,2,North Carolina,69,,7,-2,
641,2-Apr-11,2011,2010-11,5,Final Four,26.54,4,4,Kentucky,55,15.19,51,3,Connecticut,56,,1,1,
642,2-Apr-11,2011,2010-11,5,Final Four,22.45,12,8,Butler,70,14.39,56,11,VCU,62,,8,3,
643,4-Apr-11,2011,2010-11,6,Championship,22.45,12,8,Butler,41,15.19,51,3,Connecticut,53,,12,5,
644,13-Mar-12,2012,2011-12,PI,South,-2.67,193,16,Western Kentucky,59,-6.3,237,16,Mississippi Valley St.,58,,1,0,
645,13-Mar-12,2012,2011-12,PI,West,12.79,50,14,BYU,78,12.26,54,14,Iona,72,,6,0,
646,14-Mar-12,2012,2011-12,PI,Midwest,16.37,29,12,California,54,13.13,48,12,South Florida,65,,11,0,
647,14-Mar-12,2012,2011-12,PI,Midwest,6.33,108,16,Lamar,59,5.17,118,16,Vermont,71,,12,0,
648,15-Mar-12,2012,2011-12,1,South,22.36,11,5,Wichita St.,59,13.45,46,12,VCU,62,,3,-7,12 over 5
649,15-Mar-12,2012,2011-12,1,South,14.97,37,6,UNLV,64,8.89,81,11,Colorado,68,,4,-5,11 over 6
650,15-Mar-12,2012,2011-12,1,East,26.04,5,1,Syracuse,72,5.5,114,16,UNC Asheville,65,,7,15,
651,15-Mar-12,2012,2011-12,1,East,30.07,2,2,Ohio St.,78,3.91,129,15,Loyola MD,59,,19,13,
652,15-Mar-12,2012,2011-12,1,East,24.09,8,4,Wisconsin,73,6.76,104,13,Montana,49,,24,9,
653,15-Mar-12,2012,2011-12,1,East,20.9,16,5,Vanderbilt,79,14.34,41,12,Harvard,70,,9,7,
654,15-Mar-12,2012,2011-12,1,East,18.39,21,7,Gonzaga,77,13.56,44,10,West Virginia,54,,23,3,
655,15-Mar-12,2012,2011-12,1,East,17.52,23,8,Kansas St.,70,10.83,68,9,Southern Miss,64,,6,1,
656,15-Mar-12,2012,2011-12,1,South,32.59,1,1,Kentucky,81,-2.67,193,16,Western Kentucky,66,,15,15,
657,15-Mar-12,2012,2011-12,1,South,21.29,13,3,Baylor,68,11.62,61,14,South Dakota St.,60,,8,11,
658,15-Mar-12,2012,2011-12,1,South,22.55,9,4,Indiana,79,11.22,65,13,New Mexico St.,66,,13,9,
659,15-Mar-12,2012,2011-12,1,South,16.69,26,8,Iowa St.,77,14.53,38,9,Connecticut,64,,13,1,
660,15-Mar-12,2012,2011-12,1,West,20.22,18,3,Marquette,88,12.79,50,14,BYU,68,,20,11,
661,15-Mar-12,2012,2011-12,1,West,20.67,17,4,Louisville,69,10.65,71,13,Davidson,62,,7,9,
662,15-Mar-12,2012,2011-12,1,West,19.45,20,5,New Mexico,75,15.27,36,12,Long Beach St.,68,,7,7,
663,15-Mar-12,2012,2011-12,1,West,15.34,35,6,Murray St.,58,8.17,88,11,Colorado St.,41,,17,5,
