GameN,Date,Year,Round,Region,F.Seed,F.Team,F.Conf,F.Score,F.AdjEM,U.Seed,U.Team,U.Conf,U.Score,U.AdjEM,Overtime,W.Team,Result,Score.D
,27-Mar-08,2008,3,East,3,Louisville,CUSA,79,25.41,2,Tennessee,SEC,60,22.17,,Louisville,F,19
,28-Mar-08,2008,3,Midwest,3,Wisconsin,B10,56,26.68,10,Davidson,SC,73,23.61,,Davidson,U,-17
,28-Mar-08,2008,3,Midwest,1,Kansas,B12,72,35.21,12,Villanova,BE,57,14.21,,Kansas,F,15
,28-Mar-08,2008,3,South,1,Memphis,CUSA,92,31.51,5,Michigan St.,B10,74,21.15,,Memphis,F,18
,28-Mar-08,2008,3,South,2,Texas,B12,82,25.09,3,Stanford,P10,62,22.75,,Texas,F,20
,27-Mar-08,2008,3,West,1,UCLA,P10,88,29.94,12,Western Kentucky,SB,78,14.6,,UCLA,F,10
,27-Mar-08,2008,3,West,3,Xavier,A10,79,22.05,7,West Virginia,BE,75,21.29,1 OT,Xavier,F,4
,29-Mar-08,2008,4,East,1,North Carolina,ACC,83,30.22,3,Louisville,CUSA,73,25.41,,North Carolina,F,10
,30-Mar-08,2008,4,Midwest,1,Kansas,B12,59,35.21,10,Davidson,SC,57,23.61,,Kansas,F,2
,30-Mar-08,2008,4,South,1,Memphis,CUSA,85,31.51,2,Texas,B12,67,25.09,,Memphis,F,18
,29-Mar-08,2008,4,West,1,UCLA,P10,76,29.94,3,Xavier,A10,57,22.05,,UCLA,F,19
,05-Apr-08,2008,5,Final Four,1,Kansas,B12,84,35.21,1,North Carolina,ACC,66,30.22,,Kansas,F,18
,05-Apr-08,2008,5,Final Four,1,Memphis,CUSA,78,31.51,1,UCLA,P10,63,29.94,,Memphis,F,15
,07-Apr-08,2008,6,Championship,1,Kansas,B12,75,35.21,1,Memphis,CUSA,68,31.51,1 OT,Kansas,F,7
,18-Mar-08,2008,PI,East,16,Mount St. Mary's,NEC,69,-1.32,16,Coppin St.,MEAC,60,-14.41,,Mount St. Mary's,F,9
,19-Mar-09,2009,1,East,2,Duke,ACC,86,24.31,15,Binghamton,AE,62,-0.98,,Duke,F,24
,19-Mar-09,2009,1,East,3,Villanova,BE,80,23.89,14,American,Pat,67,4.7,,Villanova,F,13
,19-Mar-09,2009,1,East,6,UCLA,P10,65,23.93,11,VCU,CAA,64,13.62,,UCLA,F,1
,19-Mar-09,2009,1,East,7,Texas,B12,76,19.65,10,Minnesota,B10,62,15.43,,Texas,F,14
,20-Mar-09,2009,1,East,12,Wisconsin,B10,61,17.62,5,Florida St.,ACC,59,15.76,1 OT,Wisconsin,F,2
,20-Mar-09,2009,1,East,1,Pittsburgh,BE,72,28.96,16,East Tennessee St.,SC,62,5.67,,Pittsburgh,F,10
,20-Mar-09,2009,1,East,4,Xavier,A10,77,20.24,13,Portland St.,BSky,59,4.04,,Xavier,F,18
,20-Mar-09,2009,1,East,8,Oklahoma St.,B12,77,18.33,9,Tennessee,SEC,75,16.48,,Oklahoma St.,F,2
,20-Mar-09,2009,1,Midwest,4,Wake Forest,ACC,69,18.88,13,Cleveland St.,Horz,84,11.96,,Cleveland St.,U,-15
,20-Mar-09,2009,1,Midwest,5,Utah,MWC,71,17.8,12,Arizona,P10,84,15.96,,Arizona,U,-13
,20-Mar-09,2009,1,Midwest,6,West Virginia,BE,60,24.21,11,Dayton,A10,68,10.23,,Dayton,U,-8
,20-Mar-09,2009,1,Midwest,10,USC,P10,72,18.26,7,Boston College,BE,55,11.2,,USC,F,17
,20-Mar-09,2009,1,Midwest,1,Louisville,CUSA,74,26.06,16,Morehead St.,OVC,54,0.76,,Louisville,F,20
,20-Mar-09,2009,1,Midwest,2,Michigan St.,B10,77,24.37,15,Robert Morris,NEC,62,1.49,,Michigan St.,F,15
,20-Mar-09,2009,1,Midwest,3,Kansas,B12,84,23.83,14,North Dakota St.,ind,74,12.29,,Kansas,F,10
,20-Mar-09,2009,1,Midwest,8,Ohio St.,B10,72,16.34,9,Siena,MAAC,74,11.93,2 OT,Siena,U,-2
,19-Mar-09,2009,1,South,5,Illinois,B10,72,18.72,12,Western Kentucky,SB,76,8.1,,Western Kentucky,U,-4
,19-Mar-09,2009,1,South,7,Clemson,ACC,59,19.62,10,Michigan,B10,62,14.75,,Michigan,U,-3
,19-Mar-09,2009,1,South,1,North Carolina,ACC,101,31.14,16,Radford,BSth,58,-0.86,,North Carolina,F,43
,19-Mar-09,2009,1,South,2,Oklahoma,B12,82,24.59,15,Morgan St.,MEAC,54,0.99,,Oklahoma,F,28
,19-Mar-09,2009,1,South,4,Gonzaga,WCC,77,24.51,13,Akron,MAC,64,6.9,,Gonzaga,F,13
,19-Mar-09,2009,1,South,9,Butler,Horz,71,15.78,8,LSU,SEC,75,14.86,,LSU,U,-4
,20-Mar-09,2009,1,South,3,Syracuse,BE,59,22.21,14,Stephen F. Austin,Slnd,44,6.52,,Syracuse,F,15
,20-Mar-09,2009,1,South,6,Arizona St.,P10,66,23.03,11,Temple,A10,57,14.38,,Arizona St.,F,9
,19-Mar-09,2009,1,West,7,California,P10,71,17.37,10,Maryland,ACC,84,13.55,,Maryland,U,-13
,19-Mar-09,2009,1,West,1,Connecticut,BE,103,29.25,16,Chattanooga,SC,47,-4.04,,Connecticut,F,56
,19-Mar-09,2009,1,West,2,Memphis,CUSA,81,28.67,15,Cal St. Northridge,BW,70,5.18,,Memphis,F,11
,19-Mar-09,2009,1,West,4,Washington,P10,71,22.09,13,Mississippi St.,SEC,58,11.55,,Washington,F,13
,19-Mar-09,2009,1,West,5,Purdue,B10,61,21.84,12,Northern Iowa,MVC,56,9.7,,Purdue,F,5
,19-Mar-09,2009,1,West,8,BYU,MWC,66,20.1,9,Texas A&M,B12,79,15.01,,Texas A&M,U,-13
,20-Mar-09,2009,1,West,3,Missouri,B12,78,24.81,14,Cornell,Ivy,59,5.23,,Missouri,F,19
,20-Mar-09,2009,1,West,6,Marquette,CUSA,58,21.02,11,Utah St.,BW,57,15.12,,Marquette,F,1
,21-Mar-09,2009,2,East,2,Duke,ACC,74,24.31,7,Texas,B12,69,19.65,,Duke,F,5
,21-Mar-09,2009,2,East,6,UCLA,P10,69,23.93,3,Villanova,BE,89,23.89,,Villanova,U,-20
,22-Mar-09,2009,2,East,1,Pittsburgh,BE,84,28.96,8,Oklahoma St.,B12,76,18.33,,Pittsburgh,F,8
,22-Mar-09,2009,2,East,4,Xavier,A10,60,20.24,12,Wisconsin,B10,49,17.62,,Xavier,F,11
,22-Mar-09,2009,2,Midwest,1,Louisville,CUSA,79,26.06,9,Siena,MAAC,72,11.93,,Louisville,F,7
,22-Mar-09,2009,2,Midwest,2,Michigan St.,B10,74,24.37,10,USC,P10,69,18.26,,Michigan St.,F,5
,22-Mar-09,2009,2,Midwest,3,Kansas,B12,60,23.83,11,Dayton,A10,43,10.23,,Kansas,F,17
,22-Mar-09,2009,2,Midwest,12,Arizona,P10,71,15.96,13,Cleveland St.,Horz,57,11.96,,Arizona,F,14
,21-Mar-09,2009,2,South,1,North Carolina,ACC,84,31.14,8,LSU,SEC,70,14.86,,North Carolina,F,14
,21-Mar-09,2009,2,South,2,Oklahoma,B12,73,24.59,10,Michigan,B10,63,14.75,,Oklahoma,F,10
,21-Mar-09,2009,2,South,4,Gonzaga,WCC,83,24.51,12,Western Kentucky,SB,81,8.1,,Gonzaga,F,2
,22-Mar-09,2009,2,South,6,Arizona St.,P10,67,23.03,3,Syracuse,BE,78,22.21,,Syracuse,U,-11
,21-Mar-09,2009,2,West,1,Connecticut,BE,92,29.25,9,Texas A&M,B12,66,15.01,,Connecticut,F,26
,21-Mar-09,2009,2,West,2,Memphis,CUSA,89,28.67,10,Maryland,ACC,70,13.55,,Memphis,F,19
,21-Mar-09,2009,2,West,4,Washington,P10,74,22.09,5,Purdue,B10,76,21.84,,Purdue,U,-2
,22-Mar-09,2009,2,West,3,Missouri,B12,83,24.81,6,Marquette,CUSA,79,21.02,,Missouri,F,4
,26-Mar-09,2009,3,East,1,Pittsburgh,BE,60,28.96,4,Xavier,A10,55,20.24,,Pittsburgh,F,5
,26-Mar-09,2009,3,East,2,Duke,ACC,54,24.31,3,Villanova,BE,77,23.89,,Villanova,U,-23
,27-Mar-09,2009,3,Midwest,1,Louisville,CUSA,103,26.06,12,Arizona,P10,64,15.96,,Louisville,F,39
,27-Mar-09,2009,3,Midwest,2,Michigan St.,B10,67,24.37,3,Kansas,B12,62,23.83,,Michigan St.,F,5
,27-Mar-09,2009,3,South,1,North Carolina,ACC,98,31.14,4,Gonzaga,WCC,77,24.51,,North Carolina,F,21
,27-Mar-09,2009,3,South,2,Oklahoma,B12,84,24.59,3,Syracuse,BE,71,22.21,,Oklahoma,F,13
,26-Mar-09,2009,3,West,1,Connecticut,BE,72,29.25,5,Purdue,B10,60,21.84,,Connecticut,F,12
,26-Mar-09,2009,3,West,2,Memphis,CUSA,91,28.67,3,Missouri,B12,102,24.81,,Missouri,U,-11
,28-Mar-09,2009,4,East,1,Pittsburgh,BE,76,28.96,3,Villanova,BE,78,23.89,,Villanova,U,-2
,29-Mar-09,2009,4,Midwest,1,Louisville,CUSA,52,26.06,2,Michigan St.,B10,64,24.37,,Michigan St.,U,-12
,29-Mar-09,2009,4,South,1,North Carolina,ACC,72,31.14,2,Oklahoma,B12,60,24.59,,North Carolina,F,12
,28-Mar-09,2009,4,West,1,Connecticut,BE,82,29.25,3,Missouri,B12,75,24.81,,Connecticut,F,7
,04-Apr-09,2009,5,Final Four,1,North Carolina,ACC,83,31.14,3,Villanova,BE,69,23.89,,North Carolina,F,14
,04-Apr-09,2009,5,Final Four,1,Connecticut,BE,73,29.25,2,Michigan St.,B10,82,24.37,,Michigan St.,U,-9
,06-Apr-09,2009,6,Championship,1,North Carolina,ACC,89,31.14,2,Michigan St.,B10,72,24.37,,North Carolina,F,17
,17-Mar-09,2009,PI,Midwest,16,Morehead St.,OVC,58,0.76,16,Alabama St.,SWAC,43,-2.97,,Morehead St.,F,15
,18-Mar-10,2010,1,East,6,Marquette,CUSA,78,19.65,11,Washington,P10,80,18.19,,Washington,U,-2
,18-Mar-10,2010,1,East,1,Kentucky,SEC,100,26.54,16,East Tennessee St.,SC,71,2.47,,Kentucky,F,29
,18-Mar-10,2010,1,East,3,New Mexico,MWC,62,16.18,14,Montana,BSky,57,8.08,,New Mexico,F,5
,18-Mar-10,2010,1,East,8,Texas,B12,80,20.75,9,Wake Forest,ACC,81,14.12,1 OT,Wake Forest,U,-1
,19-Mar-10,2010,1,East,5,Temple,A10,65,20.12,12,Cornell,Ivy,78,15.92,,Cornell,U,-13
,19-Mar-10,2010,1,East,10,Missouri,B12,86,19.99,7,Clemson,ACC,78,19.28,,Missouri,F,8
,19-Mar-10,2010,1,East,2,West Virginia,BE,77,25.54,15,Morgan St.,MEAC,50,1.58,,West Virginia,F,27
,19-Mar-10,2010,1,East,4,Wisconsin,B10,53,23.56,13,Wofford,SC,49,10.12,,Wisconsin,F,4
,18-Mar-10,2010,1,Midwest,3,Georgetown,BE,83,22.64,14,Ohio,MAC,97,8.25,,Ohio,U,-14
,18-Mar-10,2010,1,Midwest,1,Kansas,B12,90,31.85,16,Lehigh,Pat,74,-0.97,,Kansas,F,16
,18-Mar-10,2010,1,Midwest,6,Tennessee,SEC,62,18.5,11,San Diego St.,MWC,59,16.58,,Tennessee,F,3
,18-Mar-10,2010,1,Midwest,9,Northern Iowa,MVC,69,18.87,8,UNLV,MWC,66,16.56,,Northern Iowa,F,3
,19-Mar-10,2010,1,Midwest,10,Georgia Tech,ACC,64,18.22,7,Oklahoma St.,B12,59,16.72,,Georgia Tech,F,5
,19-Mar-10,2010,1,Midwest,2,Ohio St.,B10,68,24.99,15,UC Santa Barbara,BW,51,2.11,,Ohio St.,F,17
,19-Mar-10,2010,1,Midwest,4,Maryland,ACC,89,22.37,13,Houston,CUSA,77,8.79,,Maryland,F,12
,19-Mar-10,2010,1,Midwest,5,Michigan St.,B10,70,20.13,12,New Mexico St.,SB,67,6.03,,Michigan St.,F,3
,18-Mar-10,2010,1,South,6,Notre Dame,BE,50,17.71,11,Old Dominion,CAA,51,17.51,,Old Dominion,U,-1
,18-Mar-10,2010,1,South,10,Saint Mary's,WCC,80,18.59,7,Richmond,A10,71,15.01,,Saint Mary's,F,9
,18-Mar-10,2010,1,South,2,Villanova,BE,73,21.24,15,Robert Morris,NEC,70,-0.97,1 OT,Villanova,F,3
,18-Mar-10,2010,1,South,3,Baylor,B12,68,24.95,14,Sam Houston St.,Slnd,59,7.42,,Baylor,F,9
,19-Mar-10,2010,1,South,1,Duke,ACC,73,33.29,16,Arkansas Pine Bluff,SWAC,44,-6.44,,Duke,F,29
,19-Mar-10,2010,1,South,4,Purdue,B10,72,22.05,13,Siena,MAAC,64,13.86,,Purdue,F,8
,19-Mar-10,2010,1,South,5,Texas A&M,B12,69,21.33,12,Utah St.,BW,53,19.9,,Texas A&M,F,16
,19-Mar-10,2010,1,South,8,California,P10,77,22.15,9,Louisville,CUSA,62,16.91,,California,F,15
,18-Mar-10,2010,1,West,4,Vanderbilt,SEC,65,17.54,13,Murray St.,OVC,66,15.06,,Murray St.,U,-1
,18-Mar-10,2010,1,West,2,Kansas St.,B12,82,25.52,15,North Texas,SB,62,-0.47,,Kansas St.,F,20
,18-Mar-10,2010,1,West,5,Butler,Horz,77,22.45,12,UTEP,WAC,59,16.53,,Butler,F,18
,18-Mar-10,2010,1,West,7,BYU,MWC,99,23.27,10,Florida,SEC,92,15.23,2 OT,BYU,F,7
,19-Mar-10,2010,1,West,1,Syracuse,BE,79,27.62,16,Vermont,AE,56,3.08,,Syracuse,F,23
,19-Mar-10,2010,1,West,3,Pittsburgh,BE,89,18.66,14,Oakland,MCon,66,3.19,,Pittsburgh,F,23
,19-Mar-10,2010,1,West,6,Xavier,A10,65,20.87,11,Minnesota,B10,54,17.97,,Xavier,F,11
,19-Mar-10,2010,1,West,9,Florida St.,ACC,60,18.02,8,Gonzaga,WCC,67,16.14,,Gonzaga,U,-7
,20-Mar-10,2010,2,East,11,Washington,P10,82,18.19,3,New Mexico,MWC,64,16.18,,Washington,F,18
,20-Mar-10,2010,2,East,1,Kentucky,SEC,90,26.54,9,Wake Forest,ACC,60,14.12,,Kentucky,F,30
,21-Mar-10,2010,2,East,4,Wisconsin,B10,69,23.56,12,Cornell,Ivy,87,15.92,,Cornell,U,-18
,21-Mar-10,2010,2,East,2,West Virginia,BE,68,25.54,10,Missouri,B12,59,19.99,,West Virginia,F,9
,20-Mar-10,2010,2,Midwest,1,Kansas,B12,67,31.85,9,Northern Iowa,MVC,69,18.87,,Northern Iowa,U,-2
,20-Mar-10,2010,2,Midwest,6,Tennessee,SEC,83,18.5,14,Ohio,MAC,68,8.25,,Tennessee,F,15
,21-Mar-10,2010,2,Midwest,2,Ohio St.,B10,75,24.99,10,Georgia Tech,ACC,66,18.22,,Ohio St.,F,9
,21-Mar-10,2010,2,Midwest,4,Maryland,ACC,83,22.37,5,Michigan St.,B10,85,20.13,,Michigan St.,U,-2
,20-Mar-10,2010,2,South,2,Villanova,BE,68,21.24,10,Saint Mary's,WCC,75,18.59,,Saint Mary's,U,-7
,20-Mar-10,2010,2,South,3,Baylor,B12,76,24.95,11,Old Dominion,CAA,68,17.51,,Baylor,F,8
,21-Mar-10,2010,2,South,1,Duke,ACC,68,33.29,8,California,P10,53,22.15,,Duke,F,15
,21-Mar-10,2010,2,South,4,Purdue,B10,63,22.05,5,Texas A&M,B12,61,21.33,1 OT,Purdue,F,2
,20-Mar-10,2010,2,West,2,Kansas St.,B12,84,25.52,7,BYU,MWC,72,23.27,,Kansas St.,F,12
,20-Mar-10,2010,2,West,5,Butler,Horz,54,22.45,13,Murray St.,OVC,52,15.06,,Butler,F,2
,21-Mar-10,2010,2,West,6,Xavier,A10,71,20.87,3,Pittsburgh,BE,68,18.66,,Xavier,F,3
,21-Mar-10,2010,2,West,1,Syracuse,BE,87,27.62,8,Gonzaga,WCC,65,16.14,,Syracuse,F,22
,25-Mar-10,2010,3,East,1,Kentucky,SEC,62,26.54,12,Cornell,Ivy,45,15.92,,Kentucky,F,17
,25-Mar-10,2010,3,East,2,West Virginia,BE,69,25.54,11,Washington,P10,56,18.19,,West Virginia,F,13
,26-Mar-10,2010,3,Midwest,2,Ohio St.,B10,73,24.99,6,Tennessee,SEC,76,18.5,,Tennessee,U,-3
,26-Mar-10,2010,3,Midwest,5,Michigan St.,B10,59,20.13,9,Northern Iowa,MVC,52,18.87,,Michigan St.,F,7
,26-Mar-10,2010,3,South,1,Duke,ACC,70,33.29,4,Purdue,B10,57,22.05,,Duke,F,13
,26-Mar-10,2010,3,South,3,Baylor,B12,72,24.95,10,Saint Mary's,WCC,49,18.59,,Baylor,F,23
,25-Mar-10,2010,3,West,1,Syracuse,BE,59,27.62,5,Butler,Horz,63,22.45,,Butler,U,-4
,25-Mar-10,2010,3,West,2,Kansas St.,B12,101,25.52,6,Xavier,A10,96,20.87,2 OT,Kansas St.,F,5
,27-Mar-10,2010,4,East,1,Kentucky,SEC,66,26.54,2,West Virginia,BE,73,25.54,,West Virginia,U,-7
,28-Mar-10,2010,4,Midwest,5,Michigan St.,B10,70,20.13,6,Tennessee,SEC,69,18.5,,Michigan St.,F,1
,28-Mar-10,2010,4,South,1,Duke,ACC,78,33.29,3,Baylor,B12,71,24.95,,Duke,F,7
,27-Mar-10,2010,4,West,2,Kansas St.,B12,56,25.52,5,Butler,Horz,63,22.45,,Butler,U,-7
,03-Apr-10,2010,5,Final Four,1,Duke,ACC,78,33.29,2,West Virginia,BE,57,25.54,,Duke,F,21
,03-Apr-10,2010,5,Final Four,5,Butler,Horz,52,22.45,5,Michigan St.,B10,50,20.13,,Butler,F,2
,05-Apr-10,2010,6,Championship,1,Duke,ACC,61,33.29,5,Butler,Horz,59,22.45,,Duke,F,2
,16-Mar-10,2010,PI,South,16,Winthrop,BSth,44,-5.63,16,Arkansas Pine Bluff,SWAC,61,-6.44,,Arkansas Pine Bluff,U,-17
,17-Mar-11,2011,1,East,4,Kentucky,SEC,59,25.82,13,Princeton,Ivy,57,9.09,,Kentucky,F,2
,17-Mar-11,2011,1,East,5,West Virginia,BE,84,20.11,12,Clemson,ACC,76,18.16,,West Virginia,F,8
,18-Mar-11,2011,1,East,11,Marquette,CUSA,66,18.14,6,Xavier,A10,55,16.02,,Marquette,F,11
,18-Mar-11,2011,1,East,1,Ohio St.,B10,75,33.47,16,UTSA,Slnd,46,-5.32,,Ohio St.,F,29
,18-Mar-11,2011,1,East,2,North Carolina,ACC,102,22.18,15,LIU Brooklyn,NEC,87,5.43,,North Carolina,F,15
,18-Mar-11,2011,1,East,3,Syracuse,BE,77,22.49,14,Indiana St.,MVC,60,5.45,,Syracuse,F,17
,18-Mar-11,2011,1,East,7,Washington,P10,68,21.69,10,Georgia,SEC,65,12.24,,Washington,F,3
,18-Mar-11,2011,1,East,8,George Mason,CAA,61,18.3,9,Villanova,BE,57,17.83,,George Mason,F,4
,17-Mar-11,2011,1,Southeast,11,Gonzaga,WCC,86,16.45,6,St. John's,BE,71,15.87,,Gonzaga,F,15
,17-Mar-11,2011,1,Southeast,1,Pittsburgh,BE,74,27.08,16,UNC Asheville,BSth,51,1.91,,Pittsburgh,F,23
,17-Mar-11,2011,1,Southeast,2,Florida,SEC,79,20.61,15,UC Santa Barbara,BW,51,3.15,,Florida,F,28
,17-Mar-11,2011,1,Southeast,3,BYU,MWC,74,23.22,14,Wofford,SC,66,8.17,,BYU,F,8
,17-Mar-11,2011,1,Southeast,4,Wisconsin,B10,72,25.84,13,Belmont,ASun,58,18.48,,Wisconsin,F,14
,17-Mar-11,2011,1,Southeast,12,Utah St.,BW,68,19.32,5,Kansas St.,B12,73,17.42,,Kansas St.,U,-5
,17-Mar-11,2011,1,Southeast,10,Michigan St.,B10,76,15.08,7,UCLA,P10,78,13.57,,UCLA,U,-2
,17-Mar-11,2011,1,Southeast,8,Butler,Horz,60,16.46,9,Old Dominion,CAA,58,14.66,,Butler,F,2
,17-Mar-11,2011,1,Southwest,4,Louisville,CUSA,61,22.26,13,Morehead St.,OVC,62,7.01,,Morehead St.,U,-1
,17-Mar-11,2011,1,Southwest,5,Vanderbilt,SEC,66,17.33,12,Richmond,A10,69,16.01,,Richmond,U,-3
,18-Mar-11,2011,1,Southwest,6,Georgetown,BE,56,17.65,11,VCU,CAA,74,13.49,,VCU,U,-18
,18-Mar-11,2011,1,Southwest,10,Florida St.,ACC,57,16.76,7,Texas A&M,B12,50,14.62,,Florida St.,F,7
,18-Mar-11,2011,1,Southwest,1,Kansas,B12,72,28.38,16,Boston University,AE,53,-0.5,,Kansas,F,19
,18-Mar-11,2011,1,Southwest,2,Notre Dame,BE,69,23.25,15,Akron,MAC,56,4.09,,Notre Dame,F,13
,18-Mar-11,2011,1,Southwest,3,Purdue,B10,65,24.79,14,Saint Peter's,MAAC,43,2.73,,Purdue,F,22
,18-Mar-11,2011,1,Southwest,9,Illinois,B10,73,20.14,8,UNLV,MWC,62,17.75,,Illinois,F,11
,17-Mar-11,2011,1,West,2,San Diego St.,MWC,68,24.98,15,Northern Colorado,ind,50,4.05,,San Diego St.,F,18
,17-Mar-11,2011,1,West,3,Connecticut,BE,81,23.93,14,Bucknell,Pat,52,6.57,,Connecticut,F,29
,17-Mar-11,2011,1,West,6,Cincinnati,CUSA,78,19.41,11,Missouri,B12,63,15.54,,Cincinnati,F,15
,17-Mar-11,2011,1,West,7,Temple,A10,66,16.84,10,Penn St.,B10,64,14.88,,Temple,F,2
,18-Mar-11,2011,1,West,5,Arizona,P10,77,19.65,12,Memphis,CUSA,75,6.98,,Arizona,F,2
,18-Mar-11,2011,1,West,1,Duke,ACC,87,28.42,16,Hampton,MEAC,45,-4.21,,Duke,F,42
,18-Mar-11,2011,1,West,4,Texas,B12,85,25.93,13,Oakland,MCon,81,13.31,,Texas,F,4
,18-Mar-11,2011,1,West,8,Michigan,B10,75,17.69,9,Tennessee,SEC,45,12.41,,Michigan,F,30
,19-Mar-11,2011,2,East,4,Kentucky,SEC,71,25.82,5,West Virginia,BE,63,20.11,,Kentucky,F,8
,20-Mar-11,2011,2,East,3,Syracuse,BE,62,22.49,11,Marquette,CUSA,66,18.14,,Marquette,U,-4
,20-Mar-11,2011,2,East,1,Ohio St.,B10,98,33.47,8,George Mason,CAA,66,18.3,,Ohio St.,F,32
,20-Mar-11,2011,2,East,2,North Carolina,ACC,86,22.18,7,Washington,P10,83,21.69,,North Carolina,F,3
,19-Mar-11,2011,2,Southeast,1,Pittsburgh,BE,70,27.08,8,Butler,Horz,71,16.46,,Butler,U,-1
,19-Mar-11,2011,2,Southeast,2,Florida,SEC,73,20.61,7,UCLA,P10,65,13.57,,Florida,F,8
,19-Mar-11,2011,2,Southeast,3,BYU,MWC,89,23.22,11,Gonzaga,WCC,67,16.45,,BYU,F,22
,19-Mar-11,2011,2,Southeast,4,Wisconsin,B10,70,25.84,5,Kansas St.,B12,65,17.42,,Wisconsin,F,5
,19-Mar-11,2011,2,Southwest,12,Richmond,A10,65,16.01,13,Morehead St.,OVC,48,7.01,,Richmond,F,17
,20-Mar-11,2011,2,Southwest,2,Notre Dame,BE,57,23.25,10,Florida St.,ACC,71,16.76,,Florida St.,U,-14
,20-Mar-11,2011,2,Southwest,3,Purdue,B10,76,24.79,11,VCU,CAA,94,13.49,,VCU,U,-18
,20-Mar-11,2011,2,Southwest,1,Kansas,B12,73,28.38,9,Illinois,B10,59,20.14,,Kansas,F,14
,19-Mar-11,2011,2,West,2,San Diego St.,MWC,71,24.98,7,Temple,A10,64,16.84,2 OT,San Diego St.,F,7
,19-Mar-11,2011,2,West,3,Connecticut,BE,69,23.93,6,Cincinnati,CUSA,58,19.41,,Connecticut,F,11
,20-Mar-11,2011,2,West,4,Texas,B12,69,25.93,5,Arizona,P10,70,19.65,,Arizona,U,-1
,20-Mar-11,2011,2,West,1,Duke,ACC,73,28.42,8,Michigan,B10,71,17.69,,Duke,F,2
,25-Mar-11,2011,3,East,1,Ohio St.,B10,60,33.47,4,Kentucky,SEC,62,25.82,,Kentucky,U,-2
,25-Mar-11,2011,3,East,2,North Carolina,ACC,81,22.18,11,Marquette,CUSA,63,18.14,,North Carolina,F,18
,24-Mar-11,2011,3,Southeast,4,Wisconsin,B10,54,25.84,8,Butler,Horz,61,16.46,,Butler,U,-7
,24-Mar-11,2011,3,Southeast,3,BYU,MWC,74,23.22,2,Florida,SEC,83,20.61,1 OT,Florida,U,-9
,25-Mar-11,2011,3,Southwest,1,Kansas,B12,77,28.38,12,Richmond,A10,57,16.01,,Kansas,F,20
,25-Mar-11,2011,3,Southwest,10,Florida St.,ACC,71,16.76,11,VCU,CAA,72,13.49,1 OT,VCU,U,-1
,24-Mar-11,2011,3,West,1,Duke,ACC,77,28.42,5,Arizona,P10,93,19.65,,Arizona,U,-16
,24-Mar-11,2011,3,West,2,San Diego St.,MWC,67,24.98,3,Connecticut,BE,74,23.93,,Connecticut,U,-7
,27-Mar-11,2011,4,East,4,Kentucky,SEC,76,25.82,2,North Carolina,ACC,69,22.18,,Kentucky,F,7
,26-Mar-11,2011,4,Southeast,2,Florida,SEC,71,20.61,8,Butler,Horz,74,16.46,1 OT,Butler,U,-3
,27-Mar-11,2011,4,Southwest,1,Kansas,B12,61,28.38,11,VCU,CAA,71,13.49,,VCU,U,-10
,26-Mar-11,2011,4,West,3,Connecticut,BE,65,23.93,5,Arizona,P10,63,19.65,,Connecticut,F,2
,02-Apr-11,2011,5,Final Four,4,Kentucky,SEC,55,25.82,3,Connecticut,BE,56,23.93,,Connecticut,U,-1
,02-Apr-11,2011,5,Final Four,8,Butler,Horz,70,16.46,11,VCU,CAA,62,13.49,,Butler,F,8
,04-Apr-11,2011,6,Championship,3,Connecticut,BE,53,23.93,8,Butler,Horz,41,16.46,,Connecticut,F,12
,15-Mar-11,2011,PI,East,12,Clemson,ACC,70,18.16,12,UAB,CUSA,52,11.64,,Clemson,F,18
,16-Mar-11,2011,PI,East,16,UTSA,Slnd,70,-5.32,16,Alabama St.,SWAC,61,-13.19,,UTSA,F,9
,15-Mar-11,2011,PI,Southeast,16,UNC Asheville,BSth,81,1.91,16,Arkansas Little Rock,SB,77,-4.53,1 OT,UNC Asheville,F,4
,16-Mar-11,2011,PI,Southwest,11,VCU,CAA,59,13.49,11,USC,P10,46,13.29,,VCU,F,13
,15-Mar-12,2012,1,East,1,Syracuse,BE,72,26.04,16,UNC Asheville,BSth,65,5.5,,Syracuse,F,7
,15-Mar-12,2012,1,East,2,Ohio St.,B10,78,30.07,15,Loyola MD,MAAC,59,3.91,,Ohio St.,F,19
,15-Mar-12,2012,1,East,4,Wisconsin,B10,73,24.09,13,Montana,BSky,49,6.76,,Wisconsin,F,24
,15-Mar-12,2012,1,East,5,Vanderbilt,SEC,79,20.9,12,Harvard,Ivy,70,14.34,,Vanderbilt,F,9
,15-Mar-12,2012,1,East,7,Gonzaga,WCC,77,18.39,10,West Virginia,BE,54,13.56,,Gonzaga,F,23
,15-Mar-12,2012,1,East,8,Kansas St.,B12,70,17.52,9,Southern Miss,CUSA,64,10.83,,Kansas St.,F,6
,16-Mar-12,2012,1,East,3,Florida St.,ACC,66,17.14,14,St. Bonaventure,A10,63,11.78,,Florida St.,F,3
,16-Mar-12,2012,1,East,6,Cincinnati,CUSA,65,16.03,11,Texas,B12,59,15.9,,Cincinnati,F,6
,16-Mar-12,2012,1,Midwest,4,Michigan,B10,60,17.52,13,Ohio,MAC,65,11.88,,Ohio,U,-5
,16-Mar-12,2012,1,Midwest,5,Temple,A10,44,14.49,12,South Florida,CUSA,58,13.13,,South Florida,U,-14
