GameN,Date,Year,Round,Region,F.Seed,F.Team,F.Conf,F.Score,F.AdjEM,U.Seed,U.Team,U.Conf,U.Score,U.AdjEM,Overtime,W.Team,Result,Score.D
,18-Mar-18,2018,2,West,2,North Carolina,ACC,65,23.59,7,Texas A&M,B12,86,16.96,,Texas A&M,U,-21
,18-Mar-18,2018,2,West,1,Xavier,A10,70,21.51,9,Florida St.,ACC,75,17.77,,Florida St.,U,-5
,23-Mar-18,2018,3,East,1,Villanova,BE,90,33.76,5,West Virginia,BE,78,22.44,,Villanova,F,12
,23-Mar-18,2018,3,East,2,Purdue,B10,65,26.27,3,Texas Tech,B12,78,22.59,,Texas Tech,U,-13
,23-Mar-18,2018,3,Midwest,1,Kansas,B12,80,23.49,5,Clemson,ACC,76,21.65,,Kansas,F,4
,23-Mar-18,2018,3,Midwest,2,Duke,ACC,69,28.86,11,Syracuse,BE,65,14.82,,Duke,F,4
,22-Mar-18,2018,3,South,7,Nevada,WAC,68,18.39,11,Loyola Chicago,Horz,69,16.39,,Loyola Chicago,U,-1
,22-Mar-18,2018,3,South,9,Kansas,B12,61,23.49,5,Kentucky,SEC,58,20.44,,Kansas,F,3
,22-Mar-18,2018,3,West,3,Michigan,B10,99,24.2,7,Texas A&M,B12,72,16.96,,Michigan,F,27
,22-Mar-18,2018,3,West,4,Gonzaga,WCC,60,23.03,9,Florida St.,ACC,75,17.77,,Florida St.,U,-15
,25-Mar-18,2018,4,East,1,Villanova,BE,71,33.76,3,Texas Tech,B12,59,22.59,,Villanova,F,12
,25-Mar-18,2018,4,Midwest,2,Duke,ACC,81,28.86,1,Kansas,B12,85,23.49,1 OT,Kansas,U,-4
,24-Mar-18,2018,4,South,11,Loyola Chicago,Horz,78,16.39,9,Kansas St.,B12,62,14.77,,Loyola Chicago,F,16
,24-Mar-18,2018,4,West,3,Michigan,B10,58,24.2,9,Florida St.,ACC,54,17.77,,Michigan,F,4
,31-Mar-18,2018,5,Final Four,3,Michigan,B10,69,24.2,11,Loyola Chicago,Horz,57,16.39,,Michigan,F,12
,31-Mar-18,2018,5,Final Four,1,Villanova,BE,95,33.76,1,Kansas,B12,79,23.49,,Villanova,F,16
,02-Apr-18,2018,6,Championship,1,Villanova,BE,79,33.76,3,Michigan,B10,62,24.2,,Villanova,F,17
,13-Mar-18,2018,PI,East,16,Radford,BSth,71,0.07,16,LIU Brooklyn,NEC,61,-8.27,,Radford,F,10
,13-Mar-18,2018,PI,East,11,UCLA,P10,58,13.52,11,St. Bonaventure,A10,65,11.21,,St. Bonaventure,U,-7
,14-Mar-18,2018,PI,Midwest,11,Syracuse,BE,60,14.82,11,Arizona St.,P10,56,14.13,,Syracuse,F,4
,14-Mar-18,2018,PI,West,16,Texas Southern,SWAC,64,-6.65,16,North Carolina Central,ind,46,-13.41,,Texas Southern,F,18
0,19-Mar-19,2019,PI,East,11,Belmont,ASun,81,14.09,11,Temple,A10,70,9.72,,Belmont,F,11
0,19-Mar-19,2019,PI,West,16,Prairie View A&M,SWAC,76,-4.13,16,Fairleigh Dickinson,NEC,82,-4.22,,Fairleigh Dickinson,U,-6
0,20-Mar-19,2019,PI,West,11,Arizona St.,P10,74,11.55,11,St. John's,BE,65,7.61,,Arizona St.,F,9
0,20-Mar-19,2019,PI,West,16,Prairie View A&M,SWAC,76,-4.13,16,Fairleigh Dickinson,NEC,82,-4.22,,Fairleigh Dickinson,U,-6
1,22-Mar-19,2019,1,East,1,Duke,ACC,85,30.62,16,North Dakota St.,ind,62,-3.2,,Duke,F,23
2,22-Mar-19,2019,1,East,9,UCF,ASun,73,16.51,8,VCU,CAA,58,14.89,,UCF,F,15
3,22-Mar-19,2019,1,East,5,Mississippi St.,SEC,76,20.04,12,Liberty,BSth,80,11.54,,Liberty,U,-4
4,22-Mar-19,2019,1,East,4,Virginia Tech,BE,66,24.07,13,Saint Louis,CUSA,52,6.02,,Virginia Tech,F,14
5,21-Mar-19,2019,1,East,6,Maryland,ACC,79,19.29,11,Belmont,ASun,77,14.09,,Maryland,F,2
6,21-Mar-19,2019,1,East,3,LSU,SEC,79,20.22,14,Yale,Ivy,74,8.79,,LSU,F,5
7,21-Mar-19,2019,1,East,7,Louisville,CUSA,76,19.35,10,Minnesota,B10,86,14.35,,Minnesota,U,-10
8,21-Mar-19,2019,1,East,2,Michigan St.,B10,76,30.81,15,Bradley,MVC,65,0.09,,Michigan St.,F,11
9,21-Mar-19,2019,1,West,1,Gonzaga,WCC,87,32.85,16,Fairleigh Dickinson,NEC,49,-4.22,,Gonzaga,F,38
10,21-Mar-19,2019,1,West,9,Baylor,B12,78,16.48,8,Syracuse,BE,69,15.13,,Baylor,F,9
11,21-Mar-19,2019,1,West,5,Marquette,CUSA,64,16.52,12,Murray St.,OVC,83,13.83,,Murray St.,U,-19
12,21-Mar-19,2019,1,West,4,Florida St.,ACC,76,22.39,13,Vermont,AE,69,8.86,,Florida St.,F,7
13,22-Mar-19,2019,1,West,6,Buffalo,MAC,91,19.85,11,Arizona St.,P10,74,11.55,,Buffalo,F,17
14,22-Mar-19,2019,1,West,3,Texas Tech,B12,72,30.03,14,Northern Kentucky,ASun,57,7.14,,Texas Tech,F,15
15,21-Mar-19,2019,1,West,10,Florida,SEC,70,18.3,7,Nevada,WAC,61,18.18,,Florida,F,9
16,21-Mar-19,2019,1,West,2,Michigan,B10,74,28.32,15,Montana,BSky,55,3.53,,Michigan,F,19
17,22-Mar-19,2019,1,South,1,Virginia,ACC,71,34.22,16,Gardner Webb,ind,56,-0.04,,Virginia,F,15
18,22-Mar-19,2019,1,South,9,Oklahoma,B12,95,16.94,8,Mississippi,SEC,72,13.98,,Oklahoma,F,23
19,22-Mar-19,2019,1,South,5,Wisconsin,B10,54,21.94,12,Oregon,P10,72,17.86,,Oregon,U,-18
20,22-Mar-19,2019,1,South,4,Kansas St.,B12,64,20.06,13,UC Irvine,BW,70,9.16,,UC Irvine,U,-6
21,21-Mar-19,2019,1,South,6,Villanova,BE,61,17.33,11,Saint Mary's,WCC,57,17.31,,Villanova,F,4
22,21-Mar-19,2019,1,South,3,Purdue,B10,61,26.81,14,Old Dominion,CAA,48,5.45,,Purdue,F,13
23,22-Mar-19,2019,1,South,7,Cincinnati,CUSA,72,17.5,10,Iowa,B10,79,16.02,,Iowa,U,-7
24,22-Mar-19,2019,1,South,2,Tennessee,SEC,77,26.24,15,Colgate,Pat,70,4.6,,Tennessee,F,7
25,22-Mar-19,2019,1,Midwest,1,North Carolina,ACC,88,27.69,16,Iona,MAAC,73,-2.88,,North Carolina,F,15
26,22-Mar-19,2019,1,Midwest,8,Utah St.,BW,61,15.41,9,Washington,P10,78,14.28,,Washington,U,-17
27,21-Mar-19,2019,1,Midwest,6,Auburn,SEC,78,25,12,New Mexico St.,SB,77,13.62,,Auburn,F,1
28,21-Mar-19,2019,1,Midwest,4,Kansas,B12,87,21.57,13,Northeastern,AE,53,7.59,,Kansas,F,34
29,22-Mar-19,2019,1,Midwest,6,Iowa St.,B12,59,22.09,11,Ohio St.,B10,62,14.66,,Ohio St.,U,-3
30,22-Mar-19,2019,1,Midwest,3,Houston,CUSA,84,24.13,14,Georgia St.,ASun,55,4.85,,Houston,F,29
31,21-Mar-19,2019,1,Midwest,1,Wofford,SC,84,20.69,10,Seton Hall,BE,68,11.5,,Wofford,F,16
32,21-Mar-19,2019,1,Midwest,2,Kentucky,SEC,79,27.57,15,Abilene Christian,Slnd,44,1.35,,Kentucky,F,35
33,24-Mar-19,2019,2,East,1,Duke,ACC,77,30.62,9,UCF,ASun,76,16.51,,Duke,F,1
34,24-Mar-19,2019,2,East,4,Virginia Tech,BE,67,24.07,12,Liberty,BSth,58,11.54,,Virginia Tech,F,9
35,23-Mar-19,2019,2,East,3,LSU,SEC,69,20.22,6,Maryland,ACC,67,19.29, ,LSU,F,2
36,23-Mar-19,2019,2,East,2,Michigan St.,B10,70,30.81,10,Minnesota,B10,50,14.35,,Michigan St.,F,20
37,23-Mar-19,2019,2,West,1,Gonzaga,WCC,83,32.85,9,Baylor,B12,71,16.48,,Gonzaga,F,12
38,23-Mar-19,2019,2,West,4,Florida St.,ACC,90,22.39,12,Murray St.,OVC,62,13.83,,Florida St.,F,28
39,24-Mar-19,2019,2,West,3,Texas Tech,B12,78,30.03,6,Buffalo,MAC,58,19.85,,Texas Tech,F,20
40,23-Mar-19,2019,2,West,2,Michigan,B10,64,28.32,10,Florida,SEC,49,18.3,,Michigan,F,15
41,24-Mar-19,2019,2,South,1,Virginia,ACC,63,34.22,9,Oklahoma,B12,51,16.94,,Virginia,F,12
42,24-Mar-19,2019,2,South,12,Oregon,P10,73,17.86,13,UC Irvine,BW,54,9.16,,Oregon,F,19
43,23-Mar-19,2019,2,South,3,Purdue,B10,87,26.81,6,Villanova,BE,61,17.33,,Purdue,F,26
44,24-Mar-19,2019,2,South,2,Tennessee,SEC,83,26.24,10,Iowa,B10,77,16.02,1 OT,Tennessee,F,6
45,24-Mar-19,2019,2,Midwest,1,North Carolina,ACC,81,27.69,9,Washington,P10,59,14.28,,North Carolina,F,22
46,23-Mar-19,2019,2,Midwest,5,Auburn,SEC,89,25,4,Kansas,B12,75,21.57,,Auburn,F,14
47,24-Mar-19,2019,2,Midwest,3,Houston,CUSA,74,24.13,11,Ohio St.,B10,59,14.66,,Houston,F,15
48,23-Mar-19,2019,2,Midwest,2,Kentucky,SEC,62,27.57,7,Wofford,SC,56,20.69,,Kentucky,F,6
49,29-Mar-19,2019,3,East,1,Duke,ACC,75,30.62,4,Virginia Tech,BE,73,24.07,,Duke,F,2
50,29-Mar-19,2019,3,East,2,Michigan St.,B10,80,30.81,3,LSU,SEC,63,20.22,,Michigan St.,F,17
51,28-Mar-19,2019,3,West,1,Gonzaga,WCC,72,32.85,4,Florida St.,ACC,58,22.39,,Gonzaga,F,14
52,28-Mar-19,2019,3,West,3,Texas Tech,B12,63,30.03,2,Michigan,B10,44,28.32,,Texas Tech,F,19
53,28-Mar-19,2019,3,South,1,Virginia,ACC,53,34.22,12,Oregon,P10,49,17.86,,Virginia,F,4
54,28-Mar-19,2019,3,South,3,Purdue,B10,99,26.81,2,Tennessee,SEC,94,26.24,1 OT,Purdue,F,5
55,29-Mar-19,2019,3,Midwest,1,North Carolina,ACC,80,27.69,5,Auburn,SEC,97,25,,Auburn,U,-17
56,29-Mar-19,2019,3,Midwest,2,Kentucky,SEC,62,27.57,3,Houston,CUSA,58,24.13,,Kentucky,F,4
57,31-Mar-19,2019,4,East,2,Michigan St.,B10,68,30.81,1,Duke,ACC,67,30.62,,Michigan St.,F,1
58,30-Mar-19,2019,4,West,1,Gonzaga,WCC,69,32.85,3,Texas Tech,B12,75,30.03,,Texas Tech,U,-6
59,30-Mar-19,2019,4,South,1,Virginia,ACC,80,34.22,3,Purdue,B10,75,26.81,1 OT,Virginia,F,5
60,31-Mar-19,2019,4,Midwest,2,Kentucky,SEC,71,27.57,5,Auburn,SEC,77,25,1 OT,Auburn,U,-6
61,06-Apr-19,2019,5,Final Four,3,Texas Tech,B12,61,30.03,2,Michigan,B10,51,28.32,,Texas Tech,F,10
62,06-Apr-19,2019,5,Final Four,1,Virginia,ACC,63,34.22,5,Auburn,SEC,62,25,,Virginia,F,1
63,08-Apr-19,2019,6,Championship,1,Virginia,ACC,85,34.22,3,Texas Tech,B12,77,30.03,1 OT,Virginia,F,8
