"","Date","Year","Round","Region","WSeed","Winner","wConf","WScore","W.AdjEM","LSeed","Loser","Lconf","LScore","AdjEM","Overtime"
"1138","20-Mar-03",2003,"1","Midwest",13,"Tulsa","WAC",84,13.04,4,"Dayton","A10",71,14.53,""
"1139","20-Mar-03",2003,"1","West",11,"Central Michigan","MAC",79,10.01,6,"Creighton","MVC",73,17.54,""
"1140","20-Mar-03",2003,"1","East",1,"Oklahoma","B12",71,23.01,16,"South Carolina St.","MEAC",54,-8.59,""
"1141","20-Mar-03",2003,"1","East",8,"California","P10",76,13.59,9,"North Carolina St.","ACC",74,13.18,"1 OT"
"1142","20-Mar-03",2003,"1","Midwest",3,"Marquette","CUSA",72,21.3,14,"Holy Cross","Pat",68,10.4,""
"1143","20-Mar-03",2003,"1","Midwest",5,"Wisconsin","B10",81,22.07,12,"Weber St.","BSky",74,8.88,""
"1144","20-Mar-03",2003,"1","Midwest",6,"Missouri","B12",72,17.32,11,"Southern Illinois","MVC",71,11.76,""
"1145","20-Mar-03",2003,"1","South",4,"Stanford","P10",77,14.57,13,"San Diego","WCC",69,8.32,""
"1146","20-Mar-03",2003,"1","South",5,"Connecticut","BE",58,19.54,12,"BYU","MWC",53,17.68,""
"1147","20-Mar-03",2003,"1","West",1,"Arizona","P10",80,26.8,16,"Vermont","AE",51,1.57,""
"1148","20-Mar-03",2003,"1","West",2,"Kansas","B12",64,28.62,15,"Utah St.","BW",61,7.41,""
"1149","20-Mar-03",2003,"1","West",3,"Duke","ACC",67,23.75,14,"Colorado St.","MWC",57,5.96,""
"1150","20-Mar-03",2003,"1","West",4,"Illinois","B10",65,24.47,13,"Western Kentucky","SB",60,11.75,""
"1151","20-Mar-03",2003,"1","West",5,"Notre Dame","BE",70,20.31,12,"Milwaukee","Horz",69,12.97,""
"1152","20-Mar-03",2003,"1","West",10,"Arizona St.","P10",84,16.49,7,"Memphis","CUSA",71,16.72,""
"1153","20-Mar-03",2003,"1","West",9,"Gonzaga","WCC",74,15.58,8,"Cincinnati","CUSA",69,14.69,""
"1154","21-Mar-03",2003,"1","East",12,"Butler","Horz",47,16.09,5,"Mississippi St.","SEC",46,21.53,""
"1155","21-Mar-03",2003,"1","East",2,"Wake Forest","ACC",76,19.87,15,"East Tennessee St.","SC",73,1.75,""
"1156","21-Mar-03",2003,"1","East",3,"Syracuse","BE",76,23.28,14,"Manhattan","MAAC",65,10.04,""
"1157","21-Mar-03",2003,"1","East",4,"Louisville","CUSA",86,22.75,13,"Austin Peay","OVC",64,2.65,""
"1158","21-Mar-03",2003,"1","East",6,"Oklahoma St.","B12",77,17.67,11,"Penn","Ivy",63,13.35,""
"1159","21-Mar-03",2003,"1","Midwest",1,"Kentucky","SEC",95,29.18,16,"IUPUI","MCon",64,0.46,""
"1160","21-Mar-03",2003,"1","Midwest",2,"Pittsburgh","BE",87,28.61,15,"Wagner","NEC",61,-1.16,""
"1161","21-Mar-03",2003,"1","Midwest",7,"Indiana","B10",67,14.48,10,"Alabama","SEC",62,14.6,""
"1162","21-Mar-03",2003,"1","South",1,"Texas","B12",82,23.49,16,"UNC Asheville","BSth",61,-12.35,""
"1163","21-Mar-03",2003,"1","South",2,"Florida","SEC",85,22.14,15,"Sam Houston St.","Slnd",55,0.82,""
"1164","21-Mar-03",2003,"1","South",3,"Xavier","A10",71,19.88,14,"Troy","ASun",59,NA,""
"1165","21-Mar-03",2003,"1","South",6,"Maryland","ACC",75,22,11,"UNC Wilmington","CAA",73,14.62,""
"1166","21-Mar-03",2003,"1","South",7,"Michigan St.","B10",79,20.26,10,"Colorado","B12",64,15.27,""
"1167","21-Mar-03",2003,"1","East",10,"Auburn","SEC",65,13.63,7,"Saint Joseph's","A10",63,20.75,"1 OT"
"1168","21-Mar-03",2003,"1","Midwest",9,"Utah","MWC",60,14.04,8,"Oregon","P10",58,14.25,""
"1169","21-Mar-03",2003,"1","South",9,"Purdue","B10",80,17.42,8,"LSU","SEC",56,18.15,""
"1170","22-Mar-03",2003,"2","East",1,"Oklahoma","B12",74,23.01,8,"California","P10",65,13.59,""
"1171","22-Mar-03",2003,"2","Midwest",3,"Marquette","CUSA",101,21.3,6,"Missouri","B12",92,17.32,"1 OT"
"1172","22-Mar-03",2003,"2","Midwest",5,"Wisconsin","B10",61,22.07,13,"Tulsa","WAC",60,13.04,""
"1173","22-Mar-03",2003,"2","West",1,"Arizona","P10",96,26.8,9,"Gonzaga","WCC",95,15.58,"2 OT"
"1174","22-Mar-03",2003,"2","West",2,"Kansas","B12",108,28.62,10,"Arizona St.","P10",76,16.49,""
"1175","22-Mar-03",2003,"2","West",3,"Duke","ACC",86,23.75,11,"Central Michigan","MAC",60,10.01,""
"1176","22-Mar-03",2003,"2","South",5,"Connecticut","BE",85,19.54,4,"Stanford","P10",74,14.57,""
"1177","22-Mar-03",2003,"2","West",5,"Notre Dame","BE",68,20.31,4,"Illinois","B10",60,24.47,""
"1178","23-Mar-03",2003,"2","East",10,"Auburn","SEC",68,13.63,2,"Wake Forest","ACC",62,19.87,""
"1179","23-Mar-03",2003,"2","East",12,"Butler","Horz",79,16.09,4,"Louisville","CUSA",71,22.75,""
"1180","23-Mar-03",2003,"2","South",7,"Michigan St.","B10",68,20.26,2,"Florida","SEC",46,22.14,""
"1181","23-Mar-03",2003,"2","East",3,"Syracuse","BE",68,23.28,6,"Oklahoma St.","B12",56,17.67,""
"1182","23-Mar-03",2003,"2","Midwest",1,"Kentucky","SEC",74,29.18,9,"Utah","MWC",54,14.04,""
"1183","23-Mar-03",2003,"2","Midwest",2,"Pittsburgh","BE",74,28.61,7,"Indiana","B10",52,14.48,""
"1184","23-Mar-03",2003,"2","South",1,"Texas","B12",77,23.49,9,"Purdue","B10",67,17.42,""
"1185","23-Mar-03",2003,"2","South",6,"Maryland","ACC",77,22,3,"Xavier","A10",64,19.88,""
"1186","27-Mar-03",2003,"3","Midwest",1,"Kentucky","SEC",63,29.18,5,"Wisconsin","B10",57,22.07,""
"1187","27-Mar-03",2003,"3","West",1,"Arizona","P10",88,26.8,5,"Notre Dame","BE",71,20.31,""
"1188","27-Mar-03",2003,"3","West",2,"Kansas","B12",69,28.62,3,"Duke","ACC",65,23.75,""
"1189","27-Mar-03",2003,"3","Midwest",3,"Marquette","CUSA",77,21.3,2,"Pittsburgh","BE",74,28.61,""
"1190","28-Mar-03",2003,"3","East",1,"Oklahoma","B12",65,23.01,12,"Butler","Horz",54,16.09,""
"1191","28-Mar-03",2003,"3","East",3,"Syracuse","BE",79,23.28,10,"Auburn","SEC",78,13.63,""
"1192","28-Mar-03",2003,"3","South",1,"Texas","B12",82,23.49,5,"Connecticut","BE",78,19.54,""
"1193","28-Mar-03",2003,"3","South",7,"Michigan St.","B10",60,20.26,6,"Maryland","ACC",58,22,""
"1194","29-Mar-03",2003,"4","Midwest",3,"Marquette","CUSA",83,21.3,1,"Kentucky","SEC",69,29.18,""
"1195","29-Mar-03",2003,"4","West",2,"Kansas","B12",78,28.62,1,"Arizona","P10",75,26.8,""
"1196","30-Mar-03",2003,"4","South",1,"Texas","B12",85,23.49,7,"Michigan St.","B10",76,20.26,""
"1197","30-Mar-03",2003,"4","East",3,"Syracuse","BE",63,23.28,1,"Oklahoma","B12",47,23.01,""
"1198","5-Apr-03",2003,"5","Final Four",2,"Kansas","B12",94,28.62,3,"Marquette","CUSA",61,21.3,""
"1199","5-Apr-03",2003,"5","Final Four",3,"Syracuse","BE",95,23.28,1,"Texas","B12",84,23.49,""
"1200","7-Apr-03",2003,"6","Championship",3,"Syracuse","BE",81,23.28,2,"Kansas","B12",78,28.62,""
"1201","16-Mar-04",2004,"PI","Midwest",16,"Florida A&M","MEAC",72,-9.35,16,"Lehigh","Pat",57,-7.01,""
"1202","18-Mar-04",2004,"1","East",12,"Manhattan","MAAC",75,13.38,5,"Florida","SEC",60,18.26,""
"1203","18-Mar-04",2004,"1","East",1,"Saint Joseph's","A10",82,27.66,16,"Liberty","BSth",63,-2.5,""
"1204","18-Mar-04",2004,"1","East",4,"Wake Forest","ACC",79,21.69,13,"VCU","CAA",78,9.09,""
"1205","18-Mar-04",2004,"1","East",8,"Texas Tech","B12",76,17.11,9,"Charlotte","CUSA",73,14.25,""
"1206","18-Mar-04",2004,"1","Midwest",2,"Gonzaga","WCC",76,25.34,15,"Valparaiso","MCon",49,0.53,""
"1207","18-Mar-04",2004,"1","South",1,"Duke","ACC",96,32.33,16,"Alabama St.","SWAC",61,-10.72,""
"1208","18-Mar-04",2004,"1","South",3,"Texas","B12",66,21.54,14,"Princeton","Ivy",49,4.86,""
"1209","18-Mar-04",2004,"1","South",6,"North Carolina","ACC",63,23.23,11,"Air Force","MWC",52,15.42,""
"1210","18-Mar-04",2004,"1","South",8,"Seton Hall","BE",80,17.35,9,"Arizona","P10",76,16.18,""
"1211","18-Mar-04",2004,"1","West",1,"Stanford","P10",71,22.52,16,"UTSA","Slnd",45,-7.69,""
"1212","18-Mar-04",2004,"1","West",2,"Connecticut","BE",70,28.3,15,"Vermont","AE",53,-1.37,""
"1213","18-Mar-04",2004,"1","West",4,"Maryland","ACC",86,19.81,13,"UTEP","WAC",83,14.69,""
"1214","18-Mar-04",2004,"1","West",5,"Syracuse","BE",80,16.34,12,"BYU","MWC",75,15.64,""
"1215","18-Mar-04",2004,"1","West",7,"DePaul","CUSA",76,11.36,10,"Dayton","A10",69,9.75,"2 OT"
"1216","18-Mar-04",2004,"1","West",8,"Alabama","SEC",65,16.5,9,"Southern Illinois","MVC",64,14.33,""
"1217","18-Mar-04",2004,"1","Midwest",10,"Nevada","WAC",72,20.27,7,"Michigan St.","B10",66,15.66,""
"1218","19-Mar-04",2004,"1","Midwest",12,"Pacific","BW",66,8.93,5,"Providence","BE",58,18.32,""
"1219","19-Mar-04",2004,"1","East",2,"Oklahoma St.","B12",75,27.37,15,"Eastern Washington","BSky",56,3.09,""
"1220","19-Mar-04",2004,"1","East",3,"Pittsburgh","BE",53,25.91,14,"UCF","ASun",44,5.91,""
"1221","19-Mar-04",2004,"1","East",6,"Wisconsin","B10",76,25.74,11,"Richmond","A10",64,15.07,""
"1222","19-Mar-04",2004,"1","East",7,"Memphis","CUSA",59,16.17,10,"South Carolina","SEC",43,15.02,""
"1223","19-Mar-04",2004,"1","Midwest",1,"Kentucky","SEC",96,23.35,16,"Florida A&M","MEAC",76,-9.35,""
"1224","19-Mar-04",2004,"1","Midwest",3,"Georgia Tech","ACC",65,24.69,14,"Northern Iowa","MVC",60,8.78,""
"1225","19-Mar-04",2004,"1","Midwest",4,"Kansas","B12",78,20.89,13,"Illinois Chicago","Horz",53,10.39,""
"1226","19-Mar-04",2004,"1","Midwest",6,"Boston College","BE",58,15.42,11,"Utah","MWC",51,14.13,""
"1227","19-Mar-04",2004,"1","South",2,"Mississippi St.","SEC",85,21.74,15,"Monmouth","NEC",52,-3.99,""
"1228","19-Mar-04",2004,"1","South",4,"Cincinnati","CUSA",80,21.56,13,"East Tennessee St.","SC",77,8.6,""
"1229","19-Mar-04",2004,"1","South",5,"Illinois","B10",72,22.11,12,"Murray St.","OVC",53,10.62,""
"1230","19-Mar-04",2004,"1","South",7,"Xavier","A10",80,20.16,10,"Louisville","CUSA",70,20.44,""
"1231","19-Mar-04",2004,"1","West",3,"North Carolina St.","ACC",61,23.98,14,"Lafayette","Pat",52,-5.28,""
"1232","19-Mar-04",2004,"1","West",6,"Vanderbilt","SEC",71,18.64,11,"Western Michigan","MAC",58,16.29,""
"1233","19-Mar-04",2004,"1","Midwest",9,"UAB","CUSA",102,13.63,8,"Washington","P10",100,10.78,""
"1234","20-Mar-04",2004,"2","Midwest",10,"Nevada","WAC",91,20.27,2,"Gonzaga","WCC",72,25.34,""
"1235","20-Mar-04",2004,"2","West",8,"Alabama","SEC",70,16.5,1,"Stanford","P10",67,22.52,""
"1236","20-Mar-04",2004,"2","East",1,"Saint Joseph's","A10",70,27.66,8,"Texas Tech","B12",65,17.11,""
"1237","20-Mar-04",2004,"2","East",4,"Wake Forest","ACC",84,21.69,12,"Manhattan","MAAC",80,13.38,""
"1238","20-Mar-04",2004,"2","South",1,"Duke","ACC",90,32.33,8,"Seton Hall","BE",62,17.35,""
"1239","20-Mar-04",2004,"2","South",3,"Texas","B12",78,21.54,6,"North Carolina","ACC",75,23.23,""
"1240","20-Mar-04",2004,"2","West",2,"Connecticut","BE",72,28.3,7,"DePaul","CUSA",55,11.36,""
"1241","20-Mar-04",2004,"2","West",5,"Syracuse","BE",72,16.34,4,"Maryland","ACC",70,19.81,""
"1242","21-Mar-04",2004,"2","Midwest",9,"UAB","CUSA",76,13.63,1,"Kentucky","SEC",75,23.35,""
"1243","21-Mar-04",2004,"2","South",7,"Xavier","A10",89,20.16,2,"Mississippi St.","SEC",74,21.74,""
"1244","21-Mar-04",2004,"2","East",2,"Oklahoma St.","B12",70,27.37,7,"Memphis","CUSA",53,16.17,""
"1245","21-Mar-04",2004,"2","East",3,"Pittsburgh","BE",59,25.91,6,"Wisconsin","B10",55,25.74,""
"1246","21-Mar-04",2004,"2","Midwest",3,"Georgia Tech","ACC",57,24.69,6,"Boston College","BE",54,15.42,""
"1247","21-Mar-04",2004,"2","Midwest",4,"Kansas","B12",78,20.89,12,"Pacific","BW",63,8.93,""
"1248","21-Mar-04",2004,"2","West",6,"Vanderbilt","SEC",75,18.64,3,"North Carolina St.","ACC",73,23.98,""
"1249","21-Mar-04",2004,"2","South",5,"Illinois","B10",92,22.11,4,"Cincinnati","CUSA",68,21.56,""
"1250","25-Mar-04",2004,"3","East",1,"Saint Joseph's","A10",84,27.66,4,"Wake Forest","ACC",80,21.69,""
"1251","25-Mar-04",2004,"3","East",2,"Oklahoma St.","B12",63,27.37,3,"Pittsburgh","BE",51,25.91,""
"1252","25-Mar-04",2004,"3","West",2,"Connecticut","BE",73,28.3,6,"Vanderbilt","SEC",53,18.64,""
"1253","25-Mar-04",2004,"3","West",8,"Alabama","SEC",80,16.5,5,"Syracuse","BE",71,16.34,""
"1254","26-Mar-04",2004,"3","South",7,"Xavier","A10",79,20.16,3,"Texas","B12",71,21.54,""
"1255","26-Mar-04",2004,"3","Midwest",3,"Georgia Tech","ACC",72,24.69,10,"Nevada","WAC",67,20.27,""
"1256","26-Mar-04",2004,"3","Midwest",4,"Kansas","B12",100,20.89,9,"UAB","CUSA",74,13.63,""
"1257","26-Mar-04",2004,"3","South",1,"Duke","ACC",72,32.33,5,"Illinois","B10",62,22.11,""
"1258","27-Mar-04",2004,"4","West",2,"Connecticut","BE",87,28.3,8,"Alabama","SEC",71,16.5,""
"1259","27-Mar-04",2004,"4","East",2,"Oklahoma St.","B12",64,27.37,1,"Saint Joseph's","A10",62,27.66,""
"1260","28-Mar-04",2004,"4","Midwest",3,"Georgia Tech","ACC",79,24.69,4,"Kansas","B12",71,20.89,"1 OT"
"1261","28-Mar-04",2004,"4","South",1,"Duke","ACC",66,32.33,7,"Xavier","A10",63,20.16,""
"1262","3-Apr-04",2004,"5","Final Four",2,"Connecticut","BE",79,28.3,1,"Duke","ACC",78,32.33,""
"1263","3-Apr-04",2004,"5","Final Four",3,"Georgia Tech","ACC",67,24.69,2,"Oklahoma St.","B12",65,27.37,""
"1264","5-Apr-04",2004,"6","Championship",2,"Connecticut","BE",82,28.3,3,"Georgia Tech","ACC",73,24.69,""
"1265","15-Mar-05",2005,"PI","East",16,"Oakland","MCon",79,-1.2,16,"Alabama A&M","SWAC",69,-12.49,""
"1266","17-Mar-05",2005,"1","Midwest",12,"Milwaukee","Horz",83,14.69,5,"Alabama","SEC",73,20.51,""
"1267","17-Mar-05",2005,"1","Midwest",11,"UAB","CUSA",82,12.51,6,"LSU","SEC",68,13.8,""
"1268","17-Mar-05",2005,"1","Midwest",1,"Illinois","B10",67,32.68,16,"Fairleigh Dickinson","NEC",55,-2.52,""
"1269","17-Mar-05",2005,"1","Midwest",3,"Arizona","P10",66,22.22,14,"Utah St.","BW",53,19.62,""
"1270","17-Mar-05",2005,"1","Midwest",4,"Boston College","BE",85,18.3,13,"Penn","Ivy",65,9.6,""
"1271","17-Mar-05",2005,"1","South",2,"Kentucky","SEC",72,24.1,15,"Eastern Kentucky","OVC",64,1.98,""
"1272","17-Mar-05",2005,"1","South",3,"Oklahoma","B12",84,22.55,14,"Niagara","MAAC",67,5.43,""
"1273","17-Mar-05",2005,"1","South",6,"Utah","MWC",60,20.33,11,"UTEP","WAC",54,11.62,""
"1274","17-Mar-05",2005,"1","South",7,"Cincinnati","CUSA",76,20.43,10,"Iowa","B10",64,17.17,""
"1275","17-Mar-05",2005,"1","West",1,"Washington","P10",88,22.18,16,"Montana","BSky",77,-2.73,""
"1276","17-Mar-05",2005,"1","West",2,"Wake Forest","ACC",70,24.86,15,"Chattanooga","SC",54,0.03,""
"1277","17-Mar-05",2005,"1","West",3,"Gonzaga","WCC",74,17.88,14,"Winthrop","BSth",64,4.97,""
"1278","17-Mar-05",2005,"1","West",6,"Texas Tech","B12",78,15.47,11,"UCLA","P10",66,10.74,""
"1279","17-Mar-05",2005,"1","West",7,"West Virginia","BE",63,15,10,"Creighton","MVC",61,14.33,""
"1280","17-Mar-05",2005,"1","West",8,"Pacific","BW",79,14.08,9,"Pittsburgh","BE",71,18.41,""
"1281","17-Mar-05",2005,"1","Midwest",9,"Nevada","WAC",61,12.11,8,"Texas","B12",57,17.01,""
"1282","18-Mar-05",2005,"1","East",14,"Bucknell","Pat",64,6.69,3,"Kansas","B12",63,23.08,""
"1283","18-Mar-05",2005,"1","South",13,"Vermont","AE",60,13.53,4,"Syracuse","BE",57,20.98,"1 OT"
"1284","18-Mar-05",2005,"1","East",1,"North Carolina","ACC",96,32.77,16,"Oakland","MCon",68,-1.2,""
"1285","18-Mar-05",2005,"1","East",2,"Connecticut","BE",77,21.94,15,"UCF","ASun",71,-2.56,""
"1286","18-Mar-05",2005,"1","East",4,"Florida","SEC",67,23.93,13,"Ohio","MAC",62,8.29,""
"1287","18-Mar-05",2005,"1","East",5,"Villanova","BE",55,25.02,12,"New Mexico","MWC",47,15.54,""
"1288","18-Mar-05",2005,"1","East",6,"Wisconsin","B10",57,20.81,11,"Northern Iowa","MVC",52,13.36,""
"1289","18-Mar-05",2005,"1","Midwest",2,"Oklahoma St.","B12",63,25.02,15,"Southeastern Louisiana","Slnd",50,3.2,""
"1290","18-Mar-05",2005,"1","Midwest",7,"Southern Illinois","MVC",65,16.75,10,"Saint Mary's","WCC",56,9.41,""
"1291","18-Mar-05",2005,"1","South",1,"Duke","ACC",57,27.41,16,"Delaware St.","MEAC",46,-4.95,""
"1292","18-Mar-05",2005,"1","South",5,"Michigan St.","B10",89,25.67,12,"Old Dominion","CAA",81,10.04,""
"1293","18-Mar-05",2005,"1","West",4,"Louisville","CUSA",68,25.78,13,"Lafayette","Pat",62,-12.19,""
"1294","18-Mar-05",2005,"1","West",5,"Georgia Tech","ACC",80,19.23,12,"George Washington","A10",68,14.41,""
"1295","18-Mar-05",2005,"1","East",10,"North Carolina St.","ACC",75,18.93,7,"Charlotte","CUSA",63,12.15,""
"1296","18-Mar-05",2005,"1","East",9,"Iowa St.","B12",64,13.02,8,"Minnesota","B10",53,14.06,""
"1297","18-Mar-05",2005,"1","South",9,"Mississippi St.","SEC",93,15.25,8,"Stanford","P10",70,10.63,""
"1298","19-Mar-05",2005,"2","Midwest",12,"Milwaukee","Horz",83,14.69,4,"Boston College","BE",75,18.3,""
"1299","19-Mar-05",2005,"2","West",7,"West Virginia","BE",111,15,2,"Wake Forest","ACC",105,24.86,"2 OT"
"1300","19-Mar-05",2005,"2","Midwest",1,"Illinois","B10",71,32.68,9,"Nevada","WAC",59,12.11,""
"1301","19-Mar-05",2005,"2","Midwest",3,"Arizona","P10",85,22.22,11,"UAB","CUSA",63,12.51,""
"1302","19-Mar-05",2005,"2","South",2,"Kentucky","SEC",69,24.1,7,"Cincinnati","CUSA",60,20.43,""
"1303","19-Mar-05",2005,"2","West",1,"Washington","P10",97,22.18,8,"Pacific","BW",79,14.08,""
"1304","19-Mar-05",2005,"2","South",6,"Utah","MWC",67,20.33,3,"Oklahoma","B12",58,22.55,""
"1305","19-Mar-05",2005,"2","West",6,"Texas Tech","B12",71,15.47,3,"Gonzaga","WCC",69,17.88,""
"1306","20-Mar-05",2005,"2","East",10,"North Carolina St.","ACC",65,18.93,2,"Connecticut","BE",62,21.94,""
"1307","20-Mar-05",2005,"2","East",1,"North Carolina","ACC",92,32.77,9,"Iowa St.","B12",65,13.02,""
"1308","20-Mar-05",2005,"2","East",6,"Wisconsin","B10",71,20.81,14,"Bucknell","Pat",62,6.69,""
"1309","20-Mar-05",2005,"2","Midwest",2,"Oklahoma St.","B12",85,25.02,7,"Southern Illinois","MVC",77,16.75,""
"1310","20-Mar-05",2005,"2","South",1,"Duke","ACC",63,27.41,9,"Mississippi St.","SEC",55,15.25,""
"1311","20-Mar-05",2005,"2","South",5,"Michigan St.","B10",72,25.67,13,"Vermont","AE",61,13.53,""
"1312","20-Mar-05",2005,"2","West",4,"Louisville","CUSA",76,25.78,5,"Georgia Tech","ACC",54,19.23,""
"1313","20-Mar-05",2005,"2","East",5,"Villanova","BE",76,25.02,4,"Florida","SEC",65,23.93,""
"1314","24-Mar-05",2005,"3","Midwest",1,"Illinois","B10",77,32.68,12,"Milwaukee","Horz",63,14.69,""
"1315","24-Mar-05",2005,"3","West",4,"Louisville","CUSA",93,25.78,1,"Washington","P10",79,22.18,""
"1316","24-Mar-05",2005,"3","Midwest",3,"Arizona","P10",79,22.22,2,"Oklahoma St.","B12",78,25.02,""
"1317","24-Mar-05",2005,"3","West",7,"West Virginia","BE",65,15,6,"Texas Tech","B12",60,15.47,""
"1318","25-Mar-05",2005,"3","South",5,"Michigan St.","B10",78,25.67,1,"Duke","ACC",68,27.41,""
"1319","25-Mar-05",2005,"3","East",1,"North Carolina","ACC",67,32.77,5,"Villanova","BE",66,25.02,""
"1320","25-Mar-05",2005,"3","East",6,"Wisconsin","B10",65,20.81,10,"North Carolina St.","ACC",56,18.93,""
"1321","25-Mar-05",2005,"3","South",2,"Kentucky","SEC",62,24.1,6,"Utah","MWC",52,20.33,""
"1322","26-Mar-05",2005,"4","Midwest",1,"Illinois","B10",90,32.68,3,"Arizona","P10",89,22.22,"1 OT"
"1323","26-Mar-05",2005,"4","West",4,"Louisville","CUSA",93,25.78,7,"West Virginia","BE",85,15,"1 OT"
"1324","27-Mar-05",2005,"4","South",5,"Michigan St.","B10",94,25.67,2,"Kentucky","SEC",88,24.1,"2 OT"
"1325","27-Mar-05",2005,"4","East",1,"North Carolina","ACC",88,32.77,6,"Wisconsin","B10",82,20.81,""
"1326","2-Apr-05",2005,"5","Final Four",1,"North Carolina","ACC",87,32.77,5,"Michigan St.","B10",71,25.67,""
"1327","2-Apr-05",2005,"5","Final Four",1,"Illinois","B10",72,32.68,4,"Louisville","CUSA",57,25.78,""
"1328","4-Apr-05",2005,"6","Championship",1,"North Carolina","ACC",75,32.77,1,"Illinois","B10",70,32.68,""
"1329","14-Mar-06",2006,"PI","Midwest",16,"Monmouth","NEC",71,-0.68,16,"Hampton","MEAC",49,-10.4,""
"1330","16-Mar-06",2006,"1","Midwest",12,"Montana","BSky",87,8.95,5,"Nevada","WAC",79,15.22,""
"1331","16-Mar-06",2006,"1","South",12,"Texas A&M","B12",66,15.9,5,"Syracuse","BE",58,13.15,""
"1332","16-Mar-06",2006,"1","Midwest",11,"Milwaukee","Horz",82,11.86,6,"Oklahoma","B12",74,13.99,""
"1333","16-Mar-06",2006,"1","West",10,"Alabama","SEC",90,12.48,7,"Marquette","CUSA",85,15.36,""
"1334","16-Mar-06",2006,"1","East",2,"Tennessee","SEC",63,19.44,15,"Winthrop","BSth",61,10.27,""
"1335","16-Mar-06",2006,"1","East",4,"Illinois","B10",78,23.2,13,"Air Force","MWC",69,14.87,""
"1336","16-Mar-06",2006,"1","East",5,"Washington","P10",75,20.09,12,"Utah St.","BW",61,10.86,""
"1337","16-Mar-06",2006,"1","East",7,"Wichita St.","MVC",86,16.06,10,"Seton Hall","BE",66,9.06,""
"1338","16-Mar-06",2006,"1","Midwest",3,"Florida","SEC",76,28.28,14,"South Alabama","SB",50,9.28,""
"1339","16-Mar-06",2006,"1","Midwest",4,"Boston College","BE",88,18.65,13,"Pacific","BW",76,10.87,"2 OT"
"1340","16-Mar-06",2006,"1","South",1,"Duke","ACC",70,27.54,16,"Southern","SWAC",54,-3.4,""
"1341","16-Mar-06",2006,"1","South",4,"LSU","SEC",80,22,13,"Iona","MAAC",64,11.33,""
"1342","16-Mar-06",2006,"1","South",8,"George Washington","A10",88,14.67,9,"UNC Wilmington","CAA",85,14.77,"1 OT"
"1343","16-Mar-06",2006,"1","West",2,"UCLA","P10",78,23.4,15,"Belmont","ASun",44,-0.73,""
"1344","16-Mar-06",2006,"1","West",3,"Gonzaga","WCC",79,15.64,14,"Xavier","A10",75,12.73,""
"1345","16-Mar-06",2006,"1","West",6,"Indiana","B10",87,15.53,11,"San Diego St.","MWC",83,12.78,""
"1346","17-Mar-06",2006,"1","South",14,"Northwestern St.","Slnd",64,7.51,3,"Iowa","B10",63,18.22,""
"1347","17-Mar-06",2006,"1","West",13,"Bradley","MVC",77,16.5,4,"Kansas","B12",73,23.22,""
"1348","17-Mar-06",2006,"1","East",11,"George Mason","CAA",75,18.16,6,"Michigan St.","B10",65,16.02,""
"1349","17-Mar-06",2006,"1","South",10,"North Carolina St.","ACC",58,15.92,7,"California","P10",52,13.68,""
"1350","17-Mar-06",2006,"1","East",1,"Connecticut","BE",72,25.44,16,"Albany","AE",59,2.63,""
"1351","17-Mar-06",2006,"1","East",3,"North Carolina","ACC",69,22.16,14,"Murray St.","OVC",65,8.56,""
"1352","17-Mar-06",2006,"1","East",8,"Kentucky","SEC",69,17.13,9,"UAB","CUSA",64,12.65,""
"1353","17-Mar-06",2006,"1","Midwest",1,"Villanova","BE",58,24.59,16,"Monmouth","NEC",45,-0.68,""
"1354","17-Mar-06",2006,"1","Midwest",2,"Ohio St.","B10",70,20.68,15,"Davidson","SC",62,4.86,""
"1355","17-Mar-06",2006,"1","Midwest",7,"Georgetown","BE",54,21.29,10,"Northern Iowa","MVC",49,15.84,""
"1356","17-Mar-06",2006,"1","Midwest",8,"Arizona","P10",94,17.23,9,"Wisconsin","B10",75,14.94,""
"1357","17-Mar-06",2006,"1","South",2,"Texas","B12",60,25.79,15,"Penn","Ivy",52,7.3,""
"1358","17-Mar-06",2006,"1","South",6,"West Virginia","BE",64,19.49,11,"Southern Illinois","MVC",46,13.6,""
"1359","17-Mar-06",2006,"1","West",1,"Memphis","CUSA",94,23.54,16,"Oral Roberts","MCon",78,5.7,""
"1360","17-Mar-06",2006,"1","West",5,"Pittsburgh","BE",79,21.72,12,"Kent St.","MAC",64,10.54,""
"1361","17-Mar-06",2006,"1","West",9,"Bucknell","Pat",59,12.56,8,"Arkansas","SEC",55,18.47,""
"1362","18-Mar-06",2006,"2","East",7,"Wichita St.","MVC",80,16.06,2,"Tennessee","SEC",73,19.44,""
"1363","18-Mar-06",2006,"2","Midwest",3,"Florida","SEC",82,28.28,11,"Milwaukee","Horz",60,11.86,""
"1364","18-Mar-06",2006,"2","Midwest",4,"Boston College","BE",69,18.65,12,"Montana","BSky",56,8.95,""
"1365","18-Mar-06",2006,"2","South",1,"Duke","ACC",74,27.54,8,"George Washington","A10",61,14.67,""
"1366","18-Mar-06",2006,"2","South",4,"LSU","SEC",58,22,12,"Texas A&M","B12",57,15.9,""
"1367","18-Mar-06",2006,"2","West",2,"UCLA","P10",62,23.4,10,"Alabama","SEC",59,12.48,""
"1368","18-Mar-06",2006,"2","West",3,"Gonzaga","WCC",90,15.64,6,"Indiana","B10",80,15.53,""
