"Year","Round","WSeed","Winner","WScore","LSeed","Loser","LScore","Rank.x","AdjEM.x","Rank.y","AdjEM.y"
2012,"2",2,"Kansas",63,10,"Purdue",60,4,26.91,30,16.25
2012,"2",10,"Xavier",70,15,"Lehigh",58,53,12.59,79,9.29
2012,"2",1,"Michigan St.",65,9,"Saint Louis",61,3,27.87,14,21.2
2012,"2",7,"Florida",84,15,"Norfolk St.",50,10,22.47,183,-1.82
2012,"2",13,"Ohio",62,12,"South Florida",56,57,11.88,48,13.13
2012,"3",7,"Florida",68,3,"Marquette",58,10,22.47,18,20.22
2012,"3",4,"Louisville",57,1,"Michigan St.",44,17,20.67,3,27.87
2012,"3",1,"Syracuse",64,4,"Wisconsin",63,5,26.04,8,24.09
2012,"3",2,"Ohio St.",81,6,"Cincinnati",66,2,30.07,31,16.03
2012,"3",1,"North Carolina",73,13,"Ohio",65,6,25.44,57,11.88
2012,"3",2,"Kansas",60,11,"North Carolina St.",57,4,26.91,43,14.22
2012,"3",1,"Kentucky",102,4,"Indiana",90,1,32.59,9,22.55
2012,"3",3,"Baylor",75,10,"Xavier",70,13,21.29,53,12.59
2012,"4",4,"Louisville",72,7,"Florida",68,17,20.67,10,22.47
2012,"4",2,"Ohio St.",77,1,"Syracuse",70,2,30.07,5,26.04
2012,"4",1,"Kentucky",82,3,"Baylor",70,1,32.59,13,21.29
2012,"4",2,"Kansas",80,1,"North Carolina",67,4,26.91,6,25.44
2012,"5",1,"Kentucky",69,4,"Louisville",61,1,32.59,17,20.67
2012,"5",2,"Kansas",64,2,"Ohio St.",62,4,26.91,2,30.07
2012,"6",1,"Kentucky",67,2,"Kansas",59,1,32.59,4,26.91
2013,"PI",11,"Saint Mary's",67,11,"Middle Tennessee",54,21,19.33,44,14.77
2013,"PI",16,"North Carolina A&T",73,16,"Liberty",72,227,-5.3,266,-9.38
2013,"PI",16,"James Madison",68,16,"LIU Brooklyn",55,182,-0.92,192,-2.13
2013,"PI",13,"La Salle",80,13,"Boise St.",71,50,13.89,54,13.54
2013,"1",14,"Harvard",68,3,"New Mexico",62,93,7.07,23,19.02
2013,"1",12,"California",64,5,"UNLV",61,56,13.11,38,16.07
2013,"1",12,"Oregon",68,5,"Oklahoma St.",55,35,16.78,24,18.69
2013,"1",3,"Marquette",59,14,"Davidson",58,26,18.32,66,11.36
2013,"1",4,"Syracuse",81,13,"Montana",34,9,24.83,145,2.14
2013,"1",6,"Butler",68,11,"Bucknell",56,42,15.41,58,12.72
2013,"1",1,"Louisville",79,16,"North Carolina A&T",48,1,32.92,227,-5.3
2013,"1",3,"Michigan St.",65,14,"Valparaiso",54,10,24.17,65,11.42
2013,"1",4,"Saint Louis",64,13,"New Mexico St.",44,19,20.01,88,7.68
2013,"1",6,"Memphis",54,11,"Saint Mary's",52,37,16.33,21,19.33
2013,"1",8,"Colorado St.",84,9,"Missouri",72,22,19.12,25,18.53
2013,"1",4,"Michigan",71,13,"South Dakota St.",56,4,27.86,96,6.79
2013,"1",5,"VCU",88,12,"Akron",42,18,20.28,62,11.52
2013,"1",1,"Gonzaga",64,16,"Southern",58,5,27.81,162,0.5
2013,"1",6,"Arizona",81,11,"Belmont",64,14,21.88,43,14.92
2013,"1",9,"Wichita St.",73,8,"Pittsburgh",55,17,20.31,11,24.08
2013,"1",15,"Florida Gulf Coast",78,2,"Georgetown",68,105,6.27,16,21.24
2013,"1",13,"La Salle",63,4,"Kansas St.",61,50,13.89,27,18.16
2013,"1",12,"Mississippi",57,5,"Wisconsin",46,34,16.95,12,22.57
2013,"1",11,"Minnesota",83,6,"UCLA",63,20,19.85,46,14.53
2013,"1",10,"Iowa St.",76,7,"Notre Dame",58,30,17.63,36,16.65
2013,"1",1,"Indiana",83,16,"James Madison",62,3,29.31,182,-0.92
2013,"1",2,"Miami FL",78,15,"Pacific",49,13,22.37,128,3.96
2013,"1",7,"Illinois",57,10,"Colorado",49,39,15.82,45,14.62
2013,"1",2,"Duke",73,15,"Albany",61,6,26.98,150,1.36
2013,"1",7,"Creighton",67,10,"Cincinnati",63,15,21.75,40,15.57
2013,"1",1,"Kansas",64,16,"Western Kentucky",57,8,25.23,173,-0.41
2013,"1",3,"Florida",79,14,"Northwestern St.",47,2,31.18,138,2.82
2013,"1",7,"San Diego St.",70,10,"Oklahoma",55,31,17.43,51,13.8
2013,"1",8,"North Carolina",78,9,"Villanova",71,32,17.14,53,13.57
2013,"1",2,"Ohio St.",95,15,"Iona",70,7,25.42,89,7.45
2013,"1",9,"Temple",76,8,"North Carolina St.",72,59,12.67,33,16.99
2013,"2",12,"Oregon",74,4,"Saint Louis",57,35,16.78,19,20.01
2013,"2",9,"Wichita St.",76,1,"Gonzaga",70,17,20.31,5,27.81
2013,"2",3,"Marquette",74,6,"Butler",72,26,18.32,42,15.41
2013,"2",4,"Syracuse",66,12,"California",60,9,24.83,56,13.11
2013,"2",1,"Louisville",82,8,"Colorado St.",56,1,32.92,22,19.12
2013,"2",3,"Michigan St.",70,6,"Memphis",48,10,24.17,37,16.33
2013,"2",4,"Michigan",78,5,"VCU",53,4,27.86,18,20.28
2013,"2",6,"Arizona",74,14,"Harvard",51,14,21.88,93,7.07
2013,"2",15,"Florida Gulf Coast",81,7,"San Diego St.",71,105,6.27,31,17.43
2013,"2",1,"Indiana",58,9,"Temple",52,3,29.31,59,12.67
2013,"2",2,"Miami FL",63,7,"Illinois",59,13,22.37,39,15.82
2013,"2",2,"Duke",66,7,"Creighton",50,6,26.98,15,21.75
2013,"2",1,"Kansas",70,8,"North Carolina",58,8,25.23,32,17.14
2013,"2",3,"Florida",78,11,"Minnesota",64,2,31.18,20,19.85
2013,"2",2,"Ohio St.",78,10,"Iowa St.",75,7,25.42,30,17.63
2013,"2",13,"La Salle",76,12,"Mississippi",74,50,13.89,34,16.95
2013,"3",4,"Syracuse",61,1,"Indiana",50,9,24.83,3,29.31
2013,"3",2,"Ohio St.",73,6,"Arizona",70,7,25.42,14,21.88
2013,"3",9,"Wichita St.",72,13,"La Salle",58,17,20.31,50,13.89
2013,"3",3,"Marquette",71,2,"Miami FL",61,26,18.32,13,22.37
2013,"3",4,"Michigan",87,1,"Kansas",85,4,27.86,8,25.23
2013,"3",1,"Louisville",77,12,"Oregon",69,1,32.92,35,16.78
2013,"3",2,"Duke",71,3,"Michigan St.",61,6,26.98,10,24.17
2013,"3",3,"Florida",62,15,"Florida Gulf Coast",50,2,31.18,105,6.27
2013,"4",9,"Wichita St.",70,2,"Ohio St.",66,17,20.31,7,25.42
2013,"4",4,"Syracuse",55,3,"Marquette",39,9,24.83,26,18.32
2013,"4",1,"Louisville",85,2,"Duke",63,1,32.92,6,26.98
2013,"4",4,"Michigan",79,3,"Florida",59,4,27.86,2,31.18
2013,"5",1,"Louisville",72,9,"Wichita St.",68,1,32.92,17,20.31
2013,"5",4,"Michigan",61,4,"Syracuse",56,4,27.86,9,24.83
2013,"6",1,"Louisville",82,4,"Michigan",76,1,32.92,4,27.86
2014,"PI",12,"North Carolina St.",74,12,"Xavier",59,62,11.6,52,13.11
2014,"PI",16,"Albany",71,16,"Mount St. Mary's",64,181,-1.04,209,-3.96
2014,"PI",11,"Tennessee",78,11,"Iowa",65,10,23.69,22,20.44
2014,"PI",16,"Cal Poly",81,16,"Texas Southern",69,176,-0.82,259,-7.49
2014,"1",12,"Harvard",61,5,"Cincinnati",57,32,17.58,27,19.24
2014,"1",12,"North Dakota St.",80,5,"Oklahoma",75,61,11.76,30,17.9
2014,"1",11,"Dayton",60,6,"Ohio St.",59,42,14.25,19,21.3
2014,"1",2,"Villanova",73,15,"Milwaukee",53,11,23.68,168,0.08
2014,"1",4,"Michigan St.",93,13,"Delaware",78,9,23.92,106,5.83
2014,"1",7,"Connecticut",89,10,"Saint Joseph's",81,15,22.13,55,12.93
2014,"1",2,"Michigan",57,15,"Wofford",40,12,23.44,192,-1.94
2014,"1",4,"Louisville",71,13,"Manhattan",64,1,30.41,74,10.21
2014,"1",5,"Saint Louis",83,12,"North Carolina St.",80,35,15.72,62,11.6
2014,"1",7,"Texas",87,10,"Arizona St.",85,41,14.52,39,14.82
2014,"1",1,"Florida",67,16,"Albany",55,3,28.57,181,-1.04
2014,"1",3,"Syracuse",77,14,"Western Michigan",53,18,21.62,131,3.36
2014,"1",2,"Wisconsin",75,15,"American",35,5,25.89,120,4.57
2014,"1",4,"San Diego St.",73,13,"New Mexico St.",69,23,20.38,72,10.54
2014,"1",7,"Oregon",87,10,"BYU",68,28,19.02,49,13.77
2014,"1",9,"Pittsburgh",77,8,"Colorado",48,16,21.89,67,11.2
2014,"1",14,"Mercer",78,3,"Duke",71,87,8.34,8,24.25
2014,"1",12,"Stephen F. Austin",77,5,"VCU",75,70,10.83,25,19.8
2014,"1",11,"Tennessee",86,6,"Massachusetts",67,10,23.69,50,13.46
2014,"1",10,"Stanford",58,7,"New Mexico",53,34,16.06,33,17.15
2014,"1",1,"Virginia",70,16,"Coastal Carolina",59,4,26.46,221,-4.98
2014,"1",3,"Iowa St.",93,14,"North Carolina Central",75,20,21.07,92,7.98
2014,"1",6,"North Carolina",79,11,"Providence",77,29,18.44,48,13.81
2014,"1",8,"Memphis",71,9,"George Washington",66,36,15.22,47,13.82
2014,"1",1,"Wichita St.",64,16,"Cal Poly",37,6,25.36,176,-0.82
2014,"1",8,"Kentucky",56,9,"Kansas St.",49,13,22.55,45,14.1
2014,"1",2,"Kansas",80,15,"Eastern Kentucky",69,7,24.6,125,3.96
2014,"1",4,"UCLA",76,13,"Tulsa",59,14,22.53,82,8.93
2014,"1",1,"Arizona",68,16,"Weber St.",59,2,30.11,172,-0.62
2014,"1",3,"Creighton",76,14,"Lafayette",66,17,21.72,113,5.19
2014,"1",3,"Creighton",76,14,"Lafayette",66,17,21.72,245,-6.43
2014,"1",6,"Baylor",74,11,"Nebraska",60,26,19.39,56,12.64
2014,"1",8,"Gonzaga",85,9,"Oklahoma St.",77,24,20.14,21,20.98
2014,"2",11,"Dayton",55,3,"Syracuse",53,42,14.25,18,21.62
2014,"2",7,"Connecticut",77,2,"Villanova",65,15,22.13,11,23.68
2014,"2",4,"Michigan St.",80,12,"Harvard",73,9,23.92,32,17.58
2014,"2",2,"Michigan",79,7,"Texas",65,12,23.44,41,14.52
2014,"2",4,"Louisville",66,5,"Saint Louis",51,1,30.41,35,15.72
2014,"2",1,"Florida",61,9,"Pittsburgh",45,3,28.57,16,21.89
2014,"2",2,"Wisconsin",85,7,"Oregon",77,5,25.89,28,19.02
2014,"2",4,"San Diego St.",63,12,"North Dakota St.",44,23,20.38,61,11.76
2014,"2",10,"Stanford",60,2,"Kansas",57,34,16.06,7,24.6
2014,"2",8,"Kentucky",78,1,"Wichita St.",76,13,22.55,6,25.36
2014,"2",6,"Baylor",85,3,"Creighton",55,26,19.39,17,21.72
2014,"2",1,"Virginia",78,8,"Memphis",60,4,26.46,36,15.22
2014,"2",3,"Iowa St.",85,6,"North Carolina",83,20,21.07,29,18.44
2014,"2",11,"Tennessee",83,14,"Mercer",63,10,23.69,87,8.34
2014,"2",4,"UCLA",77,12,"Stephen F. Austin",60,14,22.53,70,10.83
2014,"2",1,"Arizona",84,8,"Gonzaga",61,2,30.11,24,20.14
2014,"3",1,"Florida",79,4,"UCLA",68,3,28.57,14,22.53
2014,"3",1,"Arizona",70,4,"San Diego St.",64,2,30.11,23,20.38
2014,"3",2,"Wisconsin",69,6,"Baylor",52,5,25.89,26,19.39
2014,"3",11,"Dayton",82,10,"Stanford",72,42,14.25,34,16.06
2014,"3",7,"Connecticut",81,3,"Iowa St.",76,15,22.13,20,21.07
2014,"3",8,"Kentucky",74,4,"Louisville",69,13,22.55,1,30.41
2014,"3",4,"Michigan St.",61,1,"Virginia",59,9,23.92,4,26.46
2014,"3",2,"Michigan",73,11,"Tennessee",71,12,23.44,10,23.69
2014,"4",1,"Florida",62,11,"Dayton",52,3,28.57,42,14.25
2014,"4",2,"Wisconsin",64,1,"Arizona",63,5,25.89,2,30.11
2014,"4",8,"Kentucky",75,2,"Michigan",72,13,22.55,12,23.44
2014,"4",7,"Connecticut",60,4,"Michigan St.",54,15,22.13,9,23.92
2014,"5",7,"Connecticut",63,1,"Florida",53,15,22.13,3,28.57
2014,"5",8,"Kentucky",74,2,"Wisconsin",73,13,22.55,5,25.89
2014,"6",7,"Connecticut",60,8,"Kentucky",54,15,22.13,13,22.55
2015,"PI",16,"Hampton",74,16,"Manhattan",64,251,-7.4,162,0.31
2015,"PI",11,"Mississippi",94,11,"BYU",90,46,13.88,28,16.69
2015,"PI",11,"Dayton",56,11,"Boise St.",55,42,14.24,47,13.85
2015,"PI",16,"Robert Morris",81,16,"North Florida",77,184,-1.39,143,2.26
2015,"1",14,"UAB",60,3,"Iowa St.",59,135,3.06,16,21.49
2015,"1",14,"Georgia St.",57,3,"Baylor",56,68,10.32,14,22.14
2015,"1",11,"UCLA",60,6,"SMU",59,40,14.65,26,17.51
2015,"1",10,"Ohio St.",75,7,"VCU",72,19,20.75,30,16.27
2015,"1",1,"Villanova",93,16,"Lafayette",52,5,30.65,128,3.59
2015,"1",1,"Villanova",93,16,"Lafayette",52,5,30.65,193,-2.14
2015,"1",8,"North Carolina St.",66,9,"LSU",65,32,15.93,49,13.76
2015,"1",1,"Kentucky",79,16,"Hampton",56,1,36.91,251,-7.4
2015,"1",3,"Notre Dame",69,14,"Northeastern",65,9,24.96,117,5.12
2015,"1",6,"Butler",56,11,"Texas",48,20,20.09,24,18.94
2015,"1",8,"Cincinnati",66,9,"Purdue",65,43,14.15,44,13.96
2015,"1",4,"Georgetown",84,13,"Eastern Washington",74,22,19.13,133,3.25
2015,"1",5,"Utah",57,12,"Stephen F. Austin",50,8,27.24,51,13.64
2015,"1",2,"Arizona",93,15,"Texas Southern",72,4,32.36,213,-3.84
2015,"1",4,"North Carolina",67,13,"Harvard",65,10,23.85,75,9.23
2015,"1",5,"Arkansas",56,12,"Wofford",53,29,16.44,96,6.72
2015,"1",6,"Xavier",76,11,"Mississippi",57,21,19.49,46,13.88
2015,"1",11,"Dayton",66,6,"Providence",53,42,14.24,27,16.72
2015,"1",2,"Virginia",79,15,"Belmont",67,6,30.06,142,2.27
2015,"1",3,"Oklahoma",69,14,"Albany",60,11,22.8,131,3.29
2015,"1",4,"Louisville",57,13,"UC Irvine",55,17,21.21,91,7.09
2015,"1",5,"Northern Iowa",71,12,"Wyoming",54,18,20.98,109,5.67
2015,"1",7,"Michigan St.",70,10,"Georgia",63,15,21.72,35,15.09
2015,"1",2,"Kansas",75,15,"New Mexico St.",56,12,22.72,98,6.63
2015,"1",4,"Maryland",65,13,"Valparaiso",62,33,15.68,64,11.13
2015,"1",5,"West Virginia",68,12,"Buffalo",62,25,17.64,58,11.87
2015,"1",7,"Wichita St.",81,10,"Indiana",76,13,22.21,48,13.83
2015,"1",1,"Duke",85,16,"Robert Morris",56,3,32.48,184,-1.39
2015,"1",2,"Gonzaga",86,15,"North Dakota St.",76,7,27.78,152,1.41
2015,"1",7,"Iowa",83,10,"Davidson",52,23,19.02,36,15
2015,"1",8,"San Diego St.",76,9,"St. John's",64,31,15.95,50,13.7
2015,"1",1,"Wisconsin",86,16,"Coastal Carolina",72,2,33.72,140,2.38
2015,"1",8,"Oregon",79,9,"Oklahoma St.",73,45,13.88,38,14.92
2015,"2",8,"North Carolina St.",71,1,"Villanova",68,32,15.93,5,30.65
2015,"2",1,"Kentucky",64,8,"Cincinnati",51,1,36.91,43,14.15
2015,"2",3,"Notre Dame",67,6,"Butler",64,9,24.96,20,20.09
2015,"2",11,"UCLA",92,14,"UAB",75,40,14.65,135,3.06
2015,"2",2,"Arizona",73,10,"Ohio St.",58,4,32.36,19,20.75
2015,"2",4,"North Carolina",87,5,"Arkansas",78,10,23.85,29,16.44
2015,"2",6,"Xavier",75,14,"Georgia St.",67,21,19.49,68,10.32
2015,"2",5,"Utah",75,4,"Georgetown",64,8,27.24,22,19.13
2015,"2",7,"Michigan St.",60,2,"Virginia",54,15,21.72,6,30.06
2015,"2",7,"Wichita St.",78,2,"Kansas",65,13,22.21,12,22.72
2015,"2",3,"Oklahoma",72,11,"Dayton",66,11,22.8,42,14.24
2015,"2",4,"Louisville",66,5,"Northern Iowa",53,17,21.21,18,20.98
2015,"2",1,"Duke",68,8,"San Diego St.",49,3,32.48,31,15.95
2015,"2",2,"Gonzaga",87,7,"Iowa",69,7,27.78,23,19.02
2015,"2",1,"Wisconsin",72,8,"Oregon",65,2,33.72,45,13.88
2015,"2",5,"West Virginia",69,4,"Maryland",59,25,17.64,33,15.68
2015,"3",1,"Kentucky",78,5,"West Virginia",39,1,36.91,25,17.64
2015,"3",3,"Notre Dame",81,7,"Wichita St.",70,9,24.96,13,22.21
2015,"3",1,"Wisconsin",79,4,"North Carolina",72,2,33.72,10,23.85
2015,"3",2,"Arizona",68,6,"Xavier",60,4,32.36,21,19.49
2015,"3",7,"Michigan St.",62,3,"Oklahoma",58,15,21.72,11,22.8
2015,"3",4,"Louisville",75,8,"North Carolina St.",65,17,21.21,32,15.93
2015,"3",1,"Duke",63,5,"Utah",57,3,32.48,8,27.24
2015,"3",2,"Gonzaga",74,11,"UCLA",62,7,27.78,40,14.65
2015,"4",1,"Kentucky",68,3,"Notre Dame",66,1,36.91,9,24.96
2015,"4",1,"Wisconsin",85,2,"Arizona",78,2,33.72,4,32.36
2015,"4",7,"Michigan St.",76,4,"Louisville",70,15,21.72,17,21.21
2015,"4",1,"Duke",66,2,"Gonzaga",52,3,32.48,7,27.78
2015,"5",1,"Duke",81,7,"Michigan St.",61,3,32.48,15,21.72
2015,"5",1,"Wisconsin",71,1,"Kentucky",64,2,33.72,1,36.91
2015,"6",1,"Duke",68,1,"Wisconsin",63,3,32.48,2,33.72
2016,"PI",16,"Florida Gulf Coast",96,16,"Fairleigh Dickinson",65,162,-0.08,280,-10.63
2016,"PI",11,"Wichita St.",70,11,"Vanderbilt",50,13,22.53,25,18.76
2016,"PI",11,"Michigan",67,11,"Tulsa",62,50,14.15,65,11.5
2016,"PI",16,"Holy Cross",59,16,"Southern",55,285,-11.39,229,-5.75
2016,"1",12,"Arkansas Little Rock",85,5,"Purdue",83,56,13.24,9,23.85
2016,"1",12,"Yale",79,5,"Baylor",75,47,14.33,24,19.06
2016,"1",11,"Gonzaga",68,6,"Seton Hall",52,21,20.82,29,18.27
2016,"1",11,"Wichita St.",65,6,"Arizona",55,13,22.53,19,20.97
2016,"1",1,"North Carolina",83,16,"Florida Gulf Coast",67,2,29.82,162,-0.08
2016,"1",4,"Kentucky",85,13,"Stony Brook",57,6,25.14,94,8.13
2016,"1",5,"Indiana",99,12,"Chattanooga",74,11,23.05,109,6.5
2016,"1",1,"Virginia",81,16,"Hampton",45,4,29.64,248,-7.4
2016,"1",3,"Utah",80,14,"Fresno St.",69,33,16.79,108,6.63
2016,"1",4,"Iowa St.",94,13,"Iona",81,20,20.95,104,7.13
2016,"1",1,"Kansas",105,16,"Austin Peay",79,3,29.67,217,-5.1
2016,"1",3,"Miami FL",79,14,"Buffalo",72,15,22.44,138,2.95
2016,"1",4,"Duke",93,13,"UNC Wilmington",85,17,21.87,83,9.21
2016,"1",9,"Providence",70,8,"USC",69,44,14.49,49,14.25
2016,"1",9,"Butler",71,8,"Texas Tech",61,30,17.27,54,13.78
2016,"1",9,"Connecticut",74,8,"Colorado",67,26,18.71,57,12.91
2016,"1",15,"Middle Tennessee",90,2,"Michigan St.",81,119,4.76,5,27.97
2016,"1",14,"Stephen F. Austin",70,3,"West Virginia",56,41,15.62,8,24.45
2016,"1",13,"Hawaii",77,4,"California",66,60,12.16,28,18.32
2016,"1",11,"Northern Iowa",75,6,"Texas",72,67,11.13,39,16.19
2016,"1",10,"Syracuse",70,7,"Dayton",51,27,18.57,59,12.63
2016,"1",10,"VCU",75,7,"Oregon St.",67,31,17.07,64,11.65
2016,"1",2,"Xavier",71,15,"Weber St.",53,14,22.52,142,2.45
2016,"1",6,"Notre Dame",70,11,"Michigan",63,36,16.6,50,14.15
2016,"1",7,"Wisconsin",47,10,"Pittsburgh",43,38,16.55,37,16.6
2016,"1",2,"Villanova",86,15,"UNC Asheville",56,1,32.01,131,3.44
2016,"1",5,"Maryland",79,12,"South Dakota St.",74,22,20.25,80,9.57
2016,"1",7,"Iowa",72,10,"Temple",70,23,20.24,86,8.82
2016,"1",1,"Oregon",91,16,"Holy Cross",52,12,22.68,285,-11.39
2016,"1",2,"Oklahoma",82,15,"Cal St. Bakersfield",68,10,23.78,110,6.26
2016,"1",3,"Texas A&M",92,14,"Green Bay",65,18,21.26,127,3.74
2016,"1",8,"Saint Joseph's",78,9,"Cincinnati",76,43,15.37,32,17.06
2016,"2",11,"Gonzaga",82,3,"Utah",59,21,20.82,33,16.79
2016,"2",1,"North Carolina",85,9,"Providence",66,2,29.82,44,14.49
2016,"2",1,"Virginia",77,9,"Butler",69,4,29.64,30,17.27
2016,"2",4,"Iowa St.",78,12,"Arkansas Little Rock",61,20,20.95,56,13.24
2016,"2",1,"Kansas",73,9,"Connecticut",61,3,29.67,26,18.71
2016,"2",3,"Miami FL",65,11,"Wichita St.",57,15,22.44,13,22.53
2016,"2",4,"Duke",71,12,"Yale",64,17,21.87,47,14.33
2016,"2",5,"Indiana",73,4,"Kentucky",67,11,23.05,6,25.14
2016,"2",7,"Wisconsin",66,2,"Xavier",63,38,16.55,14,22.52
2016,"2",6,"Notre Dame",76,14,"Stephen F. Austin",75,36,16.6,41,15.62
2016,"2",10,"Syracuse",75,15,"Middle Tennessee",50,27,18.57,119,4.76
2016,"2",2,"Villanova",87,7,"Iowa",68,1,32.01,23,20.24
2016,"2",5,"Maryland",73,13,"Hawaii",60,22,20.25,60,12.16
2016,"2",1,"Oregon",69,8,"Saint Joseph's",64,12,22.68,43,15.37
2016,"2",2,"Oklahoma",85,10,"VCU",81,10,23.78,31,17.07
2016,"2",3,"Texas A&M",92,11,"Northern Iowa",88,18,21.26,67,11.13
2016,"3",1,"Kansas",79,5,"Maryland",63,3,29.67,22,20.25
2016,"3",2,"Villanova",92,3,"Miami FL",69,1,32.01,15,22.44
2016,"3",1,"Oregon",82,4,"Duke",68,12,22.68,17,21.87
2016,"3",2,"Oklahoma",77,3,"Texas A&M",63,10,23.78,18,21.26
2016,"3",1,"North Carolina",101,5,"Indiana",86,2,29.82,11,23.05
2016,"3",6,"Notre Dame",61,7,"Wisconsin",56,36,16.6,38,16.55
2016,"3",1,"Virginia",84,4,"Iowa St.",71,4,29.64,20,20.95
2016,"3",10,"Syracuse",63,11,"Gonzaga",60,27,18.57,21,20.82
2016,"4",2,"Villanova",64,1,"Kansas",59,1,32.01,3,29.67
2016,"4",2,"Oklahoma",80,1,"Oregon",68,10,23.78,12,22.68
2016,"4",10,"Syracuse",68,1,"Virginia",62,27,18.57,4,29.64
2016,"4",1,"North Carolina",88,6,"Notre Dame",74,2,29.82,36,16.6
2016,"5",1,"North Carolina",83,10,"Syracuse",66,2,29.82,27,18.57
2016,"5",2,"Villanova",95,2,"Oklahoma",51,1,32.01,10,23.78
2016,"6",2,"Villanova",77,1,"North Carolina",74,1,32.01,2,29.82
2017,"PI",11,"Kansas St.",95,11,"Wake Forest",88,30,17.44,36,16.25
2017,"PI",16,"Mount St. Mary's",67,16,"New Orleans",66,209,-3.86,178,-0.52
2017,"PI",16,"UC Davis",67,16,"North Carolina Central",63,218,-4.41,161,0.36
2017,"PI",11,"USC",75,11,"Providence",71,53,13.45,60,12.43
2017,"1",12,"Middle Tennessee",81,5,"Minnesota",72,43,14.95,37,16
2017,"1",11,"Xavier",76,6,"Maryland",65,31,16.7,46,14.34
2017,"1",5,"Notre Dame",60,12,"Princeton",58,27,19.74,58,12.61
2017,"1",5,"Virginia",76,12,"UNC Wilmington",71,12,24.29,59,12.46
2017,"1",4,"Butler",76,13,"Winthrop",64,25,20.76,113,4.53
2017,"1",1,"Gonzaga",66,16,"San Diego St.",46,1,32.05,78,8.99
2017,"1",4,"West Virginia",86,13,"Bucknell",80,7,27.17,76,9.38
2017,"1",4,"Florida",80,13,"East Tennessee St.",65,5,27.5,67,11.1
2017,"1",8,"Northwestern",68,9,"Vanderbilt",66,38,15.81,33,16.53
2017,"1",1,"Villanova",76,16,"Mount St. Mary's",56,2,29.88,209,-3.86
2017,"1",7,"Saint Mary's",85,10,"VCU",77,15,23.67,48,14.07
2017,"1",4,"Purdue",80,13,"Vermont",70,19,23.12,63,11.67
2017,"1",3,"Florida St.",86,14,"Florida Gulf Coast",80,26,20.06,108,5.07
2017,"1",8,"Wisconsin",84,9,"Virginia Tech",74,21,22.99,50,13.8
2017,"1",5,"Iowa St.",84,12,"Nevada",73,17,23.45,54,13.31
2017,"1",2,"Arizona",100,15,"North Dakota",82,18,23.31,168,0.04
2017,"1",11,"USC",66,6,"SMU",65,53,13.45,11,24.73
2017,"1",11,"Rhode Island",84,6,"Creighton",72,34,16.26,28,18.83
2017,"1",10,"Wichita St.",64,7,"Dayton",58,8,26.14,39,15.57
2017,"1",7,"Michigan",92,10,"Oklahoma St.",91,20,23.05,22,22.48
2017,"1",3,"Baylor",91,14,"New Mexico St.",73,13,24.23,84,7.89
2017,"1",8,"Arkansas",77,9,"Seton Hall",71,35,16.25,51,13.63
2017,"1",3,"Oregon",93,14,"Iona",77,10,25.02,117,4.2
2017,"1",2,"Louisville",78,15,"Jacksonville St.",63,9,25.51,157,0.63
2017,"1",1,"North Carolina",103,16,"Texas Southern",64,3,28.22,212,-4.04
2017,"1",1,"Kansas",100,16,"UC Davis",62,6,27.45,218,-4.41
2017,"1",2,"Duke",87,15,"Troy",65,14,24.17,137,2.04
2017,"1",6,"Cincinnati",75,11,"Kansas St.",61,23,22.18,30,17.44
2017,"1",7,"South Carolina",93,10,"Marquette",73,24,20.8,32,16.58
2017,"1",3,"UCLA",97,14,"Kent St.",80,16,23.63,141,1.68
2017,"1",2,"Kentucky",79,15,"Northern Kentucky",70,4,27.72,138,1.91
2017,"1",9,"Michigan St.",78,8,"Miami FL",58,40,15.51,42,15.03
2017,"2",11,"Xavier",91,3,"Florida St.",66,31,16.7,26,20.06
2017,"2",8,"Wisconsin",65,1,"Villanova",62,21,22.99,2,29.88
2017,"2",4,"West Virginia",83,5,"Notre Dame",71,7,27.17,27,19.74
2017,"2",1,"Gonzaga",79,8,"Northwestern",73,1,32.05,38,15.81
2017,"2",4,"Butler",74,12,"Middle Tennessee",65,25,20.76,43,14.95
2017,"2",2,"Arizona",69,7,"Saint Mary's",60,18,23.31,15,23.67
2017,"2",4,"Florida",65,5,"Virginia",39,5,27.5,12,24.29
2017,"2",4,"Purdue",80,5,"Iowa St.",76,19,23.12,17,23.45
2017,"2",7,"Michigan",73,2,"Louisville",69,20,23.05,9,25.51
2017,"2",7,"South Carolina",88,2,"Duke",81,24,20.8,14,24.17
2017,"2",2,"Kentucky",65,10,"Wichita St.",62,4,27.72,8,26.14
2017,"2",1,"Kansas",90,9,"Michigan St.",70,6,27.45,40,15.51
2017,"2",1,"North Carolina",72,8,"Arkansas",65,3,28.22,35,16.25
2017,"2",3,"Oregon",75,11,"Rhode Island",72,10,25.02,34,16.26
2017,"2",3,"Baylor",82,11,"USC",78,13,24.23,53,13.45
2017,"2",3,"UCLA",79,6,"Cincinnati",67,16,23.63,23,22.18
2017,"3",11,"Xavier",73,2,"Arizona",71,31,16.7,18,23.31
2017,"3",3,"Oregon",69,7,"Michigan",68,10,25.02,20,23.05
2017,"3",1,"Gonzaga",61,4,"West Virginia",58,1,32.05,7,27.17
2017,"3",1,"Kansas",98,4,"Purdue",66,6,27.45,19,23.12
2017,"3",7,"South Carolina",70,3,"Baylor",50,24,20.8,13,24.23
