Date,Year,Round,Region,WSeed,Winner,wConf,WScore,LSeed,Loser,Lconf,LScore,Overtime,MV,SeD,Upset,LEW,LAW,LDW
17-Mar-06,2006,1,South,6,West Virginia,BE,64,11,Southern Illinois,MVC,46,,18,5,,0.614285714,0,-0.614285714
17-Mar-06,2006,1,West,1,Memphis,CUSA,94,16,Oral Roberts,MCon,78,,16,15,,0.007142857,0,-0.007142857
17-Mar-06,2006,1,West,5,Pittsburgh,BE,79,12,Kent St.,MAC,64,,15,7,,0.514285714,0,-0.514285714
17-Mar-06,2006,1,West,9,Bucknell,Pat,59,8,Arkansas,SEC,55,,4,-1,,0.7,0,-0.7
18-Mar-06,2006,2,East,7,Wichita St.,MVC,80,2,Tennessee,SEC,73,,7,-5,7 over 2,2.371428571,1,-1.371428571
18-Mar-06,2006,2,Midwest,3,Florida,SEC,82,11,Milwaukee,Horz,60,,22,8,,0.614285714,1,0.385714286
18-Mar-06,2006,2,Midwest,4,Boston College,BE,69,12,Montana,BSky,56,,13,8,,0.514285714,1,0.485714286
18-Mar-06,2006,2,South,1,Duke,ACC,74,8,George Washington,A10,61,,13,7,,0.7,1,0.3
18-Mar-06,2006,2,South,4,LSU,SEC,58,12,Texas A&M,B12,57,,1,8,,0.514285714,1,0.485714286
18-Mar-06,2006,2,West,2,UCLA,P10,62,10,Alabama,SEC,59,,3,8,,0.621428571,1,0.378571429
18-Mar-06,2006,2,West,3,Gonzaga,WCC,90,6,Indiana,B10,80,,10,3,,1.078571429,1,-0.078571429
18-Mar-06,2006,2,East,5,Washington,P10,67,4,Illinois,B10,64,,3,-1,,1.535714286,1,-0.535714286
19-Mar-06,2006,2,East,11,George Mason,CAA,65,3,North Carolina,ACC,60,,5,-8,11 over 3,1.864285714,1,-0.864285714
19-Mar-06,2006,2,West,13,Bradley,MVC,72,5,Pittsburgh,BE,66,,6,-8,13 over 5,1.107142857,1,-0.107142857
19-Mar-06,2006,2,Midwest,7,Georgetown,BE,70,2,Ohio St.,B10,52,,18,-5,7 over 2,2.371428571,1,-1.371428571
19-Mar-06,2006,2,East,1,Connecticut,BE,87,8,Kentucky,SEC,83,,4,7,,0.7,1,0.3
19-Mar-06,2006,2,Midwest,1,Villanova,BE,82,8,Arizona,P10,78,,4,7,,0.7,1,0.3
19-Mar-06,2006,2,South,2,Texas,B12,75,10,North Carolina St.,ACC,54,,21,8,,0.621428571,1,0.378571429
19-Mar-06,2006,2,South,6,West Virginia,BE,67,14,Northwestern St.,Slnd,54,,13,8,,0.164285714,1,0.835714286
19-Mar-06,2006,2,West,1,Memphis,CUSA,72,9,Bucknell,Pat,56,,16,8,,0.6,1,0.4
23-Mar-06,2006,3,South,4,LSU,SEC,62,1,Duke,ACC,54,,8,-3,4 over 1,3.357142857,2,-1.357142857
23-Mar-06,2006,3,South,2,Texas,B12,74,6,West Virginia,BE,71,,3,4,,1.078571429,2,0.921428571
23-Mar-06,2006,3,West,1,Memphis,CUSA,80,13,Bradley,MVC,64,,16,12,,0.25,2,1.75
23-Mar-06,2006,3,West,2,UCLA,P10,73,3,Gonzaga,WCC,71,,2,1,,1.864285714,2,0.135714286
24-Mar-06,2006,3,East,11,George Mason,CAA,63,7,Wichita St.,MVC,55,,8,-4,11 over 7,0.9,2,1.1
24-Mar-06,2006,3,East,1,Connecticut,BE,98,5,Washington,P10,92,1 OT,6,4,,1.107142857,2,0.892857143
24-Mar-06,2006,3,Midwest,1,Villanova,BE,60,4,Boston College,BE,59,1 OT,1,3,,1.535714286,2,0.464285714
24-Mar-06,2006,3,Midwest,3,Florida,SEC,57,7,Georgetown,BE,53,,4,4,,0.9,2,1.1
25-Mar-06,2006,4,South,4,LSU,SEC,70,2,Texas,B12,60,1 OT,10,-2,,2.371428571,3,0.628571429
25-Mar-06,2006,4,West,2,UCLA,P10,50,1,Memphis,CUSA,45,,5,-1,,3.357142857,3,-0.357142857
26-Mar-06,2006,4,East,11,George Mason,CAA,86,1,Connecticut,BE,84,1 OT,2,-10,11 over 1,3.357142857,3,-0.357142857
26-Mar-06,2006,4,Midwest,3,Florida,SEC,75,1,Villanova,BE,62,,13,-2,,3.357142857,3,-0.357142857
1-Apr-06,2006,5,Final Four,2,UCLA,P10,59,4,LSU,SEC,45,,14,2,,1.535714286,4,2.464285714
1-Apr-06,2006,5,Final Four,3,Florida,SEC,73,11,George Mason,CAA,58,,15,8,,0.614285714,4,3.385714286
3-Apr-06,2006,6,Championship,3,Florida,SEC,73,2,UCLA,P10,57,,16,-1,,2.371428571,5,2.628571429
13-Mar-07,2007,PI,West,16,Niagara,MAAC,77,16,Florida A&M,MEAC,69,,8,0,,0.007142857,0,-0.007142857
15-Mar-07,2007,1,West,11,VCU,CAA,79,6,Duke,ACC,77,,2,-5,11 over 6,1.078571429,0,-1.078571429
15-Mar-07,2007,1,East,1,North Carolina,ACC,86,16,Eastern Kentucky,OVC,65,,21,15,,0.007142857,0,-0.007142857
15-Mar-07,2007,1,East,2,Georgetown,BE,80,15,Belmont,ASun,55,,25,13,,0.064285714,0,-0.064285714
15-Mar-07,2007,1,East,3,Washington St.,P10,70,14,Oral Roberts,MCon,54,,16,11,,0.164285714,0,-0.164285714
15-Mar-07,2007,1,East,6,Vanderbilt,SEC,77,11,George Washington,A10,44,,33,5,,0.614285714,0,-0.614285714
15-Mar-07,2007,1,East,7,Boston College,BE,84,10,Texas Tech,B12,75,,9,3,,0.621428571,0,-0.621428571
15-Mar-07,2007,1,Midwest,4,Maryland,ACC,82,13,Davidson,SC,70,,12,9,,0.25,0,-0.25
15-Mar-07,2007,1,Midwest,5,Butler,Horz,57,12,Old Dominion,CAA,46,,11,7,,0.514285714,0,-0.514285714
15-Mar-07,2007,1,South,1,Ohio St.,B10,78,16,Central Connecticut,NEC,57,,21,15,,0.007142857,0,-0.007142857
15-Mar-07,2007,1,South,3,Texas A&M,B12,68,14,Penn,Ivy,52,,16,11,,0.164285714,0,-0.164285714
15-Mar-07,2007,1,South,6,Louisville,CUSA,78,11,Stanford,P10,58,,20,5,,0.614285714,0,-0.614285714
15-Mar-07,2007,1,West,2,UCLA,P10,70,15,Weber St.,BSky,42,,28,13,,0.064285714,0,-0.064285714
15-Mar-07,2007,1,West,3,Pittsburgh,BE,79,14,Wright St.,Horz,58,,21,11,,0.164285714,0,-0.164285714
15-Mar-07,2007,1,West,7,Indiana,B10,70,10,Gonzaga,WCC,57,,13,3,,0.621428571,0,-0.621428571
15-Mar-07,2007,1,East,9,Michigan St.,B10,61,8,Marquette,CUSA,49,,12,-1,,0.7,0,-0.7
15-Mar-07,2007,1,South,9,Xavier,A10,79,8,BYU,MWC,77,,2,-1,,0.7,0,-0.7
16-Mar-07,2007,1,Midwest,11,Winthrop,BSth,74,6,Notre Dame,BE,64,,10,-5,11 over 6,1.078571429,0,-1.078571429
16-Mar-07,2007,1,East,4,Texas,B12,79,13,New Mexico St.,SB,67,,12,9,,0.25,0,-0.25
16-Mar-07,2007,1,East,5,USC,P10,77,12,Arkansas,SEC,60,,17,7,,0.514285714,0,-0.514285714
16-Mar-07,2007,1,Midwest,1,Florida,SEC,112,16,Jackson St.,SWAC,69,,43,15,,0.007142857,0,-0.007142857
16-Mar-07,2007,1,Midwest,2,Wisconsin,B10,76,15,Texas A&M Corpus Chris,ind,63,,13,13,,0.064285714,0,-0.064285714
16-Mar-07,2007,1,Midwest,3,Oregon,P10,58,14,Miami OH,MAC,56,,2,11,,0.164285714,0,-0.164285714
16-Mar-07,2007,1,Midwest,7,UNLV,MWC,67,10,Georgia Tech,ACC,63,,4,3,,0.621428571,0,-0.621428571
16-Mar-07,2007,1,South,2,Memphis,CUSA,73,15,North Texas,SB,58,,15,13,,0.064285714,0,-0.064285714
16-Mar-07,2007,1,South,4,Virginia,ACC,84,13,Albany,AE,57,,27,9,,0.25,0,-0.25
16-Mar-07,2007,1,South,5,Tennessee,SEC,121,12,Long Beach St.,BW,86,,35,7,,0.514285714,0,-0.514285714
16-Mar-07,2007,1,South,7,Nevada,WAC,77,10,Creighton,MVC,71,1 OT,6,3,,0.621428571,0,-0.621428571
16-Mar-07,2007,1,West,1,Kansas,B12,107,16,Niagara,MAAC,67,,40,15,,0.007142857,0,-0.007142857
16-Mar-07,2007,1,West,4,Southern Illinois,MVC,61,13,Holy Cross,Pat,51,,10,9,,0.25,0,-0.25
16-Mar-07,2007,1,West,5,Virginia Tech,BE,54,12,Illinois,B10,52,,2,7,,0.514285714,0,-0.514285714
16-Mar-07,2007,1,West,8,Kentucky,SEC,67,9,Villanova,BE,58,,9,1,,0.6,0,-0.6
16-Mar-07,2007,1,Midwest,9,Purdue,B10,72,8,Arizona,P10,63,,9,-1,,0.7,0,-0.7
17-Mar-07,2007,2,East,6,Vanderbilt,SEC,78,3,Washington St.,P10,74,2 OT,4,-3,6 over 3,1.864285714,1,-0.864285714
17-Mar-07,2007,2,East,1,North Carolina,ACC,81,9,Michigan St.,B10,67,,14,8,,0.6,1,0.4
17-Mar-07,2007,2,East,2,Georgetown,BE,62,7,Boston College,BE,55,,7,5,,0.9,1,0.1
17-Mar-07,2007,2,South,1,Ohio St.,B10,78,9,Xavier,A10,71,1 OT,7,8,,0.6,1,0.4
17-Mar-07,2007,2,South,3,Texas A&M,B12,72,6,Louisville,CUSA,69,,3,3,,1.078571429,1,-0.078571429
17-Mar-07,2007,2,West,2,UCLA,P10,54,7,Indiana,B10,49,,5,5,,0.9,1,0.1
17-Mar-07,2007,2,West,3,Pittsburgh,BE,84,11,VCU,CAA,79,1 OT,5,8,,0.614285714,1,0.385714286
17-Mar-07,2007,2,Midwest,5,Butler,Horz,62,4,Maryland,ACC,59,,3,-1,,1.535714286,1,-0.535714286
18-Mar-07,2007,2,Midwest,7,UNLV,MWC,74,2,Wisconsin,B10,68,,6,-5,7 over 2,2.371428571,1,-1.371428571
18-Mar-07,2007,2,Midwest,1,Florida,SEC,74,9,Purdue,B10,67,,7,8,,0.6,1,0.4
18-Mar-07,2007,2,Midwest,3,Oregon,P10,75,11,Winthrop,BSth,61,,14,8,,0.614285714,1,0.385714286
18-Mar-07,2007,2,South,2,Memphis,CUSA,78,7,Nevada,WAC,62,,16,5,,0.9,1,0.1
18-Mar-07,2007,2,West,1,Kansas,B12,88,8,Kentucky,SEC,76,,12,7,,0.7,1,0.3
18-Mar-07,2007,2,West,4,Southern Illinois,MVC,63,5,Virginia Tech,BE,48,,15,1,,1.107142857,1,-0.107142857
18-Mar-07,2007,2,East,5,USC,P10,87,4,Texas,B12,68,,19,-1,,1.535714286,1,-0.535714286
18-Mar-07,2007,2,South,5,Tennessee,SEC,77,4,Virginia,ACC,74,,3,-1,,1.535714286,1,-0.535714286
22-Mar-07,2007,3,South,1,Ohio St.,B10,85,5,Tennessee,SEC,84,,1,4,,1.107142857,2,0.892857143
22-Mar-07,2007,3,South,2,Memphis,CUSA,65,3,Texas A&M,B12,64,,1,1,,1.864285714,2,0.135714286
22-Mar-07,2007,3,West,1,Kansas,B12,61,4,Southern Illinois,MVC,58,,3,3,,1.535714286,2,0.464285714
22-Mar-07,2007,3,West,2,UCLA,P10,64,3,Pittsburgh,BE,55,,9,1,,1.864285714,2,0.135714286
23-Mar-07,2007,3,East,1,North Carolina,ACC,74,5,USC,P10,64,,10,4,,1.107142857,2,0.892857143
23-Mar-07,2007,3,East,2,Georgetown,BE,66,6,Vanderbilt,SEC,65,,1,4,,1.078571429,2,0.921428571
23-Mar-07,2007,3,Midwest,1,Florida,SEC,65,5,Butler,Horz,57,,8,4,,1.107142857,2,0.892857143
23-Mar-07,2007,3,Midwest,3,Oregon,P10,76,7,UNLV,MWC,72,,4,4,,0.9,2,1.1
24-Mar-07,2007,4,South,1,Ohio St.,B10,92,2,Memphis,CUSA,76,,16,1,,2.371428571,3,0.628571429
24-Mar-07,2007,4,West,2,UCLA,P10,68,1,Kansas,B12,55,,13,-1,,3.357142857,3,-0.357142857
25-Mar-07,2007,4,Midwest,1,Florida,SEC,85,3,Oregon,P10,77,,8,2,,1.864285714,3,1.135714286
25-Mar-07,2007,4,East,2,Georgetown,BE,96,1,North Carolina,ACC,84,1 OT,12,-1,,3.357142857,3,-0.357142857
31-Mar-07,2007,5,Final Four,1,Florida,SEC,76,2,UCLA,P10,66,,10,1,,2.371428571,4,1.628571429
31-Mar-07,2007,5,Final Four,1,Ohio St.,B10,67,2,Georgetown,BE,60,,7,1,,2.371428571,4,1.628571429
2-Apr-07,2007,6,Championship,1,Florida,SEC,84,1,Ohio St.,B10,75,,9,0,,3.357142857,5,1.642857143
18-Mar-08,2008,PI,East,16,Mount St. Mary's,NEC,69,16,Coppin St.,MEAC,60,,9,0,,0.007142857,0,-0.007142857
20-Mar-08,2008,1,Midwest,11,Kansas St.,B12,80,6,USC,P10,67,,13,-5,11 over 6,1.078571429,0,-1.078571429
20-Mar-08,2008,1,East,4,Washington St.,P10,71,13,Winthrop,BSth,40,,31,9,,0.25,0,-0.25
20-Mar-08,2008,1,East,5,Notre Dame,BE,68,12,George Mason,CAA,50,,18,7,,0.514285714,0,-0.514285714
20-Mar-08,2008,1,Midwest,1,Kansas,B12,85,16,Portland St.,BSky,61,,24,15,,0.007142857,0,-0.007142857
20-Mar-08,2008,1,Midwest,3,Wisconsin,B10,71,14,Cal St. Fullerton,BW,56,,15,11,,0.164285714,0,-0.164285714
20-Mar-08,2008,1,Midwest,8,UNLV,MWC,71,9,Kent St.,MAC,58,,13,1,,0.6,0,-0.6
20-Mar-08,2008,1,South,3,Stanford,P10,77,14,Cornell,Ivy,53,,24,11,,0.164285714,0,-0.164285714
20-Mar-08,2008,1,South,4,Pittsburgh,BE,82,13,Oral Roberts,MCon,63,,19,9,,0.25,0,-0.25
20-Mar-08,2008,1,South,5,Michigan St.,B10,72,12,Temple,A10,61,,11,7,,0.514285714,0,-0.514285714
20-Mar-08,2008,1,South,6,Marquette,CUSA,74,11,Kentucky,SEC,66,,8,5,,0.614285714,0,-0.614285714
20-Mar-08,2008,1,West,1,UCLA,P10,70,16,Mississippi Valley St.,SWAC,29,,41,15,,0.007142857,0,-0.007142857
20-Mar-08,2008,1,West,2,Duke,ACC,71,15,Belmont,ASun,70,,1,13,,0.064285714,0,-0.064285714
20-Mar-08,2008,1,West,3,Xavier,A10,73,14,Georgia,SEC,61,,12,11,,0.164285714,0,-0.164285714
20-Mar-08,2008,1,West,6,Purdue,B10,90,11,Baylor,B12,79,,11,5,,0.614285714,0,-0.614285714
20-Mar-08,2008,1,West,7,West Virginia,BE,75,10,Arizona,P10,65,,10,3,,0.621428571,0,-0.621428571
20-Mar-08,2008,1,West,9,Texas A&M,B12,67,8,BYU,MWC,62,,5,-1,,0.7,0,-0.7
21-Mar-08,2008,1,Midwest,13,Siena,MAAC,83,4,Vanderbilt,SEC,62,,21,-9,13 over 4,1.535714286,0,-1.535714286
21-Mar-08,2008,1,West,13,San Diego,WCC,70,4,Connecticut,BE,69,1 OT,1,-9,13 over 4,1.535714286,0,-1.535714286
21-Mar-08,2008,1,Midwest,12,Villanova,BE,75,5,Clemson,ACC,69,,6,-7,12 over 5,1.107142857,0,-1.107142857
21-Mar-08,2008,1,West,12,Western Kentucky,SB,101,5,Drake,MVC,99,1 OT,2,-7,12 over 5,1.107142857,0,-1.107142857
21-Mar-08,2008,1,Midwest,10,Davidson,SC,82,7,Gonzaga,WCC,76,,6,-3,10 over 7,0.9,0,-0.9
21-Mar-08,2008,1,East,1,North Carolina,ACC,113,16,Mount St. Mary's,NEC,74,,39,15,,0.007142857,0,-0.007142857
21-Mar-08,2008,1,East,2,Tennessee,SEC,72,15,American,Pat,57,,15,13,,0.064285714,0,-0.064285714
21-Mar-08,2008,1,East,3,Louisville,CUSA,79,14,Boise St.,WAC,61,,18,11,,0.164285714,0,-0.164285714
21-Mar-08,2008,1,East,6,Oklahoma,B12,72,11,Saint Joseph's,A10,64,,8,5,,0.614285714,0,-0.614285714
21-Mar-08,2008,1,East,7,Butler,Horz,81,10,South Alabama,SB,61,,20,3,,0.621428571,0,-0.621428571
21-Mar-08,2008,1,Midwest,2,Georgetown,BE,66,15,UMBC,NEC,47,,19,13,,0.064285714,0,-0.064285714
21-Mar-08,2008,1,South,1,Memphis,CUSA,87,16,UT Arlington,Slnd,63,,24,15,,0.007142857,0,-0.007142857
21-Mar-08,2008,1,South,2,Texas,B12,74,15,Austin Peay,OVC,54,,20,13,,0.064285714,0,-0.064285714
21-Mar-08,2008,1,South,7,Miami FL,BE,78,10,Saint Mary's,WCC,64,,14,3,,0.621428571,0,-0.621428571
21-Mar-08,2008,1,South,8,Mississippi St.,SEC,76,9,Oregon,P10,69,,7,1,,0.6,0,-0.6
21-Mar-08,2008,1,East,9,Arkansas,SEC,86,8,Indiana,B10,72,,14,-1,,0.7,0,-0.7
22-Mar-08,2008,2,West,7,West Virginia,BE,73,2,Duke,ACC,67,,6,-5,7 over 2,2.371428571,1,-1.371428571
22-Mar-08,2008,2,East,4,Washington St.,P10,61,5,Notre Dame,BE,41,,20,1,,1.107142857,1,-0.107142857
22-Mar-08,2008,2,Midwest,1,Kansas,B12,75,8,UNLV,MWC,56,,19,7,,0.7,1,0.3
22-Mar-08,2008,2,Midwest,3,Wisconsin,B10,72,11,Kansas St.,B12,55,,17,8,,0.614285714,1,0.385714286
22-Mar-08,2008,2,South,3,Stanford,P10,82,6,Marquette,CUSA,81,1 OT,1,3,,1.078571429,1,-0.078571429
22-Mar-08,2008,2,West,1,UCLA,P10,53,9,Texas A&M,B12,49,,4,8,,0.6,1,0.4
22-Mar-08,2008,2,West,3,Xavier,A10,85,6,Purdue,B10,78,,7,3,,1.078571429,1,-0.078571429
22-Mar-08,2008,2,South,5,Michigan St.,B10,65,4,Pittsburgh,BE,54,,11,-1,,1.535714286,1,-0.535714286
23-Mar-08,2008,2,Midwest,10,Davidson,SC,74,2,Georgetown,BE,70,,4,-8,10 over 2,2.371428571,1,-1.371428571
23-Mar-08,2008,2,East,1,North Carolina,ACC,108,9,Arkansas,SEC,77,,31,8,,0.6,1,0.4
23-Mar-08,2008,2,East,2,Tennessee,SEC,76,7,Butler,Horz,71,1 OT,5,5,,0.9,1,0.1
23-Mar-08,2008,2,East,3,Louisville,CUSA,78,6,Oklahoma,B12,48,,30,3,,1.078571429,1,-0.078571429
23-Mar-08,2008,2,Midwest,12,Villanova,BE,84,13,Siena,MAAC,72,,12,1,,0.25,1,0.75
23-Mar-08,2008,2,South,1,Memphis,CUSA,77,8,Mississippi St.,SEC,74,,3,7,,0.7,1,0.3
23-Mar-08,2008,2,South,2,Texas,B12,75,7,Miami FL,BE,72,,3,5,,0.9,1,0.1
23-Mar-08,2008,2,West,12,Western Kentucky,SB,72,13,San Diego,WCC,63,,9,1,,0.25,1,0.75
27-Mar-08,2008,3,East,1,North Carolina,ACC,68,4,Washington St.,P10,47,,21,3,,1.535714286,2,0.464285714
27-Mar-08,2008,3,West,1,UCLA,P10,88,12,Western Kentucky,SB,78,,10,11,,0.514285714,2,1.485714286
27-Mar-08,2008,3,West,3,Xavier,A10,79,7,West Virginia,BE,75,1 OT,4,4,,0.9,2,1.1
27-Mar-08,2008,3,East,3,Louisville,CUSA,79,2,Tennessee,SEC,60,,19,-1,,2.371428571,2,-0.371428571
28-Mar-08,2008,3,Midwest,10,Davidson,SC,73,3,Wisconsin,B10,56,,17,-7,10 over 3,1.864285714,2,0.135714286
28-Mar-08,2008,3,Midwest,1,Kansas,B12,72,12,Villanova,BE,57,,15,11,,0.514285714,2,1.485714286
28-Mar-08,2008,3,South,1,Memphis,CUSA,92,5,Michigan St.,B10,74,,18,4,,1.107142857,2,0.892857143
28-Mar-08,2008,3,South,2,Texas,B12,82,3,Stanford,P10,62,,20,1,,1.864285714,2,0.135714286
29-Mar-08,2008,4,East,1,North Carolina,ACC,83,3,Louisville,CUSA,73,,10,2,,1.864285714,3,1.135714286
29-Mar-08,2008,4,West,1,UCLA,P10,76,3,Xavier,A10,57,,19,2,,1.864285714,3,1.135714286
30-Mar-08,2008,4,Midwest,1,Kansas,B12,59,10,Davidson,SC,57,,2,9,,0.621428571,3,2.378571429
30-Mar-08,2008,4,South,1,Memphis,CUSA,85,2,Texas,B12,67,,18,1,,2.371428571,3,0.628571429
5-Apr-08,2008,5,Final Four,1,Kansas,B12,84,1,North Carolina,ACC,66,,18,0,,3.357142857,4,0.642857143
5-Apr-08,2008,5,Final Four,1,Memphis,CUSA,78,1,UCLA,P10,63,,15,0,,3.357142857,4,0.642857143
7-Apr-08,2008,6,Championship,1,Kansas,B12,75,1,Memphis,CUSA,68,1 OT,7,0,,3.357142857,5,1.642857143
17-Mar-09,2009,PI,Midwest,16,Morehead St.,OVC,58,16,Alabama St.,SWAC,43,,15,0,,0.007142857,0,-0.007142857
19-Mar-09,2009,1,South,12,Western Kentucky,SB,76,5,Illinois,B10,72,,4,-7,12 over 5,1.107142857,0,-1.107142857
19-Mar-09,2009,1,South,10,Michigan,B10,62,7,Clemson,ACC,59,,3,-3,10 over 7,0.9,0,-0.9
19-Mar-09,2009,1,West,10,Maryland,ACC,84,7,California,P10,71,,13,-3,10 over 7,0.9,0,-0.9
19-Mar-09,2009,1,East,2,Duke,ACC,86,15,Binghamton,AE,62,,24,13,,0.064285714,0,-0.064285714
19-Mar-09,2009,1,East,3,Villanova,BE,80,14,American,Pat,67,,13,11,,0.164285714,0,-0.164285714
19-Mar-09,2009,1,East,6,UCLA,P10,65,11,VCU,CAA,64,,1,5,,0.614285714,0,-0.614285714
19-Mar-09,2009,1,East,7,Texas,B12,76,10,Minnesota,B10,62,,14,3,,0.621428571,0,-0.621428571
19-Mar-09,2009,1,South,1,North Carolina,ACC,101,16,Radford,BSth,58,,43,15,,0.007142857,0,-0.007142857
19-Mar-09,2009,1,South,2,Oklahoma,B12,82,15,Morgan St.,MEAC,54,,28,13,,0.064285714,0,-0.064285714
19-Mar-09,2009,1,South,4,Gonzaga,WCC,77,13,Akron,MAC,64,,13,9,,0.25,0,-0.25
19-Mar-09,2009,1,South,8,LSU,SEC,75,9,Butler,Horz,71,,4,1,,0.6,0,-0.6
19-Mar-09,2009,1,West,1,Connecticut,BE,103,16,Chattanooga,SC,47,,56,15,,0.007142857,0,-0.007142857
19-Mar-09,2009,1,West,2,Memphis,CUSA,81,15,Cal St. Northridge,BW,70,,11,13,,0.064285714,0,-0.064285714
19-Mar-09,2009,1,West,4,Washington,P10,71,13,Mississippi St.,SEC,58,,13,9,,0.25,0,-0.25
19-Mar-09,2009,1,West,5,Purdue,B10,61,12,Northern Iowa,MVC,56,,5,7,,0.514285714,0,-0.514285714
19-Mar-09,2009,1,West,9,Texas A&M,B12,79,8,BYU,MWC,66,,13,-1,,0.7,0,-0.7
20-Mar-09,2009,1,Midwest,13,Cleveland St.,Horz,84,4,Wake Forest,ACC,69,,15,-9,13 over 4,1.535714286,0,-1.535714286
20-Mar-09,2009,1,East,12,Wisconsin,B10,61,5,Florida St.,ACC,59,1 OT,2,-7,12 over 5,1.107142857,0,-1.107142857
20-Mar-09,2009,1,Midwest,12,Arizona,P10,84,5,Utah,MWC,71,,13,-7,12 over 5,1.107142857,0,-1.107142857
20-Mar-09,2009,1,Midwest,11,Dayton,A10,68,6,West Virginia,BE,60,,8,-5,11 over 6,1.078571429,0,-1.078571429
20-Mar-09,2009,1,Midwest,10,USC,P10,72,7,Boston College,BE,55,,17,-3,10 over 7,0.9,0,-0.9
20-Mar-09,2009,1,East,1,Pittsburgh,BE,72,16,East Tennessee St.,SC,62,,10,15,,0.007142857,0,-0.007142857
20-Mar-09,2009,1,East,4,Xavier,A10,77,13,Portland St.,BSky,59,,18,9,,0.25,0,-0.25
20-Mar-09,2009,1,East,8,Oklahoma St.,B12,77,9,Tennessee,SEC,75,,2,1,,0.6,0,-0.6
20-Mar-09,2009,1,Midwest,1,Louisville,CUSA,74,16,Morehead St.,OVC,54,,20,15,,0.007142857,0,-0.007142857
20-Mar-09,2009,1,Midwest,2,Michigan St.,B10,77,15,Robert Morris,NEC,62,,15,13,,0.064285714,0,-0.064285714
20-Mar-09,2009,1,Midwest,3,Kansas,B12,84,14,North Dakota St.,ind,74,,10,11,,0.164285714,0,-0.164285714
20-Mar-09,2009,1,South,3,Syracuse,BE,59,14,Stephen F. Austin,Slnd,44,,15,11,,0.164285714,0,-0.164285714
20-Mar-09,2009,1,South,6,Arizona St.,P10,66,11,Temple,A10,57,,9,5,,0.614285714,0,-0.614285714
20-Mar-09,2009,1,West,3,Missouri,B12,78,14,Cornell,Ivy,59,,19,11,,0.164285714,0,-0.164285714
20-Mar-09,2009,1,West,6,Marquette,CUSA,58,11,Utah St.,BW,57,,1,5,,0.614285714,0,-0.614285714
20-Mar-09,2009,1,Midwest,9,Siena,MAAC,74,8,Ohio St.,B10,72,2 OT,2,-1,,0.7,0,-0.7
21-Mar-09,2009,2,East,2,Duke,ACC,74,7,Texas,B12,69,,5,5,,0.9,1,0.1
21-Mar-09,2009,2,East,3,Villanova,BE,89,6,UCLA,P10,69,,20,3,,1.078571429,1,-0.078571429
21-Mar-09,2009,2,South,1,North Carolina,ACC,84,8,LSU,SEC,70,,14,7,,0.7,1,0.3
21-Mar-09,2009,2,South,2,Oklahoma,B12,73,10,Michigan,B10,63,,10,8,,0.621428571,1,0.378571429
21-Mar-09,2009,2,South,4,Gonzaga,WCC,83,12,Western Kentucky,SB,81,,2,8,,0.514285714,1,0.485714286
21-Mar-09,2009,2,West,1,Connecticut,BE,92,9,Texas A&M,B12,66,,26,8,,0.6,1,0.4
21-Mar-09,2009,2,West,2,Memphis,CUSA,89,10,Maryland,ACC,70,,19,8,,0.621428571,1,0.378571429
21-Mar-09,2009,2,West,5,Purdue,B10,76,4,Washington,P10,74,,2,-1,,1.535714286,1,-0.535714286
22-Mar-09,2009,2,East,1,Pittsburgh,BE,84,8,Oklahoma St.,B12,76,,8,7,,0.7,1,0.3
22-Mar-09,2009,2,East,4,Xavier,A10,60,12,Wisconsin,B10,49,,11,8,,0.514285714,1,0.485714286
22-Mar-09,2009,2,Midwest,1,Louisville,CUSA,79,9,Siena,MAAC,72,,7,8,,0.6,1,0.4
22-Mar-09,2009,2,Midwest,2,Michigan St.,B10,74,10,USC,P10,69,,5,8,,0.621428571,1,0.378571429
22-Mar-09,2009,2,Midwest,3,Kansas,B12,60,11,Dayton,A10,43,,17,8,,0.614285714,1,0.385714286
22-Mar-09,2009,2,Midwest,12,Arizona,P10,71,13,Cleveland St.,Horz,57,,14,1,,0.25,1,0.75
22-Mar-09,2009,2,South,3,Syracuse,BE,78,6,Arizona St.,P10,67,,11,3,,1.078571429,1,-0.078571429
22-Mar-09,2009,2,West,3,Missouri,B12,83,6,Marquette,CUSA,79,,4,3,,1.078571429,1,-0.078571429
26-Mar-09,2009,3,East,1,Pittsburgh,BE,60,4,Xavier,A10,55,,5,3,,1.535714286,2,0.464285714
26-Mar-09,2009,3,West,1,Connecticut,BE,72,5,Purdue,B10,60,,12,4,,1.107142857,2,0.892857143
26-Mar-09,2009,3,East,3,Villanova,BE,77,2,Duke,ACC,54,,23,-1,,2.371428571,2,-0.371428571
26-Mar-09,2009,3,West,3,Missouri,B12,102,2,Memphis,CUSA,91,,11,-1,,2.371428571,2,-0.371428571
27-Mar-09,2009,3,Midwest,1,Louisville,CUSA,103,12,Arizona,P10,64,,39,11,,0.514285714,2,1.485714286
27-Mar-09,2009,3,Midwest,2,Michigan St.,B10,67,3,Kansas,B12,62,,5,1,,1.864285714,2,0.135714286
27-Mar-09,2009,3,South,1,North Carolina,ACC,98,4,Gonzaga,WCC,77,,21,3,,1.535714286,2,0.464285714
27-Mar-09,2009,3,South,2,Oklahoma,B12,84,3,Syracuse,BE,71,,13,1,,1.864285714,2,0.135714286
