Date,Year,Round,Region,WSeed,Winner,wConf,WScore,LSeed,Loser,Lconf,LScore,Overtime,MV,SeD,Upset,LEW,LAW,LDW
20-Mar-03,2003,1,East,8,California,P10,76,9,North Carolina St.,ACC,74,1 OT,2,1,,0.6,0,-0.6
20-Mar-03,2003,1,Midwest,3,Marquette,CUSA,72,14,Holy Cross,Pat,68,,4,11,,0.164285714,0,-0.164285714
20-Mar-03,2003,1,Midwest,5,Wisconsin,B10,81,12,Weber St.,BSky,74,,7,7,,0.514285714,0,-0.514285714
20-Mar-03,2003,1,Midwest,6,Missouri,B12,72,11,Southern Illinois,MVC,71,,1,5,,0.614285714,0,-0.614285714
20-Mar-03,2003,1,South,4,Stanford,P10,77,13,San Diego,WCC,69,,8,9,,0.25,0,-0.25
20-Mar-03,2003,1,South,5,Connecticut,BE,58,12,BYU,MWC,53,,5,7,,0.514285714,0,-0.514285714
20-Mar-03,2003,1,West,1,Arizona,P10,80,16,Vermont,AE,51,,29,15,,0.007142857,0,-0.007142857
20-Mar-03,2003,1,West,2,Kansas,B12,64,15,Utah St.,BW,61,,3,13,,0.064285714,0,-0.064285714
20-Mar-03,2003,1,West,3,Duke,ACC,67,14,Colorado St.,MWC,57,,10,11,,0.164285714,0,-0.164285714
20-Mar-03,2003,1,West,4,Illinois,B10,65,13,Western Kentucky,SB,60,,5,9,,0.25,0,-0.25
20-Mar-03,2003,1,West,5,Notre Dame,BE,70,12,Milwaukee,Horz,69,,1,7,,0.514285714,0,-0.514285714
20-Mar-03,2003,1,West,10,Arizona St.,P10,84,7,Memphis,CUSA,71,,13,-3,10 over 7,0.9,0,-0.9
20-Mar-03,2003,1,West,9,Gonzaga,WCC,74,8,Cincinnati,CUSA,69,,5,-1,,0.7,0,-0.7
21-Mar-03,2003,1,East,12,Butler,Horz,47,5,Mississippi St.,SEC,46,,1,-7,12 over 5,1.107142857,0,-1.107142857
21-Mar-03,2003,1,East,2,Wake Forest,ACC,76,15,East Tennessee St.,SC,73,,3,13,,0.064285714,0,-0.064285714
21-Mar-03,2003,1,East,3,Syracuse,BE,76,14,Manhattan,MAAC,65,,11,11,,0.164285714,0,-0.164285714
21-Mar-03,2003,1,East,4,Louisville,CUSA,86,13,Austin Peay,OVC,64,,22,9,,0.25,0,-0.25
21-Mar-03,2003,1,East,6,Oklahoma St.,B12,77,11,Penn,Ivy,63,,14,5,,0.614285714,0,-0.614285714
21-Mar-03,2003,1,Midwest,1,Kentucky,SEC,95,16,IUPUI,MCon,64,,31,15,,0.007142857,0,-0.007142857
21-Mar-03,2003,1,Midwest,2,Pittsburgh,BE,87,15,Wagner,NEC,61,,26,13,,0.064285714,0,-0.064285714
21-Mar-03,2003,1,Midwest,7,Indiana,B10,67,10,Alabama,SEC,62,,5,3,,0.621428571,0,-0.621428571
21-Mar-03,2003,1,South,1,Texas,B12,82,16,UNC Asheville,BSth,61,,21,15,,0.007142857,0,-0.007142857
21-Mar-03,2003,1,South,2,Florida,SEC,85,15,Sam Houston St.,Slnd,55,,30,13,,0.064285714,0,-0.064285714
21-Mar-03,2003,1,South,3,Xavier,A10,71,14,Troy,ASun,59,,12,11,,0.164285714,0,-0.164285714
21-Mar-03,2003,1,South,6,Maryland,ACC,75,11,UNC Wilmington,CAA,73,,2,5,,0.614285714,0,-0.614285714
21-Mar-03,2003,1,South,7,Michigan St.,B10,79,10,Colorado,B12,64,,15,3,,0.621428571,0,-0.621428571
21-Mar-03,2003,1,East,10,Auburn,SEC,65,7,Saint Joseph's,A10,63,1 OT,2,-3,10 over 7,0.9,0,-0.9
21-Mar-03,2003,1,Midwest,9,Utah,MWC,60,8,Oregon,P10,58,,2,-1,,0.7,0,-0.7
21-Mar-03,2003,1,South,9,Purdue,B10,80,8,LSU,SEC,56,,24,-1,,0.7,0,-0.7
22-Mar-03,2003,2,East,1,Oklahoma,B12,74,8,California,P10,65,,9,7,,0.7,1,0.3
22-Mar-03,2003,2,Midwest,3,Marquette,CUSA,101,6,Missouri,B12,92,1 OT,9,3,,1.078571429,1,-0.078571429
22-Mar-03,2003,2,Midwest,5,Wisconsin,B10,61,13,Tulsa,WAC,60,,1,8,,0.25,1,0.75
22-Mar-03,2003,2,West,1,Arizona,P10,96,9,Gonzaga,WCC,95,2 OT,1,8,,0.6,1,0.4
22-Mar-03,2003,2,West,2,Kansas,B12,108,10,Arizona St.,P10,76,,32,8,,0.621428571,1,0.378571429
22-Mar-03,2003,2,West,3,Duke,ACC,86,11,Central Michigan,MAC,60,,26,8,,0.614285714,1,0.385714286
22-Mar-03,2003,2,South,5,Connecticut,BE,85,4,Stanford,P10,74,,11,-1,,1.535714286,1,-0.535714286
22-Mar-03,2003,2,West,5,Notre Dame,BE,68,4,Illinois,B10,60,,8,-1,,1.535714286,1,-0.535714286
23-Mar-03,2003,2,East,10,Auburn,SEC,68,2,Wake Forest,ACC,62,,6,-8,10 over 2,2.371428571,1,-1.371428571
23-Mar-03,2003,2,East,12,Butler,Horz,79,4,Louisville,CUSA,71,,8,-8,12 over 4,1.535714286,1,-0.535714286
23-Mar-03,2003,2,South,7,Michigan St.,B10,68,2,Florida,SEC,46,,22,-5,7 over 2,2.371428571,1,-1.371428571
23-Mar-03,2003,2,East,3,Syracuse,BE,68,6,Oklahoma St.,B12,56,,12,3,,1.078571429,1,-0.078571429
23-Mar-03,2003,2,Midwest,1,Kentucky,SEC,74,9,Utah,MWC,54,,20,8,,0.6,1,0.4
23-Mar-03,2003,2,Midwest,2,Pittsburgh,BE,74,7,Indiana,B10,52,,22,5,,0.9,1,0.1
23-Mar-03,2003,2,South,1,Texas,B12,77,9,Purdue,B10,67,,10,8,,0.6,1,0.4
23-Mar-03,2003,2,South,6,Maryland,ACC,77,3,Xavier,A10,64,,13,-3,6 over 3,1.864285714,1,-0.864285714
27-Mar-03,2003,3,Midwest,1,Kentucky,SEC,63,5,Wisconsin,B10,57,,6,4,,1.107142857,2,0.892857143
27-Mar-03,2003,3,West,1,Arizona,P10,88,5,Notre Dame,BE,71,,17,4,,1.107142857,2,0.892857143
27-Mar-03,2003,3,West,2,Kansas,B12,69,3,Duke,ACC,65,,4,1,,1.864285714,2,0.135714286
27-Mar-03,2003,3,Midwest,3,Marquette,CUSA,77,2,Pittsburgh,BE,74,,3,-1,,2.371428571,2,-0.371428571
28-Mar-03,2003,3,East,1,Oklahoma,B12,65,12,Butler,Horz,54,,11,11,,0.514285714,2,1.485714286
28-Mar-03,2003,3,East,3,Syracuse,BE,79,10,Auburn,SEC,78,,1,7,,0.621428571,2,1.378571429
28-Mar-03,2003,3,South,1,Texas,B12,82,5,Connecticut,BE,78,,4,4,,1.107142857,2,0.892857143
28-Mar-03,2003,3,South,7,Michigan St.,B10,60,6,Maryland,ACC,58,,2,-1,,1.078571429,2,0.921428571
29-Mar-03,2003,4,Midwest,3,Marquette,CUSA,83,1,Kentucky,SEC,69,,14,-2,,3.357142857,3,-0.357142857
29-Mar-03,2003,4,West,2,Kansas,B12,78,1,Arizona,P10,75,,3,-1,,3.357142857,3,-0.357142857
30-Mar-03,2003,4,South,1,Texas,B12,85,7,Michigan St.,B10,76,,9,6,,0.9,3,2.1
30-Mar-03,2003,4,East,3,Syracuse,BE,63,1,Oklahoma,B12,47,,16,-2,,3.357142857,3,-0.357142857
5-Apr-03,2003,5,Final Four,2,Kansas,B12,94,3,Marquette,CUSA,61,,33,1,,1.864285714,4,2.135714286
5-Apr-03,2003,5,Final Four,3,Syracuse,BE,95,1,Texas,B12,84,,11,-2,,3.357142857,4,0.642857143
7-Apr-03,2003,6,Championship,3,Syracuse,BE,81,2,Kansas,B12,78,,3,-1,,2.371428571,5,2.628571429
16-Mar-04,2004,PI,Midwest,16,Florida A&M,MEAC,72,16,Lehigh,Pat,57,,15,0,,0.007142857,0,-0.007142857
18-Mar-04,2004,1,East,12,Manhattan,MAAC,75,5,Florida,SEC,60,,15,-7,12 over 5,1.107142857,0,-1.107142857
18-Mar-04,2004,1,East,1,Saint Joseph's,A10,82,16,Liberty,BSth,63,,19,15,,0.007142857,0,-0.007142857
18-Mar-04,2004,1,East,4,Wake Forest,ACC,79,13,VCU,CAA,78,,1,9,,0.25,0,-0.25
18-Mar-04,2004,1,East,8,Texas Tech,B12,76,9,Charlotte,CUSA,73,,3,1,,0.6,0,-0.6
18-Mar-04,2004,1,Midwest,2,Gonzaga,WCC,76,15,Valparaiso,MCon,49,,27,13,,0.064285714,0,-0.064285714
18-Mar-04,2004,1,South,1,Duke,ACC,96,16,Alabama St.,SWAC,61,,35,15,,0.007142857,0,-0.007142857
18-Mar-04,2004,1,South,3,Texas,B12,66,14,Princeton,Ivy,49,,17,11,,0.164285714,0,-0.164285714
18-Mar-04,2004,1,South,6,North Carolina,ACC,63,11,Air Force,MWC,52,,11,5,,0.614285714,0,-0.614285714
18-Mar-04,2004,1,South,8,Seton Hall,BE,80,9,Arizona,P10,76,,4,1,,0.6,0,-0.6
18-Mar-04,2004,1,West,1,Stanford,P10,71,16,UTSA,Slnd,45,,26,15,,0.007142857,0,-0.007142857
18-Mar-04,2004,1,West,2,Connecticut,BE,70,15,Vermont,AE,53,,17,13,,0.064285714,0,-0.064285714
18-Mar-04,2004,1,West,4,Maryland,ACC,86,13,UTEP,WAC,83,,3,9,,0.25,0,-0.25
18-Mar-04,2004,1,West,5,Syracuse,BE,80,12,BYU,MWC,75,,5,7,,0.514285714,0,-0.514285714
18-Mar-04,2004,1,West,7,DePaul,CUSA,76,10,Dayton,A10,69,2 OT,7,3,,0.621428571,0,-0.621428571
18-Mar-04,2004,1,West,8,Alabama,SEC,65,9,Southern Illinois,MVC,64,,1,1,,0.6,0,-0.6
18-Mar-04,2004,1,Midwest,10,Nevada,WAC,72,7,Michigan St.,B10,66,,6,-3,10 over 7,0.9,0,-0.9
19-Mar-04,2004,1,Midwest,12,Pacific,BW,66,5,Providence,BE,58,,8,-7,12 over 5,1.107142857,0,-1.107142857
19-Mar-04,2004,1,East,2,Oklahoma St.,B12,75,15,Eastern Washington,BSky,56,,19,13,,0.064285714,0,-0.064285714
19-Mar-04,2004,1,East,3,Pittsburgh,BE,53,14,UCF,ASun,44,,9,11,,0.164285714,0,-0.164285714
19-Mar-04,2004,1,East,6,Wisconsin,B10,76,11,Richmond,A10,64,,12,5,,0.614285714,0,-0.614285714
19-Mar-04,2004,1,East,7,Memphis,CUSA,59,10,South Carolina,SEC,43,,16,3,,0.621428571,0,-0.621428571
19-Mar-04,2004,1,Midwest,1,Kentucky,SEC,96,16,Florida A&M,MEAC,76,,20,15,,0.007142857,0,-0.007142857
19-Mar-04,2004,1,Midwest,3,Georgia Tech,ACC,65,14,Northern Iowa,MVC,60,,5,11,,0.164285714,0,-0.164285714
19-Mar-04,2004,1,Midwest,4,Kansas,B12,78,13,Illinois Chicago,Horz,53,,25,9,,0.25,0,-0.25
19-Mar-04,2004,1,Midwest,6,Boston College,BE,58,11,Utah,MWC,51,,7,5,,0.614285714,0,-0.614285714
19-Mar-04,2004,1,South,2,Mississippi St.,SEC,85,15,Monmouth,NEC,52,,33,13,,0.064285714,0,-0.064285714
19-Mar-04,2004,1,South,4,Cincinnati,CUSA,80,13,East Tennessee St.,SC,77,,3,9,,0.25,0,-0.25
19-Mar-04,2004,1,South,5,Illinois,B10,72,12,Murray St.,OVC,53,,19,7,,0.514285714,0,-0.514285714
19-Mar-04,2004,1,South,7,Xavier,A10,80,10,Louisville,CUSA,70,,10,3,,0.621428571,0,-0.621428571
19-Mar-04,2004,1,West,3,North Carolina St.,ACC,61,14,Lafayette,Pat,52,,9,11,,0.164285714,0,-0.164285714
19-Mar-04,2004,1,West,6,Vanderbilt,SEC,71,11,Western Michigan,MAC,58,,13,5,,0.614285714,0,-0.614285714
19-Mar-04,2004,1,Midwest,9,UAB,CUSA,102,8,Washington,P10,100,,2,-1,,0.7,0,-0.7
20-Mar-04,2004,2,Midwest,10,Nevada,WAC,91,2,Gonzaga,WCC,72,,19,-8,10 over 2,2.371428571,1,-1.371428571
20-Mar-04,2004,2,West,8,Alabama,SEC,70,1,Stanford,P10,67,,3,-7,8 over 1,3.357142857,1,-2.357142857
20-Mar-04,2004,2,East,1,Saint Joseph's,A10,70,8,Texas Tech,B12,65,,5,7,,0.7,1,0.3
20-Mar-04,2004,2,East,4,Wake Forest,ACC,84,12,Manhattan,MAAC,80,,4,8,,0.514285714,1,0.485714286
20-Mar-04,2004,2,South,1,Duke,ACC,90,8,Seton Hall,BE,62,,28,7,,0.7,1,0.3
20-Mar-04,2004,2,South,3,Texas,B12,78,6,North Carolina,ACC,75,,3,3,,1.078571429,1,-0.078571429
20-Mar-04,2004,2,West,2,Connecticut,BE,72,7,DePaul,CUSA,55,,17,5,,0.9,1,0.1
20-Mar-04,2004,2,West,5,Syracuse,BE,72,4,Maryland,ACC,70,,2,-1,,1.535714286,1,-0.535714286
21-Mar-04,2004,2,Midwest,9,UAB,CUSA,76,1,Kentucky,SEC,75,,1,-8,9 over 1,3.357142857,1,-2.357142857
21-Mar-04,2004,2,South,7,Xavier,A10,89,2,Mississippi St.,SEC,74,,15,-5,7 over 2,2.371428571,1,-1.371428571
21-Mar-04,2004,2,East,2,Oklahoma St.,B12,70,7,Memphis,CUSA,53,,17,5,,0.9,1,0.1
21-Mar-04,2004,2,East,3,Pittsburgh,BE,59,6,Wisconsin,B10,55,,4,3,,1.078571429,1,-0.078571429
21-Mar-04,2004,2,Midwest,3,Georgia Tech,ACC,57,6,Boston College,BE,54,,3,3,,1.078571429,1,-0.078571429
21-Mar-04,2004,2,Midwest,4,Kansas,B12,78,12,Pacific,BW,63,,15,8,,0.514285714,1,0.485714286
21-Mar-04,2004,2,West,6,Vanderbilt,SEC,75,3,North Carolina St.,ACC,73,,2,-3,6 over 3,1.864285714,1,-0.864285714
21-Mar-04,2004,2,South,5,Illinois,B10,92,4,Cincinnati,CUSA,68,,24,-1,,1.535714286,1,-0.535714286
25-Mar-04,2004,3,East,1,Saint Joseph's,A10,84,4,Wake Forest,ACC,80,,4,3,,1.535714286,2,0.464285714
25-Mar-04,2004,3,East,2,Oklahoma St.,B12,63,3,Pittsburgh,BE,51,,12,1,,1.864285714,2,0.135714286
25-Mar-04,2004,3,West,2,Connecticut,BE,73,6,Vanderbilt,SEC,53,,20,4,,1.078571429,2,0.921428571
25-Mar-04,2004,3,West,8,Alabama,SEC,80,5,Syracuse,BE,71,,9,-3,8 over 5,1.107142857,2,0.892857143
26-Mar-04,2004,3,South,7,Xavier,A10,79,3,Texas,B12,71,,8,-4,7 over 3,1.864285714,2,0.135714286
26-Mar-04,2004,3,Midwest,3,Georgia Tech,ACC,72,10,Nevada,WAC,67,,5,7,,0.621428571,2,1.378571429
26-Mar-04,2004,3,Midwest,4,Kansas,B12,100,9,UAB,CUSA,74,,26,5,,0.6,2,1.4
26-Mar-04,2004,3,South,1,Duke,ACC,72,5,Illinois,B10,62,,10,4,,1.107142857,2,0.892857143
27-Mar-04,2004,4,West,2,Connecticut,BE,87,8,Alabama,SEC,71,,16,6,,0.7,3,2.3
27-Mar-04,2004,4,East,2,Oklahoma St.,B12,64,1,Saint Joseph's,A10,62,,2,-1,,3.357142857,3,-0.357142857
28-Mar-04,2004,4,Midwest,3,Georgia Tech,ACC,79,4,Kansas,B12,71,1 OT,8,1,,1.535714286,3,1.464285714
28-Mar-04,2004,4,South,1,Duke,ACC,66,7,Xavier,A10,63,,3,6,,0.9,3,2.1
3-Apr-04,2004,5,Final Four,2,Connecticut,BE,79,1,Duke,ACC,78,,1,-1,,3.357142857,4,0.642857143
3-Apr-04,2004,5,Final Four,3,Georgia Tech,ACC,67,2,Oklahoma St.,B12,65,,2,-1,,2.371428571,4,1.628571429
5-Apr-04,2004,6,Championship,2,Connecticut,BE,82,3,Georgia Tech,ACC,73,,9,1,,1.864285714,5,3.135714286
15-Mar-05,2005,PI,East,16,Oakland,MCon,79,16,Alabama A&M,SWAC,69,,10,0,,0.007142857,0,-0.007142857
17-Mar-05,2005,1,Midwest,12,Milwaukee,Horz,83,5,Alabama,SEC,73,,10,-7,12 over 5,1.107142857,0,-1.107142857
17-Mar-05,2005,1,Midwest,11,UAB,CUSA,82,6,LSU,SEC,68,,14,-5,11 over 6,1.078571429,0,-1.078571429
17-Mar-05,2005,1,Midwest,1,Illinois,B10,67,16,Fairleigh Dickinson,NEC,55,,12,15,,0.007142857,0,-0.007142857
17-Mar-05,2005,1,Midwest,3,Arizona,P10,66,14,Utah St.,BW,53,,13,11,,0.164285714,0,-0.164285714
17-Mar-05,2005,1,Midwest,4,Boston College,BE,85,13,Penn,Ivy,65,,20,9,,0.25,0,-0.25
17-Mar-05,2005,1,South,2,Kentucky,SEC,72,15,Eastern Kentucky,OVC,64,,8,13,,0.064285714,0,-0.064285714
17-Mar-05,2005,1,South,3,Oklahoma,B12,84,14,Niagara,MAAC,67,,17,11,,0.164285714,0,-0.164285714
17-Mar-05,2005,1,South,6,Utah,MWC,60,11,UTEP,WAC,54,,6,5,,0.614285714,0,-0.614285714
17-Mar-05,2005,1,South,7,Cincinnati,CUSA,76,10,Iowa,B10,64,,12,3,,0.621428571,0,-0.621428571
17-Mar-05,2005,1,West,1,Washington,P10,88,16,Montana,BSky,77,,11,15,,0.007142857,0,-0.007142857
17-Mar-05,2005,1,West,2,Wake Forest,ACC,70,15,Chattanooga,SC,54,,16,13,,0.064285714,0,-0.064285714
17-Mar-05,2005,1,West,3,Gonzaga,WCC,74,14,Winthrop,BSth,64,,10,11,,0.164285714,0,-0.164285714
17-Mar-05,2005,1,West,6,Texas Tech,B12,78,11,UCLA,P10,66,,12,5,,0.614285714,0,-0.614285714
17-Mar-05,2005,1,West,7,West Virginia,BE,63,10,Creighton,MVC,61,,2,3,,0.621428571,0,-0.621428571
17-Mar-05,2005,1,West,8,Pacific,BW,79,9,Pittsburgh,BE,71,,8,1,,0.6,0,-0.6
17-Mar-05,2005,1,Midwest,9,Nevada,WAC,61,8,Texas,B12,57,,4,-1,,0.7,0,-0.7
18-Mar-05,2005,1,East,14,Bucknell,Pat,64,3,Kansas,B12,63,,1,-11,14 over 3,1.864285714,0,-1.864285714
18-Mar-05,2005,1,South,13,Vermont,AE,60,4,Syracuse,BE,57,1 OT,3,-9,13 over 4,1.535714286,0,-1.535714286
18-Mar-05,2005,1,East,1,North Carolina,ACC,96,16,Oakland,MCon,68,,28,15,,0.007142857,0,-0.007142857
18-Mar-05,2005,1,East,2,Connecticut,BE,77,15,UCF,ASun,71,,6,13,,0.064285714,0,-0.064285714
18-Mar-05,2005,1,East,4,Florida,SEC,67,13,Ohio,MAC,62,,5,9,,0.25,0,-0.25
18-Mar-05,2005,1,East,5,Villanova,BE,55,12,New Mexico,MWC,47,,8,7,,0.514285714,0,-0.514285714
18-Mar-05,2005,1,East,6,Wisconsin,B10,57,11,Northern Iowa,MVC,52,,5,5,,0.614285714,0,-0.614285714
18-Mar-05,2005,1,Midwest,2,Oklahoma St.,B12,63,15,Southeastern Louisiana,Slnd,50,,13,13,,0.064285714,0,-0.064285714
18-Mar-05,2005,1,Midwest,7,Southern Illinois,MVC,65,10,Saint Mary's,WCC,56,,9,3,,0.621428571,0,-0.621428571
18-Mar-05,2005,1,South,1,Duke,ACC,57,16,Delaware St.,MEAC,46,,11,15,,0.007142857,0,-0.007142857
18-Mar-05,2005,1,South,5,Michigan St.,B10,89,12,Old Dominion,CAA,81,,8,7,,0.514285714,0,-0.514285714
18-Mar-05,2005,1,West,4,Louisville,CUSA,68,13,Lafayette,Pat,62,,6,9,,0.25,0,-0.25
18-Mar-05,2005,1,West,5,Georgia Tech,ACC,80,12,George Washington,A10,68,,12,7,,0.514285714,0,-0.514285714
18-Mar-05,2005,1,East,10,North Carolina St.,ACC,75,7,Charlotte,CUSA,63,,12,-3,10 over 7,0.9,0,-0.9
18-Mar-05,2005,1,East,9,Iowa St.,B12,64,8,Minnesota,B10,53,,11,-1,,0.7,0,-0.7
18-Mar-05,2005,1,South,9,Mississippi St.,SEC,93,8,Stanford,P10,70,,23,-1,,0.7,0,-0.7
19-Mar-05,2005,2,Midwest,12,Milwaukee,Horz,83,4,Boston College,BE,75,,8,-8,12 over 4,1.535714286,1,-0.535714286
19-Mar-05,2005,2,West,7,West Virginia,BE,111,2,Wake Forest,ACC,105,2 OT,6,-5,7 over 2,2.371428571,1,-1.371428571
19-Mar-05,2005,2,Midwest,1,Illinois,B10,71,9,Nevada,WAC,59,,12,8,,0.6,1,0.4
19-Mar-05,2005,2,Midwest,3,Arizona,P10,85,11,UAB,CUSA,63,,22,8,,0.614285714,1,0.385714286
19-Mar-05,2005,2,South,2,Kentucky,SEC,69,7,Cincinnati,CUSA,60,,9,5,,0.9,1,0.1
19-Mar-05,2005,2,West,1,Washington,P10,97,8,Pacific,BW,79,,18,7,,0.7,1,0.3
19-Mar-05,2005,2,South,6,Utah,MWC,67,3,Oklahoma,B12,58,,9,-3,6 over 3,1.864285714,1,-0.864285714
19-Mar-05,2005,2,West,6,Texas Tech,B12,71,3,Gonzaga,WCC,69,,2,-3,6 over 3,1.864285714,1,-0.864285714
20-Mar-05,2005,2,East,10,North Carolina St.,ACC,65,2,Connecticut,BE,62,,3,-8,10 over 2,2.371428571,1,-1.371428571
20-Mar-05,2005,2,East,1,North Carolina,ACC,92,9,Iowa St.,B12,65,,27,8,,0.6,1,0.4
20-Mar-05,2005,2,East,6,Wisconsin,B10,71,14,Bucknell,Pat,62,,9,8,,0.164285714,1,0.835714286
20-Mar-05,2005,2,Midwest,2,Oklahoma St.,B12,85,7,Southern Illinois,MVC,77,,8,5,,0.9,1,0.1
20-Mar-05,2005,2,South,1,Duke,ACC,63,9,Mississippi St.,SEC,55,,8,8,,0.6,1,0.4
20-Mar-05,2005,2,South,5,Michigan St.,B10,72,13,Vermont,AE,61,,11,8,,0.25,1,0.75
20-Mar-05,2005,2,West,4,Louisville,CUSA,76,5,Georgia Tech,ACC,54,,22,1,,1.107142857,1,-0.107142857
20-Mar-05,2005,2,East,5,Villanova,BE,76,4,Florida,SEC,65,,11,-1,,1.535714286,1,-0.535714286
24-Mar-05,2005,3,Midwest,1,Illinois,B10,77,12,Milwaukee,Horz,63,,14,11,,0.514285714,2,1.485714286
24-Mar-05,2005,3,West,4,Louisville,CUSA,93,1,Washington,P10,79,,14,-3,4 over 1,3.357142857,2,-1.357142857
24-Mar-05,2005,3,Midwest,3,Arizona,P10,79,2,Oklahoma St.,B12,78,,1,-1,,2.371428571,2,-0.371428571
24-Mar-05,2005,3,West,7,West Virginia,BE,65,6,Texas Tech,B12,60,,5,-1,,1.078571429,2,0.921428571
25-Mar-05,2005,3,South,5,Michigan St.,B10,78,1,Duke,ACC,68,,10,-4,5 over 1,3.357142857,2,-1.357142857
25-Mar-05,2005,3,East,1,North Carolina,ACC,67,5,Villanova,BE,66,,1,4,,1.107142857,2,0.892857143
25-Mar-05,2005,3,East,6,Wisconsin,B10,65,10,North Carolina St.,ACC,56,,9,4,,0.621428571,2,1.378571429
25-Mar-05,2005,3,South,2,Kentucky,SEC,62,6,Utah,MWC,52,,10,4,,1.078571429,2,0.921428571
26-Mar-05,2005,4,Midwest,1,Illinois,B10,90,3,Arizona,P10,89,1 OT,1,2,,1.864285714,3,1.135714286
26-Mar-05,2005,4,West,4,Louisville,CUSA,93,7,West Virginia,BE,85,1 OT,8,3,,0.9,3,2.1
27-Mar-05,2005,4,South,5,Michigan St.,B10,94,2,Kentucky,SEC,88,2 OT,6,-3,5 over 2,2.371428571,3,0.628571429
27-Mar-05,2005,4,East,1,North Carolina,ACC,88,6,Wisconsin,B10,82,,6,5,,1.078571429,3,1.921428571
2-Apr-05,2005,5,Final Four,1,North Carolina,ACC,87,5,Michigan St.,B10,71,,16,4,,1.107142857,4,2.892857143
2-Apr-05,2005,5,Final Four,1,Illinois,B10,72,4,Louisville,CUSA,57,,15,3,,1.535714286,4,2.464285714
4-Apr-05,2005,6,Championship,1,North Carolina,ACC,75,1,Illinois,B10,70,,5,0,,3.357142857,5,1.642857143
14-Mar-06,2006,PI,Midwest,16,Monmouth,NEC,71,16,Hampton,MEAC,49,,22,0,,0.007142857,0,-0.007142857
16-Mar-06,2006,1,Midwest,12,Montana,BSky,87,5,Nevada,WAC,79,,8,-7,12 over 5,1.107142857,0,-1.107142857
16-Mar-06,2006,1,South,12,Texas A&M,B12,66,5,Syracuse,BE,58,,8,-7,12 over 5,1.107142857,0,-1.107142857
16-Mar-06,2006,1,Midwest,11,Milwaukee,Horz,82,6,Oklahoma,B12,74,,8,-5,11 over 6,1.078571429,0,-1.078571429
16-Mar-06,2006,1,West,10,Alabama,SEC,90,7,Marquette,CUSA,85,,5,-3,10 over 7,0.9,0,-0.9
16-Mar-06,2006,1,East,2,Tennessee,SEC,63,15,Winthrop,BSth,61,,2,13,,0.064285714,0,-0.064285714
16-Mar-06,2006,1,East,4,Illinois,B10,78,13,Air Force,MWC,69,,9,9,,0.25,0,-0.25
16-Mar-06,2006,1,East,5,Washington,P10,75,12,Utah St.,BW,61,,14,7,,0.514285714,0,-0.514285714
16-Mar-06,2006,1,East,7,Wichita St.,MVC,86,10,Seton Hall,BE,66,,20,3,,0.621428571,0,-0.621428571
16-Mar-06,2006,1,Midwest,3,Florida,SEC,76,14,South Alabama,SB,50,,26,11,,0.164285714,0,-0.164285714
16-Mar-06,2006,1,Midwest,4,Boston College,BE,88,13,Pacific,BW,76,2 OT,12,9,,0.25,0,-0.25
16-Mar-06,2006,1,South,1,Duke,ACC,70,16,Southern,SWAC,54,,16,15,,0.007142857,0,-0.007142857
16-Mar-06,2006,1,South,4,LSU,SEC,80,13,Iona,MAAC,64,,16,9,,0.25,0,-0.25
16-Mar-06,2006,1,South,8,George Washington,A10,88,9,UNC Wilmington,CAA,85,1 OT,3,1,,0.6,0,-0.6
16-Mar-06,2006,1,West,2,UCLA,P10,78,15,Belmont,ASun,44,,34,13,,0.064285714,0,-0.064285714
16-Mar-06,2006,1,West,3,Gonzaga,WCC,79,14,Xavier,A10,75,,4,11,,0.164285714,0,-0.164285714
16-Mar-06,2006,1,West,6,Indiana,B10,87,11,San Diego St.,MWC,83,,4,5,,0.614285714,0,-0.614285714
17-Mar-06,2006,1,South,14,Northwestern St.,Slnd,64,3,Iowa,B10,63,,1,-11,14 over 3,1.864285714,0,-1.864285714
17-Mar-06,2006,1,West,13,Bradley,MVC,77,4,Kansas,B12,73,,4,-9,13 over 4,1.535714286,0,-1.535714286
17-Mar-06,2006,1,East,11,George Mason,CAA,75,6,Michigan St.,B10,65,,10,-5,11 over 6,1.078571429,0,-1.078571429
17-Mar-06,2006,1,South,10,North Carolina St.,ACC,58,7,California,P10,52,,6,-3,10 over 7,0.9,0,-0.9
17-Mar-06,2006,1,East,1,Connecticut,BE,72,16,Albany,AE,59,,13,15,,0.007142857,0,-0.007142857
17-Mar-06,2006,1,East,3,North Carolina,ACC,69,14,Murray St.,OVC,65,,4,11,,0.164285714,0,-0.164285714
17-Mar-06,2006,1,East,8,Kentucky,SEC,69,9,UAB,CUSA,64,,5,1,,0.6,0,-0.6
17-Mar-06,2006,1,Midwest,1,Villanova,BE,58,16,Monmouth,NEC,45,,13,15,,0.007142857,0,-0.007142857
17-Mar-06,2006,1,Midwest,2,Ohio St.,B10,70,15,Davidson,SC,62,,8,13,,0.064285714,0,-0.064285714
17-Mar-06,2006,1,Midwest,7,Georgetown,BE,54,10,Northern Iowa,MVC,49,,5,3,,0.621428571,0,-0.621428571
17-Mar-06,2006,1,Midwest,8,Arizona,P10,94,9,Wisconsin,B10,75,,19,1,,0.6,0,-0.6
17-Mar-06,2006,1,South,2,Texas,B12,60,15,Penn,Ivy,52,,8,13,,0.064285714,0,-0.064285714
