Year,Round,Fseed,Favored,Fscore,Useed,Underdog,Uscore,Winner,PAKE.d,PASE.d,G.d,W.d,L.d,W.L..d,SRS.d,SOS.d,CW.d,CL.d,HW.d,HL.d,CW2.d,CL3.d,TmP.d,OppP.d,MP.d,FG.d,FGA.d,FG..d,X3P.d,X3PA.d,X3P..d,FT.d,FTA.d,FT..d,ORB.d,TRB.d,AST.d,STL.d,BLK.d,TOV.d,PF.d,AdjEM.d,AdjO.d,AdjD.d,AdjT.d,Luck.d,SoS.AdjEM.d,OppO.d,OppD.d,NCSOS.AdjEM.d
2011,1,2,Notre Dame,69,15,Akron,56,Notre Dame,0.4,-0.6,-2,4,-6,0.155,16.02,9.45,5,-3,3,-2,0,-5,34,-138,-85,-49,-241,0.03,-10,-77,0.025,142,178,0.02,8,23,43,-84,-1,-68,-175,19.16,17.2,-1.9,-2.8,0.031,11.62,5.7,-5.9,-3.4
2011,1,3,Purdue,65,14,Saint Peter's,43,Purdue,1.5,3.2,0,6,-6,0.177,19.64,9.77,3,-3,8,-3,-1,-3,397,61,-1,162,175,0.047,38,72,0.02,35,-20,0.071,-4,-2,155,-52,-13,-157,-57,22.06,20.7,-1.4,1.9,-0.066,9.28,5.6,-3.6,-3.41
2011,1,1,Duke,87,16,Hampton,45,Duke,-2.4,-6,4,8,-4,0.138,29.71,17.09,2,-2,9,-3,-2,-1,796,324,140,294,363,0.066,78,120,0.05,130,67,0.105,79,229,142,28,-23,35,53,32.63,25.3,-7.4,2.5,-0.091,19.13,9.9,-9.2,8.32
2011,1,4,Texas,85,13,Oakland,81,Texas,-3.6,-3,1,3,-2,0.064,12.54,7.86,-4,2,6,1,-3,-4,-291,-452,45,-98,-38,-0.037,-86,-232,0.002,-9,71,-0.067,43,86,-83,-9,-9,-48,-28,12.62,-3.1,-15.7,-5.6,-0.079,5.6,1.5,-4.1,-14.22
2011,1,9,Tennessee,45,8,Michigan,75,Michigan,-5.7,-6.7,-1,-2,1,-0.041,-3.13,-1.95,-1,-1,-4,3,0,-1,48,109,-40,-10,52,-0.017,-108,-221,-0.052,176,268,-0.015,175,164,-37,82,57,103,75,-5.28,-4.8,0.5,4.6,0.001,-2.93,-2.1,0.9,7.64
2011,1,8,UNLV,62,9,Illinois,73,Illinois,0.5,-2.7,-1,4,-5,0.139,-2.05,-5.11,2,-4,-3,2,5,-4,-50,-145,-40,-52,-74,-0.009,-48,-42,-0.057,102,179,-0.04,26,-27,-59,80,-28,-20,38,-2.39,-2.7,-0.2,1.6,0.077,-6.3,-4.4,1.9,-1.3
2011,2,8,Butler,71,1,Pittsburgh,70,Butler,15.9,16.7,4,0,4,-0.087,-9.29,-2.83,-2,2,-5,1,0,4,193,364,175,33,256,-0.042,87,310,-0.043,40,-6,0.055,-53,-22,-143,66,-50,19,108,-10.62,-8.3,2.4,1.7,0.056,-2.06,-1.2,0.9,10.35
2011,2,4,Kentucky,71,5,West Virginia,63,Kentucky,5.7,4.9,5,8,-3,0.127,4.15,-2.12,-1,-1,3,-2,-1,1,542,278,205,219,357,0.03,75,96,0.06,29,42,-0.001,-24,193,-9,57,103,9,3,5.71,2.9,-2.8,2.5,-0.026,-2.89,-2.6,0.2,-2.64
2011,2,2,Florida,73,7,UCLA,65,Florida,0.3,3.4,3,6,-3,0.108,4.57,-0.36,0,-2,-2,1,3,-3,285,91,140,138,259,0.01,60,132,0.025,-51,-64,-0.01,62,119,28,35,-67,-50,-49,7.04,7.1,0.1,-3,0.005,0.81,-0.5,-1.3,1.29
2011,2,3,BYU,89,11,Gonzaga,67,BYU,-7.4,-5.7,2,7,-5,0.151,4.79,1.75,3,-1,-1,-1,4,-3,328,205,85,87,320,-0.03,109,317,-0.009,45,55,0.003,22,111,-4,44,18,-70,-2,6.77,5.4,-1.3,4.1,0.062,3.22,0.4,-2.8,-0.91
2011,2,5,Kansas St.,65,4,Wisconsin,70,Wisconsin,-3.9,-8.4,0,-2,2,-0.059,-4.18,-1.01,-3,1,0,1,0,-1,167,257,-10,51,131,-0.003,-41,-113,0.002,106,295,-0.163,135,192,32,87,49,240,170,-8.42,-11.2,-2.9,9.5,0.013,-1.58,-1.5,0.1,4.31
2011,2,12,Richmond,65,13,Morehead St.,48,Richmond,-0.3,-0.1,2,4,-2,0.07,8.42,5.92,0,-2,-2,2,2,-5,165,103,76,71,133,0.005,83,134,0.051,-60,-102,0.013,-140,-89,124,-80,45,-142,-66,9,7,-2.1,-1.3,0.029,6,2.6,-3.4,-1.66
2011,2,7,Temple,64,2,San Diego St.,71,San Diego St.,-0.2,0.2,-3,-8,5,-0.154,-5.61,-2.13,0,0,0,-1,-4,3,-260,-68,-115,-123,-198,-0.016,-17,-56,0.004,3,3,0.001,-98,-178,12,4,-14,-34,-4,-8.14,-3.6,4.6,1.9,-0.045,-3.44,-2.1,1.4,1.73
2011,2,3,Connecticut,69,6,Cincinnati,58,Connecticut,19.1,19,6,6,0,0.037,2.54,4.34,-2,2,-2,1,-2,1,555,573,265,205,490,-0.003,14,60,-0.009,131,80,0.095,116,389,37,1,99,65,41,4.52,4.7,0.2,1.9,0.008,6.55,3.3,-3.2,8.58
2011,2,3,Syracuse,62,11,Marquette,66,Marquette,8.2,6.9,-2,5,-7,0.176,3.96,0.28,3,-3,2,-1,2,-4,-214,-330,-75,-37,-111,0.007,31,81,0.005,-171,-214,-0.031,-28,-21,-8,39,97,-22,-78,4.35,-0.6,-4.9,-1.6,0.09,-2.03,-1.1,0.9,3.6
2011,2,10,Florida St.,71,2,Notre Dame,57,Florida St.,1.4,2.2,0,-4,4,-0.118,-4.69,-1.98,-3,1,-5,3,3,1,-210,-118,-15,-16,71,-0.025,-61,-74,-0.052,-117,-102,-0.059,51,71,-140,132,75,177,134,-6.49,-16.4,-10,3.6,-0.091,-2.91,-1.1,1.8,2.01
2011,2,3,Purdue,76,11,VCU,94,VCU,1.1,2.7,-6,-2,-4,0.065,10.8,4.91,2,-2,5,-3,-1,-1,-398,-570,-255,-93,-271,0.013,-104,-272,-0.006,-108,-151,0,-48,-85,-45,-117,1,-98,-130,11.3,3.9,-7.4,0.4,-0.014,5.37,3,-2.3,-1.05
2011,2,4,Texas,69,5,Arizona,70,Arizona,-6.8,-4.6,-2,-2,0,-0.011,4.28,-0.03,-1,-1,-1,2,0,-1,-204,-342,-90,-15,35,-0.014,-95,-210,-0.021,-79,6,-0.092,86,133,-51,10,85,-59,-91,6.28,-1.9,-8.2,0.2,-0.122,-0.08,-0.2,-0.1,0.96
2011,2,1,Ohio St.,98,8,George Mason,66,Ohio St.,-5.7,-5.8,3,7,-4,0.125,14.18,7.01,0,0,6,0,-1,-1,380,84,110,141,198,0.023,58,100,0.028,40,45,0.012,55,89,104,39,8,-1,-62,15.17,10.9,-4.3,-0.7,0.003,6.76,3.9,-3,-4.74
2011,2,7,Washington,83,2,North Carolina,86,North Carolina,-11,-8.9,-2,-5,3,-0.098,1.25,-2.41,-3,5,-1,2,-2,3,39,-71,-75,17,-57,0.018,115,242,0.043,-110,-166,0.002,-37,-211,20,2,-25,-67,121,-0.49,5.9,6.4,-0.7,-0.163,-3.93,-3,0.9,-4.94
2011,2,1,Kansas,73,9,Illinois,59,Kansas,6.7,-0.1,4,15,-11,0.333,7.38,-3.49,5,-7,2,-1,6,-6,671,236,160,220,283,0.04,39,110,-0.005,192,323,-0.05,107,297,106,107,1,73,69,8.24,5.6,-2.5,3.6,0.134,-4.54,-2.4,2.2,-3.44
2011,2,1,Duke,73,8,Michigan,71,Duke,-7.3,-11.6,2,11,-9,0.265,10.3,-2.36,4,-6,3,-5,1,-1,665,207,70,193,317,0.023,8,-26,0.022,271,324,0.054,157,284,49,101,93,96,70,10.73,6.9,-3.8,7.1,0.031,-3.57,-3.4,0.2,4.67
2011,3,4,Wisconsin,54,8,Butler,61,Butler,-5.3,-3.3,-4,-3,-1,-0.002,7.24,4.4,0,0,4,-2,-2,0,-397,-445,-170,-121,-314,0.008,-11,-78,0.022,-144,-266,0.092,-76,-249,-10,-105,44,-158,-196,9.38,10,0.6,-6.6,-0.036,4.7,3.6,-1.1,-10.25
2011,3,3,BYU,74,2,Florida,83,Florida,-13.8,-15.5,0,3,-3,0.081,2.38,-1.81,1,-1,-1,-2,2,-1,345,167,-20,51,184,-0.016,79,204,0.009,164,121,0.096,-47,41,17,77,19,-48,102,2.61,1.7,-0.9,7.7,0.017,-0.69,0,0.7,2.04
2011,3,1,Duke,77,5,Arizona,93,Arizona,-4.5,-6.3,-1,2,-3,0.076,7.97,0.33,-1,-1,0,0,-1,0,88,-186,-60,71,142,0.002,-5,33,-0.023,-49,-73,0.007,38,80,-7,72,64,-37,-50,8.77,2.3,-6.5,3.3,-0.047,0.74,-0.4,-1.1,3.84
2011,3,2,San Diego St.,67,3,Connecticut,74,Connecticut,-14,-14.2,-4,2,-6,0.139,0.01,-4.08,5,-7,1,-3,6,-4,-307,-467,-180,-62,-288,0.029,-11,-72,0.02,-172,-169,-0.066,-98,-230,-35,-32,-58,-64,-104,1.05,-1.7,-2.8,-2.2,0.011,-5.3,-2.5,2.7,4.87
2011,3,4,Kentucky,62,1,Ohio St.,60,Kentucky,11.9,12,1,-5,6,-0.156,-5.54,0.53,-6,4,-5,0,-6,5,-9,204,40,-15,124,-0.035,-4,33,-0.026,25,26,0.009,26,143,-105,-52,121,31,82,-7.65,-7.2,0.5,1.2,-0.075,0.99,-0.5,-1.5,8.54
2011,3,11,Marquette,63,2,North Carolina,81,North Carolina,-12.2,-10,0,-7,7,-0.189,-3.98,-1.64,-5,7,-1,4,-3,4,-86,1,0,-71,-223,0.014,1,-32,0.021,55,49,0.024,-68,-249,1,33,-70,-38,25,-4.04,3.7,7.7,-4.4,-0.122,-0.08,-0.5,-0.4,-11.92
2011,3,1,Kansas,77,12,Richmond,57,Kansas,4.3,-0.8,1,6,-5,0.137,12.87,4.83,1,-1,4,-2,-1,-2,507,193,35,192,186,0.049,-16,-25,-0.008,139,213,-0.008,105,253,126,75,-2,124,79,12.37,6.3,-5.9,6.3,0.008,4.64,3.4,-1.2,-1.29
2011,3,10,Florida St.,71,11,VCU,72,VCU,0.8,0.5,-6,-5,-1,-0.024,4.92,2.67,-1,-1,1,0,0,-1,-516,-564,-255,-141,-325,0.001,-127,-283,-0.036,-107,-99,-0.05,-6,40,-160,-40,63,89,-84,3.27,-7.5,-10.8,1.1,-0.038,2.22,1.3,-0.9,-4.08
2011,4,8,Butler,74,2,Florida,71,Butler,0.6,-0.3,1,-1,2,-0.047,-4.74,-2.55,0,2,-2,-1,-1,4,40,92,25,-49,39,-0.032,56,161,0,82,55,0.057,-36,-47,-69,5,-70,-36,173,-4.15,-3.5,0.7,1,-0.005,-1.62,-0.4,1.2,5.12
2011,4,3,Connecticut,65,5,Arizona,63,Connecticut,9,10.3,3,2,1,-0.009,1.41,2.45,-5,5,-4,4,-2,1,62,79,130,84,365,-0.035,-62,-34,-0.068,-44,-77,0.017,162,307,-2,62,130,-18,-61,4.28,-1.6,-5.9,-0.8,-0.016,5.09,2.4,-2.6,-0.41
2011,4,1,Kansas,61,11,VCU,71,VCU,4.5,-0.5,-2,7,-9,0.221,15.54,3.84,2,-4,5,-2,1,-5,220,-215,-95,146,-35,0.074,-68,-207,0.012,-4,38,-0.036,21,183,91,-33,13,55,-69,14.89,6.9,-7.9,2.8,0.039,2.96,2.4,-0.5,-2.55
2011,4,4,Kentucky,76,2,North Carolina,69,Kentucky,-3,0.1,1,0,1,-0.021,1.43,-1.24,-4,4,0,0,-4,4,-23,-133,40,-42,-134,0.008,91,128,0.069,-30,-89,0.038,-80,-158,-91,-21,35,-87,4,3.64,6,2.4,-5.6,-0.108,-1.33,-1.5,-0.3,-1.55
2011,5,4,Kentucky,55,3,Connecticut,56,Connecticut,-3,-2.3,-3,-3,0,-0.017,2.35,-1.53,1,-3,2,-4,-2,2,-122,-247,-145,-51,-246,0.025,47,-4,0.068,-67,-33,-0.053,-125,-206,-52,-48,11,-60,-45,1.89,2,0.1,0.5,-0.092,-2.97,-1.7,1.1,5.23
2011,5,8,Butler,70,11,VCU,62,Butler,9,10.7,-2,0,-2,0.037,2.97,1.24,1,-1,1,-1,-1,0,-157,-236,-80,-49,-106,-0.001,-50,-95,-0.018,-9,-25,0.011,3,45,-131,-102,-79,-36,-17,2.97,0.3,-2.6,-2.1,0.012,1.32,0.6,-0.7,4.41
2011,6,8,Butler,41,3,Connecticut,53,Connecticut,-2.5,-0.5,-3,-4,1,-0.043,-6.42,-5.42,4,-4,-1,-2,2,1,-260,-222,-130,-134,-307,-0.001,55,111,0.023,-47,-23,-0.037,-139,-289,-82,-33,-167,-50,72,-7.47,-3.5,4,-1,-0.015,-6.67,-3.7,2.9,7.44
2012,PI,16,Western Kentucky,59,16,Mississippi Valley St.,58,Western Kentucky,0.7,0.9,1,-5,6,-0.161,5.37,8.16,-10,8,-1,7,-5,-3,-60,38,35,-43,-73,-0.007,-57,-139,-0.018,83,77,0.043,-11,17,-66,-105,59,23,-7,3.63,-0.2,-3.7,-1,-0.042,8.67,5.8,-2.9,-11.74
2012,PI,14,BYU,78,14,Iona,72,BYU,-3.9,-3.1,2,1,1,-0.015,2.89,3.37,-3,1,3,2,-3,-1,-9,-42,65,-44,66,-0.037,-21,23,-0.044,100,154,-0.013,28,181,-39,55,83,59,78,0.53,-9.2,-9.7,2.6,0.031,2.35,2.5,0.1,-4.49
2012,PI,12,California,54,12,South Florida,65,South Florida,-2.7,-3.5,-2,2,-4,0.095,4.59,-2.76,1,-1,3,-1,0,-2,285,67,-90,121,113,0.039,-13,-104,0.047,56,44,0.039,-33,-20,117,-41,-31,-74,-63,3.24,7.4,4.1,7.2,-0.047,-4.56,-2.7,1.9,-3.1
2012,PI,16,Lamar,59,16,Vermont,71,Vermont,0.4,-0.2,-1,-1,0,-0.01,1.43,1.42,-2,2,2,-2,-2,3,158,103,-50,54,173,-0.011,-38,-107,-0.003,88,141,-0.019,96,122,-27,62,68,-27,-23,1.16,2.3,1.2,4.1,-0.004,1.46,0.3,-1.2,6.76
2012,1,5,Wichita St.,59,12,VCU,62,VCU,-0.2,1.1,-3,-2,-1,0.012,8.63,3.17,1,-1,1,0,0,-2,97,-94,-110,75,-148,0.072,-37,-180,0.037,-16,-84,0.063,-80,42,52,-170,-1,-8,-93,8.91,9.2,0.3,0.7,-0.041,3.44,3.2,-0.2,1.6
2012,1,6,UNLV,64,11,Colorado,68,Colorado,0.1,-0.6,-1,2,-3,0.076,5.64,-1.36,-2,-2,3,-2,1,0,242,38,-20,107,188,0.011,92,227,0.016,-64,-76,-0.015,57,35,194,89,52,-2,-10,6.08,4.4,-1.7,3.6,-0.075,-1.81,-1.2,0.5,-0.3
2012,1,1,Syracuse,72,16,UNC Asheville,65,Syracuse,8,6.1,3,10,-7,0.213,18.06,10.74,1,-1,4,-2,1,-4,-3,-169,120,86,249,-0.015,10,39,-0.006,-187,-184,-0.066,82,88,-2,55,167,-67,-38,20.54,7.3,-13.2,-3.8,0.061,12.1,5.2,-6.9,-10.02
2012,1,2,Ohio St.,78,15,Loyola MD,59,Ohio St.,-3.1,-2.7,6,7,-1,0.068,23.58,11.79,0,0,7,0,-4,-2,691,213,240,302,444,0.051,35,112,-0.005,52,84,-0.01,17,301,175,26,-22,6,2,26.16,14.2,-11.9,3.3,-0.164,12.8,7.1,-5.7,-2.65
2012,1,4,Wisconsin,73,13,Montana,49,Wisconsin,4.5,8.2,4,1,3,-0.059,14.49,11.63,-3,5,-2,2,-2,0,65,-70,165,16,186,-0.037,90,251,-0.004,-57,-97,0.022,63,163,-8,-48,11,-81,-73,17.33,10,-7.3,-6.7,-0.082,14.1,5.1,-9,-3.16
2012,1,5,Vanderbilt,79,12,Harvard,70,Vanderbilt,-1.7,-3.7,5,-1,6,-0.145,7.87,9.6,-2,4,2,4,-6,2,582,615,210,190,431,-0.005,122,274,0.031,80,157,-0.048,99,202,57,30,7,86,107,6.56,6.8,0.3,4,-0.075,9.35,6.3,-3,2.38
2012,1,7,Gonzaga,77,10,West Virginia,54,Gonzaga,-0.8,-2.8,0,7,-7,0.212,1.73,-4.28,4,-6,4,-4,2,-2,90,-108,-30,-15,-174,0.035,41,-16,0.081,79,64,0.045,-134,-40,-22,13,20,11,-41,4.83,1.7,-3.2,0.8,0.001,-6.24,-2.4,3.8,-0.99
2012,1,8,Kansas St.,70,9,Southern Miss,64,Kansas St.,0.4,-0.1,-1,-3,2,-0.068,6.68,3.92,-1,3,-4,4,-1,-2,-83,-98,-60,-7,-126,0.024,-32,-55,-0.023,-37,20,-0.065,0,-4,94,-5,58,97,11,6.69,-1.4,-8.1,2.7,-0.065,3.57,2.3,-1.2,-5.61
2012,1,1,Kentucky,81,16,Western Kentucky,66,Kentucky,8,8.3,5,22,-17,0.493,27.39,7.42,9,-9,10,-7,5,-7,823,40,190,327,296,0.094,30,-43,0.072,139,153,0.036,23,272,146,47,198,-89,-98,35.26,24.4,-10.9,-2.5,-0.051,7.99,4.5,-3.5,-3.69
2012,1,3,Baylor,68,14,South Dakota St.,60,Baylor,1.5,1.5,3,3,0,0.018,9.2,9.9,-3,3,0,3,0,-4,150,154,110,86,185,-0.001,-25,-52,-0.007,3,-24,0.027,107,202,70,50,113,152,107,9.67,2.3,-7.4,0.8,0.029,11.53,4.9,-6.6,-4.74
2012,1,4,Indiana,79,13,New Mexico St.,66,Indiana,2.7,2.9,0,1,-1,0.028,9.9,7.72,1,3,4,-2,-2,1,-30,-67,-5,-21,-117,0.018,64,26,0.104,-52,-200,0.095,-135,-222,-11,-11,-39,-70,2,11.33,10.9,-0.5,-2.7,0.048,9.29,4,-5.3,-4.09
2012,1,8,Iowa St.,77,9,Connecticut,64,Iowa St.,-14.4,-14.6,0,3,-3,0.088,1.05,-0.75,4,-4,3,-2,1,0,154,93,-15,-11,-12,-0.003,108,229,0.041,68,74,0.026,-44,22,27,-3,-137,1,55,2.16,2.6,0.4,2.8,0.028,-1.03,-0.3,0.7,-3.62
2012,1,3,Marquette,88,14,BYU,68,Marquette,4.7,3.3,0,1,-1,0.028,5.67,5.95,2,0,2,-2,-2,2,-89,-50,0,-58,-66,-0.013,-32,-83,-0.006,59,60,0.021,33,-74,-19,8,-32,-12,-17,7.43,5.2,-2.2,-2.6,0.022,6.93,1.5,-5.5,-1.33
2012,1,4,Louisville,69,13,Davidson,62,Louisville,2.2,3.4,7,5,2,-0.008,8.93,10.7,-6,6,3,2,-2,0,156,202,290,84,312,-0.024,-22,-27,-0.018,10,95,-0.075,103,256,77,169,77,174,33,10.02,-5.8,-15.9,-1.3,0.023,13.06,7.1,-5.9,-8.67
2012,1,5,New Mexico,75,12,Long Beach St.,68,New Mexico,-2.2,-3.3,1,3,-2,0.065,6.08,2.47,-5,3,2,2,-1,-4,35,-99,35,-4,18,-0.006,43,81,0.02,0,-42,0.037,4,75,97,-2,25,27,82,4.18,-0.9,-5,-0.9,0.05,1.4,-0.1,-1.5,-19
2012,1,6,Murray St.,58,11,Colorado St.,41,Murray St.,-0.3,0.3,1,11,-10,0.314,2.16,-7.83,7,-5,-1,0,10,-9,169,-176,35,47,111,-0.003,50,131,-0.004,25,76,-0.044,94,80,29,104,79,50,-14,7.17,-3.4,-10.5,1.4,-0.044,-6.73,-1.8,4.9,2.78
2012,1,2,Duke,70,15,Lehigh,75,Lehigh,-2.3,-6,-1,0,-1,0.023,12.78,13.54,2,0,1,2,-4,-5,-20,46,-40,-28,-115,0.012,20,13,0.021,16,96,-0.067,20,48,-33,-59,30,24,-3,10.41,9.1,-1.3,-1.2,0.083,13.75,7,-6.7,12.85
2012,1,2,Missouri,84,15,Norfolk St.,86,Norfolk St.,-1.6,-1.5,-1,4,-5,0.135,23.45,11.07,1,1,6,-3,-3,-1,332,-95,-50,111,-32,0.064,95,102,0.086,15,-99,0.11,-102,-161,135,45,-72,-181,-203,27.1,24.2,-2.9,-1.2,-0.172,12.11,5.4,-6.7,-7.57
2012,1,4,Michigan,60,13,Ohio,65,Ohio,3.6,4.2,-3,-5,2,-0.078,6.02,8.81,2,0,-1,0,-3,0,-342,-221,-115,-93,-330,0.027,-2,-21,0.006,-154,-246,0.032,-160,-169,-57,-179,-31,-111,-193,5.64,7.7,2.1,-5.9,0.036,9.85,5.4,-4.5,2.86
2012,1,5,Temple,44,12,South Florida,58,South Florida,-2.6,-3,-4,2,-6,0.139,1.24,-2.35,1,-3,-4,-1,5,-4,267,188,-145,89,71,0.032,59,40,0.081,30,30,0.014,-41,-96,70,30,-3,-84,15,1.36,9.4,8.1,7.4,0.015,-2.07,-0.7,1.4,4.93
2012,1,11,North Carolina St.,79,6,San Diego St.,65,North Carolina St.,1.9,4,3,-2,5,-0.116,3.06,3.01,-1,3,-4,4,-2,0,281,335,105,114,231,0.005,1,-21,0.014,52,71,0.003,96,128,160,60,71,44,80,3.06,5.1,2.1,1.2,-0.063,2.89,1.1,-1.8,4.94
2012,1,10,Purdue,72,7,Saint Mary's,69,Purdue,4,4.9,2,-5,7,-0.189,2.62,7.27,-4,6,-3,3,-3,2,47,242,75,32,208,-0.033,39,40,0.033,-56,-8,-0.073,13,-113,-50,-1,8,-77,93,0.77,1.9,1.1,0.9,-0.039,8.64,4.3,-4.3,-0.47
2012,1,7,Notre Dame,63,10,Xavier,67,Xavier,-4.4,-4.8,-2,-1,-1,0.008,1.59,0.25,3,-1,3,-2,0,-1,-286,-325,-75,-118,-186,-0.019,45,164,-0.019,-95,-146,0.009,-33,-133,26,-39,-21,-106,-195,1.63,2.2,0.6,-6.2,0.001,-0.3,-1,-0.7,-8.84
2012,1,3,Florida St.,66,14,St. Bonaventure,63,Florida St.,2.3,2.1,3,5,-2,0.089,6.28,4.78,2,-2,4,0,-1,-3,189,120,125,107,236,0,42,107,0.009,-67,-41,-0.054,46,131,-17,79,80,111,61,5.36,-3,-8.5,3.6,0.058,3.71,2,-1.7,0.72
2012,1,6,Cincinnati,65,11,Texas,59,Cincinnati,-3.3,-4.1,3,6,-3,0.115,-1.07,-1.84,3,-3,-1,1,3,-2,52,6,130,88,267,-0.013,63,162,0.013,-187,-177,-0.089,36,107,60,67,45,-23,-89,0.13,-3.4,-3.5,-2,0.088,-1.55,-2.1,-0.6,-7.65
2012,1,1,North Carolina,77,16,Vermont,58,North Carolina,12.1,8.9,2,8,-6,0.175,20.36,12.26,1,-1,7,-3,-2,-4,676,356,70,286,559,0.016,3,19,-0.006,101,208,-0.057,169,426,184,38,133,2,-76,20.27,10.8,-9.4,9,0.04,12.85,8.1,-4.8,3.44
2012,1,2,Kansas,65,15,Detroit,50,Kansas,4.8,-0.1,3,10,-7,0.21,19.32,9.94,5,-5,3,-4,2,-6,270,-25,120,120,161,0.022,57,90,0.047,-29,6,-0.038,15,244,124,13,57,56,-6,21.43,5.9,-15.5,-0.8,0.035,10.8,6.6,-4.2,4.07
2012,1,3,Georgetown,74,14,Belmont,59,Georgetown,-0.1,-2.1,-2,-3,1,-0.044,5,8.91,-4,4,2,0,-4,-1,-553,-404,-70,-164,-283,-0.016,-123,-281,-0.031,-102,-106,-0.036,-34,-43,-155,-55,78,-13,-53,4.09,-5.9,-10,-5.1,0.003,8.64,3.9,-4.7,-5.73
2012,1,9,Alabama,57,8,Creighton,58,Creighton,4.8,4.7,-2,-8,6,-0.193,0.84,3.77,-5,3,-2,1,-6,3,-637,-521,-80,-197,-213,-0.052,-151,-207,-0.135,-92,-114,-0.015,22,-97,-214,70,55,2,15,0.22,-13.1,-13.2,-4,-0.146,3.28,2.5,-0.8,4.45
2012,1,1,Michigan St.,89,16,LIU Brooklyn,67,Michigan St.,11.5,14.1,3,4,-1,0.049,22.66,14.92,-3,3,2,1,0,-4,-118,-446,120,40,72,0.003,-25,-51,-0.011,-173,-206,-0.03,24,135,66,59,44,-72,119,27.12,6,-21,-9.1,-0.144,15.46,8.8,-6.6,1.2
2012,1,7,Florida,71,10,Virginia,45,Florida,14.5,17.5,5,4,1,0.015,5.74,3.1,1,-1,1,-1,-3,3,808,669,210,255,530,0.006,202,470,0.05,96,142,-0.009,163,236,157,26,36,43,69,6.62,15.2,8.7,4.9,-0.019,3.13,0.4,-2.8,4.03
2012,1,8,Memphis,54,9,Saint Louis,61,Saint Louis,1.7,0.9,1,0,1,-0.022,1.71,1.2,1,-1,3,1,1,-1,278,248,50,119,86,0.042,-53,-152,0.003,93,132,-0.003,-14,99,46,42,97,62,96,0.7,2.3,1.6,5.6,-0.008,0.74,-0.1,-0.8,9.51
2012,2,1,Syracuse,75,8,Kansas St.,59,Syracuse,7.7,6.7,4,12,-8,0.252,6.65,0.49,7,-7,8,-4,3,-3,399,143,150,194,307,0.028,50,122,0.014,-41,-90,0.027,-12,52,96,138,99,-85,-88,8.52,7.9,-0.6,-2.1,0.084,0,0,-0.1,1.18
2012,2,2,Ohio St.,73,7,Gonzaga,66,Ohio St.,-5.4,-4.3,6,5,1,0.007,10.09,5.82,0,2,2,1,1,0,477,247,235,234,479,0.003,-16,29,-0.045,25,43,-0.007,88,250,113,58,20,16,116,11.68,5,-6.6,2.1,-0.032,8.02,4,-4,-4.39
2012,2,4,Wisconsin,60,5,Vanderbilt,57,Wisconsin,5.4,10.8,0,1,-1,0.028,3.33,0.2,2,0,1,-1,1,-1,-311,-424,-5,-88,-46,-0.036,-22,-17,-0.02,-113,-195,0.04,-12,-13,-30,-33,-18,-145,-68,3.19,-1.9,-5.1,-7.2,0.03,0.32,-0.1,-0.4,-6.91
2012,2,1,Kentucky,87,8,Iowa St.,71,Kentucky,11.4,12.3,6,15,-9,0.274,11.41,0.61,4,-6,2,-2,4,-6,605,137,240,249,360,0.039,-68,-191,0.005,175,207,0.035,101,272,47,46,248,26,46,15.9,8.3,-7.6,-0.4,0.036,0.77,-0.2,-1,3.02
2012,2,3,Baylor,80,11,Colorado,63,Baylor,1.9,2.3,2,6,-4,0.122,8.63,2.3,1,-1,0,1,4,-4,410,214,80,169,274,0.021,60,104,0.035,12,-51,0.063,119,88,148,76,61,54,60,12.4,11.2,-1.2,0.5,-0.022,4.26,2.4,-1.9,-2.76
2012,2,4,Indiana,63,12,VCU,61,Indiana,-0.2,-0.2,0,-2,2,-0.056,9.84,7.17,-4,4,5,0,-5,3,334,238,-10,112,-112,0.082,-38,-269,0.097,148,118,0.078,-56,15,54,-146,-16,52,-14,9.1,13.3,4.1,1.7,-0.017,7.88,5.5,-2.4,-6.86
2012,2,3,Marquette,62,6,Murray St.,53,Marquette,0,-0.7,2,-4,6,-0.168,8.18,10.1,-1,3,2,0,-7,5,226,307,70,108,301,-0.016,-38,-8,-0.059,48,70,-0.003,54,130,162,28,-17,3,28,4.88,3,-1.9,5,0.011,10.58,3.7,-6.9,-4.58
2012,2,4,Louisville,59,5,New Mexico,56,Louisville,4.2,8,5,2,3,-0.05,0.59,5.68,0,4,2,2,-1,2,182,364,215,87,383,-0.04,-31,34,-0.06,39,78,-0.019,123,207,-41,113,76,95,97,1.22,-4.6,-5.9,0.6,0.028,7.41,4.7,-2.7,4.27
2012,2,3,Georgetown,63,11,North Carolina St.,66,North Carolina St.,-2.3,-5.3,-4,0,-4,0.078,4.71,0.89,3,-1,2,-5,1,1,-419,-542,-145,-166,-391,0.007,-12,-21,-0.008,-75,-101,-0.006,-89,-173,-126,-49,6,-53,-45,6.83,-0.9,-7.8,-4.9,-0.01,2.1,1.4,-0.7,-2.22
2012,2,3,Florida St.,56,6,Cincinnati,62,Cincinnati,8.4,8.3,-2,-1,-1,0.011,1.6,1.34,0,-2,1,-2,-2,0,-79,-75,-80,-47,-271,0.035,-44,-152,0.013,59,26,0.063,-91,-56,-52,-33,43,147,83,1.11,-1.9,-3.1,3.7,0.011,0.64,1.2,0.6,9.99
